global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26
995729.0419834028	838.292857317836	702734.9146301018	991476325049.1852	1471289.7624143837	-14013.738955479348	196384879.51231945	2164693564985.3733	995639.6488196816	-3356.205702502746	11264116.717511952	991298310301.7788	1049035.4067935834	1142810.6686067127	1.453387	33.434898	0.1836378046707463	0.088657027308789	-0.0028046359	-0.0605748686	-0.1309861837	0.0509450586	0.0816317821	-0.0604971401	0.0191663301	0.0262415346	0.0687241668	0.0590159214	-0.0115989917	0.078763365	0.0307746533	0.0701962225	0.0719578293	-0.0617883475	0.075190777	-0.0182210568	-0.029169789	0.0123523378	0.0630947939	-0.0735171202	0.1061864526	-0.1165214938	0.0561713625	0.1010852929	0.0723035487	0.1102591882	0.0424108004	-0.2015082093	-0.0138107759	0.0039940145	0.0168982693	-0.1327016349	0.0097249166	-0.0242414561	0.0622248242	0.2052888544	0.0370073959	0.0205627773	-0.0508881763	-0.0268744687	-0.0040817184	0.1031130315	-0.0779950082	-0.0120105428	0.0349149683	-0.066815957	0.0730768223	0.0334593808	0.0527682312	-0.0001867966	-0.0012119337	-0.1824890299	-0.1527116063	0.0192358035	0.1694535838	-0.0959717213	-0.0775189143	0.0033412421	-0.0619556574	0.1044919504	0.0834671499	-0.0190538005	0.0071804647	-0.0413664482	0.0048054596	-0.0351612995	0.0763995661	0.0517808223	-0.0145695192	0.020904888	0.0453244273	0.0007388211	-0.0552697289	-0.0302690153	-0.0347095706	-0.0309356214	-0.0029934255	-0.0950888432	0.0208491745	0.0486442953	0.0838426202	0.0422178714	-0.1696352544	0.089737086	0.0240075741	-0.0524223074	-0.0193334113545375	-0.0197249405438382	0.0003737807946037	0.0003890732794579	-0.0409549097233963	-0.0648128717877227	0.0042007083493717	0.0016773046304515	-0.006678011677252	-0.0446170817437803	4.459583996151408e-05	0.0019906839833311	-0.0011480783752985	-0.0001122380429471	1.2597378284595076e-08	1.3180839558280436e-06	0.0001283047697997	-0.0006417420735745	1.6462113953354007e-08	4.118328889956991e-07	0.0012125773253032	0.0003356780953865	1.1267978372230817e-07	1.4703437698394626e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1000154.2042729564	4425.162289553555	19582061.28888686	1000308432324.8704	1479365.4649828768	8075.702568493085	65216971.97476581	2188522178984.0032	999533.4596843004	3893.8108646187466	15161763.04942299	999067137028.4668	1051623.7232677813	1179443.46437872	1.384701	31.854776	0.1325493836748173	0.064498146097095	-0.0201687964	0.0600902349	-0.0481130399	-0.0146753464	-0.0434759392	-0.0619262389	0.0191949313	0.0485743243	-0.1457835671	-0.0431058789	0.0792416168	0.0156873252	-0.0069743185	0.019978416	-0.0277901043	-0.0754727548	-0.170569135	-0.0779698886	0.0332015806	0.0829036192	-0.0603845638	0.0250641687	-0.1798854923	0.2005541202	-0.0905952549	0.0505908002	-0.0917594292	-0.1581424454	0.1128085282	0.1387960372	-0.1496864952	0.0524694434	0.1032024945	-0.0431242085	-0.1468007616	0.0024420909	0.0188950334	0.0352398857	-0.0609458256	-0.0583790154	-0.0765171357	0.033280383	-0.1245325304	0.0208781553	-0.0818174206	-0.0981317707	-0.1054504984	0.0738641571	-0.0572114077	-0.1817186002	0.0050212319	-0.1469301907	-0.1024400451	-0.0005431826	0.0236103653	-0.0901483698	-0.1870863066	0.1413450929	-0.0689450831	0.0418392243	0.0651417965	0.0567751992	-0.0571687379	-0.0335313962	-0.0044007203	0.033956711	0.1324543843	0.0086652831	0.0351865745	-0.0693539147	-0.0583737496	-0.0270472311	0.0108519252	0.0026206424	0.0829640732	-0.118388394	-0.0494727521	0.1430534386	0.1097945978	0.0484614634	-0.1745607796	0.2348590074	-0.0962658355	0.0191392587	-0.1001864736	0.0881955685	0.0192567962	-0.0587790397	-0.0194931726151281	-0.0001597612605906	0.0003799837786031	2.55236603854984e-08	-0.0053290083927777	0.0356259013306185	0.0012692048456189	2.8398330450295164e-05	0.0060144174711211	0.0126924291483731	3.6173217516926726e-05	0.0001610977576864	-0.000568132210757	0.0005799461645415	3.363375537663966e-07	3.227742088996363e-07	0.000523856038928	0.0003955512691283	2.7442514952133426e-07	1.5646080650900886e-07	0.0005066489202683	-0.0007059284050349	4.983349130351179e-07	2.566931284090342e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1000075.0358269312	-79.16844602511264	6267.642846031174	1000150077284.2378	1473275.6958047946	-6089.769178082235	37085288.64232038	2170541275849.1016	997027.1232935154	-2506.3363907849416	6281722.103772888	994063084582.9427	1051471.1361615772	1160479.693287683	1.272932	29.283566	0.1588127156866129	0.0896574060040615	0.0251816492	-0.076613797	-0.0830034623	-0.1032577522	0.0606940133	0.0367341374	0.1569690871	-0.056142346	-0.0928092816	0.0520254135	-0.0701437997	0.0396859844	0.0401427385	-0.1065598539	-0.0455698411	-0.1078768505	-0.1073730324	-0.0263967537	0.0324935367	0.0486801307	0.206335033	-0.131131832	-0.1587279319	0.1543895316	0.1064381075	0.0085126505	-0.1802016526	-0.0753405114	0.1993169153	-0.0190742279	0.0156707021	0.1490939815	-0.0508256776	0.026338776	0.0045264505	-0.045617219	-0.1919036353	0.159899945	0.0795380251	0.0529941462	-0.1191587902	-0.0032893042	0.0064865257	-0.1764259759	-0.0384451081	-0.0515375958	0.0238764726	0.1486024007	-0.0010053531	0.2339801388	-0.0794836042	-0.1308794592	0.0166589711	-0.0170409722	0.02471289	0.0376981091	-0.1072359301	0.1281768343	-0.0554522349	0.0758035377	0.2410074299	0.0366608122	-0.0637397595	-0.0219214936	0.052895274	0.0852270471	0.1818679787	-0.109800744	-0.1465959757	-0.1081207822	0.0168994875	-0.1406288396	-0.0638885852	0.029098102	0.0860971389	-0.0865749118	0.1018269941	0.0966915602	0.1776076995	-0.0032064789	-0.1559358012	0.1099125755	-0.0414278039	0.1325518889	0.0542666184	0.0866153656	0.0144722352	-0.0649037979	-0.0065818891308566	0.0129112834842715	4.332126453088826e-05	0.0001667012412112	0.053201512119017	0.0585305205117947	0.0034258218313816	0.0028304008917499	-0.0070518839987556	-0.0130663014698766	4.972906793190527e-05	0.0001707282341017	0.0005478294852411	0.0011159616959981	1.2453705069349555e-06	3.0011714489952864e-07	0.000809615771151	0.000285759732223	6.554776968964284e-07	8.165862456016069e-08	0.000422278144076	-8.43707761923e-05	7.1184278752911774e-09	1.78318830964271e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1002972.1935665314	2897.1577396001667	8393522.968125148	1005953221067.6598	1490892.482791096	17616.78698630142	310351183.7207191	2222760395242.9985	1001499.1134101253	4471.9901166098425	19998695.603056114	1003000474161.267	1055899.2995506378	1202645.1696932353	1.441563	33.162884	0.0689609765770564	0.0474120566162149	-0.0054967217	-0.0051670404	0.1206687924	0.0023831197	-0.0433919119	-0.0860293832	-0.0432658007	-0.1234456921	0.0402525882	-0.1198369893	0.0318860983	-0.0200997142	0.1154458855	-0.08492647	-0.0784721407	-0.0550842281	-0.0023868606	-0.1871061229	0.0882819049	-0.0584899231	0.0191168284	0.0644892583	0.0925276956	0.0549520542	-0.0834071346	0.054809636	-0.0533808069	-0.1374810961	0.1170664712	0.1437490332	0.0741767218	-0.048900107	-0.0995319343	-0.1340342305	-0.0239094447	0.0983028487	-0.0003302238	0.1541348774	-0.0216787914	-0.126006027	0.0556383201	-0.0751207304	0.025601043	-0.0029913615	-0.0900307734	-0.0079110413	-0.2271804315	0.1058522173	0.1029541827	-0.036773528	0.0008337023	0.0085593036	0.1195673084	-0.0684399562	-0.0853308301	-0.1339543205	-0.1090706003	-0.0766155681	-0.0882529799	-0.0980086456	0.0812229896	0.0229508461	-0.0779280846	-0.0278267277	0.0559725185	0.0637258108	0.0399838424	-0.2264922488	-0.1672479142	-0.1807583782	0.0384339974	-0.0971038679	-0.0758579493	0.0418230732	0.0447291125	-0.0432075433	0.0629594245	0.1153628293	-0.0388982216	0.108255218	-0.1337180895	-0.0064815082	-0.0872774116	0.087414335	-0.0396992185	0.0849971703	0.0096622851	-0.0707724105	0.0167964393686901	0.0233783284995467	0.000282120375466	0.0005465462434327	0.0127191618291675	-0.0404823502898495	0.00163882068499	0.0001617770776365	-0.0071247828186358	-7.289881988020025e-05	5.0762530212727896e-05	5.314237939925879e-09	0.0005073047073893	-4.0524777851800014e-05	1.642257619937741e-09	2.573580661393433e-07	0.0008096221881586	6.417007599986493e-09	6.554880875587194e-07	4.117798653828442e-17	0.0004822949285722	6.001678449620002e-05	3.6020144212633144e-09	2.326083981264635e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1001038.1958590758	-1933.997707455652	3740347.132443717	1002077469568.7932	1495822.9811643837	4930.49837328773	24309814.20899295	2237486390979.5044	998247.5642420364	-3251.5491680888226	10572571.992499117	996498199515.1588	1059026.2402396598	1209047.3542209202	1.083663	24.929462	0.0956529550308727	0.0925564683705784	-0.033213061	0.0667403523	0.1996937113	-0.0818907362	-0.0879900089	0.1653051956	-0.0409483791	-0.0588030361	0.0689163862	0.0756085024	0.0352905102	-0.0953906176	0.0368053381	-0.0627014023	0.0255553017	0.0534863681	0.0282351102	-0.2113003109	-0.0243324047	-0.1328462693	0.0263520129	0.0060936141	0.1350677508	0.1446858022	-0.0470863189	-0.1584527706	-0.0964168937	0.0105649723	0.0398105165	-0.0592274695	0.0276764323	0.1178858533	0.0641767223	0.0300565635	0.0472211472	0.103981474	-0.0184530594	-0.00428252	-0.0797178667	0.1039113863	0.1288047392	-0.0506555469	0.0515266206	-0.035706714	0.0356443497	0.168302351	-0.1451953964	-0.0040516999	0.1957312024	-0.0069003149	0.0242566333	0.0622981326	0.0858384883	0.1072588199	-0.0655034071	-0.0721844371	-0.0502491939	0.0832611578	-0.0431283555	0.0538207225	0.0254993487	0.0044156582	-0.1261135991	-0.0931317708	0.067292403	0.0744623711	0.0052949287	-0.0751056097	0.0112417075	-0.1686847044	0.1409163974	-0.0518252428	-0.1925328884	-0.0923489882	0.1354682474	0.0219050331	0.0899851113	0.0360663797	-0.0061430639	0.1176075274	-0.0705658305	-0.1246871017	0.0725281425	0.1549223291	-0.0932979353	0.0833416924	0.004835384	-0.0763617167	0.016835045187264	3.860581857390022e-05	0.0002834187464572	1.4904092277608991e-09	-0.079847163777444	-0.0925663256066115	0.0085685246363092	0.0063755695633019	-0.0071037471513335	2.10356673023002e-05	5.046322359007882e-05	4.424992988530617e-10	0.0005073291377639	2.4430374600051263e-08	5.968432030988299e-16	2.573828540242623e-07	0.0008091071144429	-5.150737156999711e-07	6.546543226421162e-07	2.653009326049747e-13	0.0004222946738948	-6.000025467739999e-05	3.600030561352859e-09	1.783327915999155e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
994785.9146500394	-6252.281209036359	39091020.31686915	989599015986.1156	1492958.307619863	-2864.673544520745	8206354.516677049	2228924508291.165	998257.4611774744	9.896935437922366	97.94933106240356	996517958796.4968	1054248.038799768	1201785.1576896547	1.176691	27.069548	0.0664950630647291	0.0434148988282003	-0.0580788719	-0.1044723632	0.087392032	-0.1660883785	-0.0696208357	-0.0394080033	-0.1521923206	0.0196021703	0.1184321095	-0.0689320599	0.0382362418	-0.1075656491	-0.052146015	-0.0756127052	0.1007353875	-0.0574112632	-0.0520507351	-0.1820451715	-0.0069186646	0.0476618043	-0.0272293174	-0.0099339075	0.1122119554	0.0564213833	-0.1280935836	-0.1581196279	-0.0617023926	-0.0026492546	0.0063860685	0.0191383868	-0.0351685752	0.0517362705	0.144175994	0.1446890513	0.0939042809	0.1236323282	0.0159966197	-0.0368723159	-0.0558034126	-0.0684097262	0.101137951	0.0685994334	-0.0069781576	0.0001650528	-0.0851218118	0.1514176806	0.0027921328	0.1204642989	0.159827203	-0.0915192528	-0.1420823439	0.046847115	0.0076242477	0.1324733562	-0.0272612491	-0.0547894359	-0.0118696139	0.0394070817	0.0442917679	0.0671003636	-0.0081288385	-0.0315610285	-0.1628283752	-0.1199040231	0.081406217	0.1321930187	0.0564915623	-0.077873833	0.1015745268	0.0199690128	0.0483922246	-0.0863805913	-0.1445135114	-0.0586963953	0.2163945927	0.1157844495	0.1225151374	-0.0708017312	0.1757880578	0.1339244081	-0.0199397571	0.027966628	-0.0303780422	0.0191473881	-0.0371897778	0.0816496581	0.0	-0.0816496581	0.0169971586553288	0.0001621134680648	0.0002889034023544	2.628077652799714e-08	-0.081774869914895	-0.0019277061374509	3.71605095236624e-06	0.0066871293495979	0.0064501219919748	0.0135538691433082	4.160407371135696e-05	0.0001837073687539	0.000507177947718	-1.5119004590001628e-07	2.2858429979249025e-14	2.572294706514424e-07	0.0005477994599369	-0.0002613076545059	3.000842483071594e-07	6.828169030342704e-08	0.001177863315661	0.0007555686417662	5.708839724204204e-07	1.3873619903799248e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
989652.3609953444	-5133.553654695046	26353373.125632863	979411795623.6594	1476058.7862157535	-16899.52140410943	285593823.6879528	2178749540364.724	994510.2473336178	-3747.213843856589	14041611.591590472	989050632051.5736	1051016.790297642	1154728.9012935578	1.210264	27.841885	0.065710262234951	0.0409441957964321	0.0604545883	0.0123197796	-0.0790139484	-0.1683719007	0.0797139361	0.0333071625	-0.0070104274	0.1558534733	0.0695619299	0.03394131	-0.137822185	-0.0600305121	-0.0402482078	-0.0283479107	0.148738082	-0.0231449901	-0.174523454	-0.1068450112	-0.0173273096	0.012116357	0.0377971542	-0.1171911285	0.1010593954	0.0391228563	-0.0879461951	-0.1613102899	-0.0326266741	-0.0719654775	0.0333884389	-0.0381501789	-0.1501821613	0.0588585914	0.0290844204	0.2158136617	0.0086608262	-0.0751147875	-0.0231640569	-0.0686915198	0.1094706187	0.050609384	0.0087699202	0.0613042728	-0.1396473853	-0.1036368643	-0.0312326324	0.1750255523	0.0848118227	0.0878101061	0.1081215349	0.0388958155	-0.0971177046	0.0449419125	0.015584299	0.0976118446	0.0672057564	-0.1025287855	0.0133249268	0.0703337309	0.0262146143	-0.0048196985	0.0379504842	0.0038891362	-0.1354617539	-0.1144273696	0.0832177501	0.0902204048	0.0889405174	0.0215501523	-0.0160676629	-0.0001991593	0.018393279	0.0594345465	0.0623764835	-0.1167230166	0.0848559925	0.0649667406	0.1519328312	-0.1220189882	0.1196680938	-0.0173163379	-0.0265475276	-0.0057615673	-0.0839181998	0.0153420152	-0.0867203586	0.0799218096	-0.004835384	-0.0866153656	0.0168925627007325	-0.0001045959545963	0.0002853586745981	1.0940313717911315e-08	-0.0708170688564706	0.0109578010584243	0.000120073404036	0.005015057241422	0.0127470123622401	0.0062968903702653	0.0001624863241631	3.965082833513986e-05	0.0005073086059904	1.306582724000093e-07	1.7071584146555035e-14	2.57362021711923e-07	0.0008096197574123	0.0002618202974753	6.554841515923515e-07	6.854986817010694e-08	0.0004727947743755	-0.0007050685412855	4.971216479104628e-07	2.2353489867677998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
992254.3578567308	2601.996861386462	6770387.666665	984568710685.6732	1505061.054708904	29002.26849315036	841131577.7487822	2265208778401.478	1000999.324516496	6489.0771828782745	42108122.685351446	1001999647682.4812	1058861.3729706225	1156228.3676118397	1.263343	29.062971	0.1958434183432358	0.0977844443151296	-0.1166261855	-0.0116724656	-0.1249562211	-0.0194933875	-0.1693687899	-0.0632888371	0.0790404877	0.134487215	0.103504471	-0.0630014603	0.1299070803	0.0628340409	0.0471164607	0.0638494125	0.097405441	-0.1036467449	-0.087892377	-0.0628683755	0.067453842	-0.0398800723	-0.0513894198	0.0594691922	0.1762564747	0.0807028254	0.0503166065	-0.1161322612	-0.1290660965	-0.1013002522	0.0357425876	-0.0186217876	0.0755768318	-0.0968832077	-0.0870067057	0.0913630273	-0.070317034	-0.0759683734	-0.0571449957	0.1800771433	-0.1362520776	-0.0508535693	-0.0471705435	-0.0933297495	-0.1658403262	-0.0191897705	-0.0702921229	0.0267194164	0.0223359949	0.0238505652	0.1561422661	-0.0078486483	-0.0199489796	0.1090954867	0.2052244243	0.1669571545	0.0241707824	0.0603993906	0.0571751509	-0.0180832394	-0.081776447	-0.0678352497	0.1263272784	0.0421225225	-0.0325433553	-0.1539067593	0.1231112589	0.0839206006	-0.0706852155	-0.0894302362	-0.0402784347	0.0849047996	0.1163578098	0.0943094797	0.2040222598	-0.0467892799	0.0409379373	-0.0005010035	0.1205297755	-0.0242877689	-0.0154865831	0.0641285327	0.0065924335	-0.0779209436	0.002251128	-0.0096183456	0.0814931233	0.0781589047	-0.0096622851	-0.0912392418	0.01396695590293	-0.0029256067978025	0.0001950758571943	8.559175135348199e-06	-0.0301890478527724	0.0406280210036981	0.0016506360906769	0.0009113786102569	0.0345224966596902	0.02177548429745	0.0011918027756183	0.0004741717163884	-0.0009630897702109	-0.0014703983762013	2.16207138473542e-06	9.275419054848842e-07	0.0001810264389332	-0.0006285933184791	3.2770571592835595e-08	3.951295600365673e-07	0.0009840892045808	0.0005112944302053	2.614219943589624e-07	9.684315625724715e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
992088.096136308	-166.26172042277176	27642.95967793992	984238790495.3644	1473884.957619863	-31176.09708904079	971949029.7052976	2172336868298.1057	996683.859392776	-4315.465123720001	18623239.234043688	993378715574.079	1050688.5861760727	1152086.205368769	1.165516	26.812473	0.1027263551594321	0.0506589911629692	0.072731055	-0.0119561705	-0.1494928646	-0.0489198839	0.1001972952	-0.0539441181	0.1595337968	0.0716321953	0.0109735731	-0.0132248224	-0.1193316341	0.0743544665	0.0890206347	0.0588734809	0.1388358971	-0.0215379462	-0.1061561095	-0.0891875418	-0.0305221769	-0.1192096755	0.0607232632	0.0394819148	0.078600919	0.0241225309	0.0199176382	-0.0454112073	0.0237583422	-0.0405879732	0.0289180713	-0.1613672598	0.0726958699	-0.0775965858	0.067848285	-0.1402566465	-0.1479902117	0.1539545245	0.1203637973	0.1307438601	0.123220675	0.0007636961	-0.0842699231	-0.0812695417	-0.1378919025	-0.0506391114	-0.0546903609	0.0577586317	-0.0240399105	-0.0842468039	0.1065061648	0.1159957239	0.0708197755	0.0403181944	0.0286999501	0.0802834126	-0.0462357375	0.0245198606	0.0326914659	0.0122779221	-0.0958929582	-0.0544686677	0.0388652506	0.0345208096	-0.0421874889	-0.1206564081	0.139646865	0.087144098	-0.0065746259	0.0070567926	-0.0605936349	0.0661570621	-0.0346152079	0.154894138	0.1494121032	-0.142712974	-0.044031914	-0.0260758708	0.1215570924	-0.0010019794	0.0266084813	-0.0239703632	-0.063970438	0.006212274	-0.0077974529	-0.012211557	-0.1206470736	0.0763617167	-0.0144722352	-0.0955030384	0.0062532059971829	-0.007713749905747	3.9102585243204186e-05	5.9501937608413386e-05	-0.071471899744651	-0.0412828518918785	0.0017042738603267	0.0051082324531094	0.0160136786204958	-0.0185088180391943	0.0002564379029605	0.000342576345208	-0.0006599557001416	0.0003031340700693	9.189026443677929e-08	4.355415261493895e-07	-7.93705919417409e-05	-0.0002603970308749	6.299690865182345e-09	6.780661368848493e-08	0.0011249768100888	0.000140887605508	1.984931738577783e-08	1.2655728232375722e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
996562.95458468	4474.85844837199	20024358.13296617	993137722450.547	1493514.813869863	19629.856249999957	385331256.3956623	2230586499248.7314	1001186.107579636	4502.248186860001	20270238.736084163	1002373622010.4624	1056372.7311920177	1162592.79375155	1.223357	28.143084	0.1719410713376203	0.0814258978628485	-0.103542813	0.0375044468	-0.1319781972	0.1017825198	-0.0976464473	-0.0331289206	0.0681543646	-0.0034640915	-0.1658368289	-0.0033991344	0.1365219135	0.0763364659	0.0830569286	0.1516466697	0.0101388114	-0.0037601263	0.0350050658	0.0215791226	-0.0767795834	0.0748303005	-0.0640952964	0.0405952995	0.0553148517	0.0296869015	0.1516542322	-0.0568932592	-0.0040145295	-0.0837301276	-0.049535798	-0.191525447	-0.0076390832	-0.041025491	-0.0043209913	-0.0891117728	0.0015110254	0.0121860419	0.1579298623	0.1126077533	-0.1108232188	-0.0165165679	-0.0479588407	-0.112794864	-0.0621145287	0.0866428842	0.000134049	-0.0811877084	0.0386717285	-0.0643936361	-0.0163233656	0.0049646943	0.0455687933	-0.1390230128	-0.0232168005	0.1065854719	-0.0968581336	0.1261088029	0.0929243363	-0.0122305574	0.0211360934	-0.1438968999	0.0449748516	0.0911493332	0.0765405309	-0.0577764066	0.1200622629	0.0558635844	-0.0664254478	0.0381389893	0.0554726432	0.0948414323	0.0519704142	0.125937637	0.0490431383	0.1150538498	0.0512158015	-0.073405913	-0.0082100846	0.0189592114	0.0566768679	0.0379599981	0.0827587719	-0.0086309346	0.0308496404	-0.0069075497	-0.0693204153	0.074531034	-0.0192567962	-0.0993899282	0.017469239583022	0.0112160335858391	0.000305174331609	0.0001257994093986	-0.019168757012693	0.052303142731958	0.0027356187396395	0.0003674412454116	-0.0015963920222645	-0.0176100706427603	2.54846748874974e-06	0.000310114588043	-0.0013477656445588	-0.0006878099444171	4.730825196391916e-07	1.8164722326529971e-06	-0.000224920129068	-0.0001455495371262	5.058906445996578e-08	2.1184667757668282e-08	0.0021078538160866	0.0009828770059978	9.660472089191994e-07	4.443047709990842e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
997664.8602457396	1101.9056610595435	1214196.0858750695	995335173369.1512	1477816.3074486302	-15698.506421232829	246443103.8574884	2183941038561.104	999565.2180745164	-1620.889505119645	2627282.787807008	999130625184.3556	1053019.3786238886	1166475.2633754185	1.277542	29.389605	0.1432132132189852	0.0773681124895302	0.0943438354	-0.0527268842	-0.1201399106	0.0238867383	0.0931983159	-0.0417658379	0.1311795828	-0.0645745326	-0.0888013739	-0.0542397354	-0.0903926473	0.1252756435	0.0637897277	0.050956473	0.0591543051	0.0818929738	-0.0320128761	-0.0590236972	-0.0973744725	-0.0161248109	0.0265181479	0.015652408	-0.1079879134	0.0670074734	0.1085365073	-0.0333450306	0.0462801533	-0.022957352	-0.0048925742	-0.168592297	-0.0172855885	-0.0102266745	0.0961040113	-0.0890547387	0.1284651931	-0.0126735286	0.1623361734	0.1243178254	0.1128984443	-0.0265149059	-0.13134153	-0.1003530193	-0.0691773887	-0.0429265364	0.0703543327	0.0898362902	-0.026569904	-0.0204559383	0.0159418837	0.0902030391	0.0757667674	-0.128004249	-0.0445941008	0.1195995324	0.0012450623	0.1325601912	-0.0157456423	0.0189832591	0.0250113711	-0.0299357663	-0.0009450818	0.0748442355	-0.0344756276	-0.0809559976	0.0752109914	0.0629132691	0.1101809934	0.1204437547	-0.1032349369	0.0792591481	-0.0632046605	0.0268539866	-0.0435900001	-0.0757924981	-0.0068982267	-0.021445424	-0.00837882	-0.0440992679	0.0238637698	-0.1469829764	-0.0332137386	-0.0393845616	0.0465606764	0.0360541648	-0.0182013814	0.0726676594	-0.0240075741	-0.1028845713	0.0174849143850224	1.5674802000400362e-05	0.0003057222310515	2.456994177517552e-10	-0.0711212122566991	-0.051952455244006	0.0026990576058804	0.0050582268328624	0.0152404411445843	0.0168368331668488	0.0002322710462815	0.0002834789510882	-0.0014206293236421	-7.286367908330006e-05	5.3091157295541395e-09	2.0181876751918105e-06	0.0002241902548105	0.0004491103838785	5.026127035199691e-08	2.0170013690749369e-07	0.0011416628789258	-0.0009661909371607	9.335249270516648e-07	1.303394129117146e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
