global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19
865155.5355809807	2449.158480710816	5998377.26363771	748494100746.4136	1134082.2206084805	3772.064530561911	1286142483100.2622	14228470.822723247	861808.6406747295	-421.2384428707883	177441.82575220635	742714133141.625	878432.9933737715	880803.0403096253	1.61835	31.574049	0.1850603784056058	0.0894383871745847	0.0704486025	-0.0103200009	0.0990940752	0.0893384814	-0.0656607372	-0.0742896712	0.1594014238	-0.0917096321	-0.0286669319	0.0430830998	0.1671854042	-0.0921126016	-0.0219514046	0.0526651965	0.1610757313	0.0740575448	0.0510171066	-0.0779341377	-0.039944062	0.044515754	-0.1610006322	-0.0576991321	0.1193673681	-0.0196215355	0.1258913526	0.1933211435	-0.0513470366	-0.0232899964	-0.0363061203	0.0798048366	-0.0281776539	0.063835857	0.003578633	-0.0533488239	-0.0661896106	-0.1421312845	0.0593415997	0.0018905797	-0.0558319563	-0.1537000087	-0.0037790895	0.0301484791	0.1623690771	0.1103217987	0.0930534627	0.1226727553	-0.0859968663	0.0360944157	-0.1176018866	-0.0359732355	-0.0081593611	-0.1663681203	0.0391740535	-0.1377064053	0.1178196175	0.0246917731	0.1545331227	-0.0667181437	-0.0409391101	-0.115353318	-0.0201670065	0.0011510914	-0.0359020039	0.1212145368	-0.036391762	-0.0149702436	0.0565549641	0.0246943994	-0.0114834984	0.0360587568	0.1033428316	0.0846858036	0.0097466501	0.1057662984	0.0528233105	-0.0094798046	0.0852450928	0.1183348827	-0.0525220725	0.059961152	0.1360489062	-0.0131859218	-0.1343539725	-0.0237626913	-0.1553628688	-0.1066483869	-0.0241355076	-0.0635941077	-0.0178701319	-0.1144758553	0.0341741622	0.1527798658	-0.0631992089	0.0943091568	0.0927013771	0.0333745172	-0.0391140859	-0.0039953267477699	-0.0256845860719749	1.5962635821445608e-05	0.0006596979616886	0.0819336360605973	0.0526975469394842	0.0067131207181104	0.0027770314534391	-0.0418997810103149	0.0380672142191117	0.0014491127984037	0.0017555916487123	0.0013998472004268	-0.0010090309468891	1.9595721845427496e-06	1.0181434517801152e-06	-0.0007857797049826	0.0002195286587323	6.174497447625419e-07	4.8192832004802696e-08	-0.0003984501897966	-0.0001436610178791	1.5876255374894658e-07	2.063848805808781e-08	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
863633.8850286932	-1521.650552287465	2315420.403276747	745863487369.7542	1127811.8703365915	-6270.350271889009	1271959614872.1206	39317292.532178566	860271.0200708148	-1537.620603914722	2364277.121583074	740066227973.6802	877200.2039004914	870265.7961911949	1.26547	24.689356	0.1961619077072026	0.1265391544504171	0.1157132571	-0.0406464836	0.084995248	0.0667506358	0.0239507257	0.0274598882	0.1689589618	-0.0525585662	0.0557070606	0.1017823993	0.0929094014	-0.0968692374	0.0918157462	-0.0462796534	0.0392820203	0.0487296209	-0.0228934963	-0.1229426981	0.0247888289	-0.1542133768	-0.0798666049	-0.0939430413	0.0348829129	-0.029787871	-0.099457786	-0.0040528703	0.0078170418	0.0345508991	-0.1051675146	-0.1071523053	0.1461203528	-0.0851704688	0.0539246825	0.1248603993	0.0356050107	0.058683884	0.0044469014	-0.0974764223	0.0891613631	0.0110386685	-0.0636123343	0.0892459139	0.1001838678	0.1068749555	-0.0652531942	0.0397646755	-0.0444344261	-0.0312496137	-0.0612894609	0.0613888161	-0.055317915	-0.1006341194	0.1913841153	-0.0481689975	-0.0625486568	0.0474030846	-0.0568839938	0.0619404239	-0.0241927626	-0.0772091715	-0.0148611269	0.0664087949	0.0644503463	-0.1075768086	0.0658603445	0.1128541577	-0.0380301176	-0.0196901605	-0.0734812761	0.0380173592	0.1556581148	-0.0598395168	-0.064985556	0.117846619	0.0667213288	-0.0593396623	0.1127433624	0.0652164389	-0.0643473458	0.0362493354	0.0913675209	0.0013080635	-0.1534237291	-0.0856328772	-0.0135258445	-0.0744311182	0.0863417896	-0.0701673178	0.1165120481	0.0090648539	0.0363943876	0.0908495989	0.0645618073	0.0231894166	0.0912392418	0.0287162347	-0.0458586883	0.0057041224577432	0.0096994492055131	3.253701301293032e-05	9.407931489032872e-05	-0.0404827697238232	-0.1224164057844204	0.001638854644512	0.0149857764051758	-0.0511780101622889	-0.009278229151974	8.60855361965402e-05	0.0026191887241713	0.0019868743506051	0.0005870271501783	3.947669685092438e-06	3.446008750464565e-07	-0.0004430603665763	0.0003427193384062	1.963024884307254e-07	1.1745654491765195e-07	-0.0005640601725179	-0.0001656099827213	3.181638782209232e-07	2.7426666376949303e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
863263.0641681133	-370.8208605799591	137508.11064126148	745223117956.92	1121749.7748829846	-6062.095453606918	1258322557450.0266	36749001.28864167	857326.5847390197	-2944.435331795016	8669699.423122821	735008872900.2716	874335.5283476658	873900.4256523099	0.957891	18.688477	0.1200291478697626	0.0869071030934056	0.1099438485	-0.0582446531	0.0768405824	0.0309212517	0.0803799255	0.0575263827	0.1046578056	-0.0198852796	0.1032706153	0.1167696924	0.0337772923	-0.0196871361	-0.0089518308	-0.1681873571	0.0590016034	0.0125264594	0.0617739036	-0.1448366262	-0.0304993087	-0.0884985853	-0.0186485472	-0.0188438039	0.1203548484	0.0006998497	-0.0121000328	-0.0513959736	0.0012759214	-0.1079782215	-0.1661467022	-0.0481448017	-0.04196893	0.0403497738	0.0816295841	0.0181916273	-0.0509147549	0.0308708263	0.0900834018	0.1339265543	-0.0844480514	-0.0585643913	0.0705274499	0.1082855703	0.0562294946	0.0352110392	-0.0317218483	-0.0999562686	-0.1360453696	-0.0212448126	-0.0886336858	0.0055704823	-0.1022577271	-0.0540853122	0.0957175479	-0.0432827073	-0.0308849553	0.1486476293	0.0338199563	-0.0014543696	0.0462382579	0.0070471575	0.0302206437	0.0947367122	0.1055247113	-0.0926432951	0.0499673123	0.0528901168	-0.0147423498	0.0116261664	-0.0161868043	-0.042063375	0.1370671568	0.0323094908	0.0194208111	0.0351414466	0.0838527247	-0.0720637515	0.0781877049	0.1373113789	0.0381248691	0.0709324456	0.0579997798	0.0150845029	-0.1133776608	-0.1076188822	0.0279772334	0.003420836	0.014102343	0.0466257075	0.0513201134	0.0651642331	0.1067042844	0.0862324642	-0.1719083903	-0.0954105656	0.089737086	0.0240075741	-0.0524223074	-0.0039948177125381	-0.0096989401702812	1.595856855640814e-05	9.406944042669624e-05	0.0447352366931426	0.0852180064169658	0.0020012414019914	0.007262108617682	-0.0510795874018583	9.842276043060122e-05	9.68703977077952e-09	0.002609124249144	0.0017829644884761	-0.000203909862129	3.178962367166841e-06	4.157923187346782e-08	-0.0001470038056139	0.0002960565609624	2.161011886496929e-08	8.764948728888331e-08	-0.0005643693198682	-3.091473502999168e-07	3.185127292084947e-07	9.557208419745945e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
863408.1262229147	145.06205480138306	21042.99974319946	745473592427.7645	1130227.219317869	8477.44443488447	1277413567287.0024	71867064.14655367	858431.811843571	1105.2271045512753	1221526.9526347956	736905175585.0361	876061.4551232341	870761.627128568	1.019689	19.894154	0.1067833705531202	0.0614109849382741	0.1166515328	-0.0880710944	0.014170785	0.0538433483	0.0487463128	0.0319398473	0.090777256	-0.0572340494	0.0859047922	0.115237307	0.0459619209	-0.0410618085	0.0255199844	-0.0322013698	0.076857027	0.0746078054	-0.0782957088	-0.1061994853	-0.006683239	0.0450877403	0.0158314295	-0.0279478186	-0.0416153658	-0.0715692274	-0.0990472159	-0.0156835773	0.0903854765	0.0002649092	-0.0509534479	0.0494180826	-0.00133283	-0.144205864	-0.0738132622	0.1062769247	0.0033185301	-0.0424340912	0.1398051218	-0.0546036018	-0.0818529943	-0.0414730682	-0.0662797126	0.117278149	0.054040261	0.0425531038	0.0009534758	0.0149566152	-0.0736420081	-0.0470307434	-0.0028759351	0.1288756567	-0.062711152	-0.0022943626	-0.0354463548	-0.0092228405	0.0088698776	0.0043581489	-0.0153000969	0.0544580335	-0.0884423728	-0.0002727317	-0.1596118832	-0.0134993622	0.0912113445	0.0492890455	0.1615185278	-0.0559802249	0.0261992412	0.0477002658	-0.0089227699	-0.0247458825	0.1524648547	-0.0462349559	-0.013219383	-0.0062436067	0.0994549479	0.0430608114	0.0564249619	0.0493612218	-0.2067908573	0.1429435833	0.0502421003	0.0195650847	0.0201539422	-0.0359778078	0.0151957643	0.0032609084	-0.0188315711	0.0429596706	0.0663738996	0.0355428871	-0.0192884287	0.0846670937	-0.1011155186	-0.0743197178	0.0881955685	0.0192567962	-0.0587790397	-0.0041946002340438	-0.0001997825215056	1.75946711234403e-05	3.991305589917535e-08	-0.0010900194694727	-0.0458252561626153	1.1881424438295466e-06	0.0020999541023693	-0.0304553250215491	0.0206242623803091	0.0004253601987318	0.0009275268221681	0.0013328575804055	-0.0004501069080706	1.7765093296444035e-06	2.0259622869287565e-07	-0.0004993760152776	-0.0003523722096637	2.493764046345338e-07	1.2416617414327856e-07	-0.0005641670478287	2.022720395000125e-07	3.182844578557506e-07	4.0913977963494625e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
863715.3079374556	307.18171454092953	94360.60574830513	746004133165.4938	1124965.17073496	-5262.048582909163	1265546635366.7375	27689155.28889633	859662.9462324952	1231.134388924227	1515691.88359183	739020381125.134	877157.6609677327	874850.5851384943	1.151698	22.469652	0.048640994617063	0.0346966295029124	0.0975552074	-0.0880723311	-0.0324206032	0.04949981	0.1109042842	0.0319576558	0.0318391916	-0.0755402359	-0.0109489063	0.0874047332	0.025784013	-0.1168691264	-0.0605029529	-0.0479590195	-0.015649007	-0.0585596964	-0.0921665295	-0.0440614727	-0.1444922805	0.0637044304	0.0365760262	0.0675318447	-0.0050499891	-0.0179437268	0.0864308269	0.0444740118	-0.0102842836	-0.025926856	-0.1496785902	-0.1038799882	0.045412433	-0.0581743784	-0.1352747141	0.0228765364	0.133374439	0.0566508074	-0.0799866333	-0.1727175336	-0.1102090738	0.0390725524	0.0301205841	0.098341064	0.0106609115	0.120950784	0.0144607386	-0.0878800325	0.0078147408	0.0736501467	0.0702210647	0.0378054583	-0.071858567	-0.0004677137	-0.0725395888	-0.0681223959	0.1007081346	0.0284921341	0.0434851997	0.0910634227	0.0216882968	-0.0407512623	0.0527772328	0.013890898	0.0867131453	-0.1370379305	0.0431789846	0.018463435	0.0859297746	-0.070155243	-0.0530937923	0.1631066758	0.1129772471	0.0463729756	0.0365325768	-0.0557095158	0.1187558247	-0.0426104169	0.1509593919	0.0833751257	0.0637514087	-0.0627951526	0.0377270022	0.004851459	-0.028889856	0.0810541961	-0.0478941645	0.0293598822	-0.0393429268	0.2068889431	0.004555526	-0.0305459008	-0.0680313579	-0.0888807539	-0.0765375694	-0.0366028785	0.0866153656	0.0144722352	-0.0649037979	-0.0039438567471137	0.00025074348693	1.5554006041754252e-05	6.287229623786515e-08	0.0315559149741488	0.0326459344436215	0.0009957757698557	0.0010657570356972	-0.0331704680338305	-0.0027151430122814	7.372001577140522e-06	0.0011002799495833	0.0014509005644247	0.0001180429840192	2.1051124478479133e-06	1.3934146076157144e-08	-0.0003569094057116	0.000142466609566	1.273843238854075e-07	2.0296734841231084e-08	-0.0005642409277281	-7.387989940004294e-08	3.1836782452346695e-07	5.4582395353604655e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
862821.661537901	-893.6463995545637	798603.8874368349	744461219619.0243	1125272.5515384085	307.38080344861373	1266238315245.7605	94482.95832871532	855265.4875477403	-4397.458684754907	19337642.88412636	731479054190.274	872626.8610584306	861453.8780731597	1.091883	21.302668	0.2003768360992857	0.1181518779737963	0.0868482707	-0.1058943829	-0.0137575154	0.0425223925	0.093675094	0.0492275115	0.0271733052	0.0144175962	0.0675512368	0.1050828615	-0.0904133767	0.0248364614	-0.0813656604	-0.1603498386	-0.0214904666	0.0204137231	0.0048861233	-0.0727041355	0.0467568941	0.019086338	0.0937922549	0.0501564951	0.1188056173	-0.061059389	-0.013602355	-0.0182804195	0.0575944538	-0.1137833964	0.0161087678	-0.0466277566	0.0968560363	-0.0361317109	-0.0493232727	0.0129800762	-0.041464019	-0.0213187022	0.1273275245	-0.0420236659	-0.0234306106	0.1392578228	0.0305491083	0.1132414538	-0.0665972526	-0.0470177452	0.0193961251	-0.1489529977	-0.0743506603	-0.0380345323	-0.0122114747	-0.0053120339	-0.0319987769	0.0914127026	0.018951556	0.0208999029	0.0820788683	0.0950482204	0.0340689983	0.016225042	-0.1104396299	0.0087130711	-0.1024555665	-0.0118905476	0.1239274138	0.056394317	-0.0139553816	-0.0726516733	0.0248535703	-0.1188626191	-0.0643051639	0.0864254165	0.0928097391	0.0845864977	0.0513880721	-0.0991719425	0.0863450667	0.0827228835	-0.0264797903	0.1834396463	-0.0300581247	0.1169026415	0.0303679349	0.0197765281	0.0222154532	-0.0259306208	-0.0091069201	0.0251599481	-0.0291377506	0.060665137	-0.0594502828	-0.0312383827	-0.1207369771	-0.0015604091	-0.0487167009	-0.10337632	0.0849971703	0.0096622851	-0.0707724105	-0.004291659355573	-0.0003478026084592	1.841834002427725e-05	1.20966654451093e-07	0.1162496241746993	0.0846937092005505	0.0135139751207588	0.0071730243781474	0.0030702945705485	0.036240762604379	0.0013133928741469	9.426708749939598e-06	1.1859031294560337e-05	-0.0014390415331301	1.4063662324536138e-10	2.070840534073543e-06	-0.0004990034370537	-0.0001420940313421	2.49004430191406e-07	2.0190713743049707e-08	-0.0005649965969738	-7.556692457000519e-07	3.192211545919746e-07	5.710360088968854e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
861588.0110353993	-1233.650502501754	1521893.5623228303	742333900759.9353	1124995.069830672	-277.4817077366169	1265613907143.3184	76996.09812842931	858689.0005768619	3423.513029121561	11720441.460565086	737346799711.69	876500.0459536241	863855.9002342059	1.207721	23.562664	0.1984627813463221	0.1309293024018301	0.0677812061	-0.104581635	-0.0625753657	0.057505778	0.1091672828	0.0072980377	0.032868592	-0.1021615446	0.0154378606	0.067772593	-0.004376375	-0.0684960251	0.0333825104	-0.0250988881	0.0152366662	-0.0013963251	0.0124413301	-0.0442355908	-0.1518748268	0.1582500915	0.0217698626	-0.0322608832	-0.0312944722	-0.0144063336	0.0327307735	0.1391144531	0.0385391303	-0.0440746409	0.0172807961	-0.0474486187	0.0560336844	-0.0489498924	-0.0497552481	0.0643630512	-0.070634808	0.0598536652	0.0234565823	0.1080841561	-0.0849700606	0.0678658367	0.0255415769	0.0869796403	-0.0127687298	0.0874244747	-0.0266544428	0.0388115697	-0.0295500157	0.0210759928	0.0813803787	0.0009978374	-0.1229731108	-0.0769707715	-0.1601484196	0.0293039734	0.0358939739	0.0112563281	-0.0028429168	-0.0005469298	-0.0344231701	-0.0895739024	-0.0386897259	0.0386651169	-0.0456207296	0.0039776502	-0.013951982	0.0067351373	0.0653780863	-0.0128332456	0.0504383436	0.2170607228	0.1110656907	-0.0286604918	0.003520958	-0.058423348	0.1042271276	-0.0301054408	0.1669676001	-0.0265430237	-0.1028020323	-0.0740975875	0.0297693179	-0.0348868321	0.053732379	0.159066257	-0.0765296562	-0.0020120799	-0.1303289434	0.0735238078	0.0675133353	0.0006653987	-0.0641335747	-0.1001266917	0.0591892827	0.0208387028	0.0833416924	0.004835384	-0.0763617167	-0.0041985033166298	9.315603894319983e-05	1.762743009975143e-05	8.678047591586966e-09	-0.0022493230353148	-0.1184989472100141	5.059454117197784e-06	0.0140420004898817	-0.0241225031005143	-0.0271927976710627	0.0007394482451793	0.0005818951558343	0.0010643569341442	0.0010524979028496	1.1328556832608409e-06	1.1077518355028893e-06	-0.0004993008240075	-2.973869537999628e-07	2.4930131285456845e-07	8.84390002904212e-14	-0.0005642342782512	7.623187226000333e-07	3.183603207536526e-07	5.811298348265465e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
863968.3409031195	2380.3298677202547	5665970.279161125	746441294082.8889	1129153.356045223	4158.28621455119	1274987301468.1904	17291344.242126465	859093.0734404838	404.07286362187006	163274.8791155784	738040908833.4164	877137.2577443565	862545.8981140929	1.03716	20.235016	0.0997185531271078	0.0534922805326095	0.0697536532	-0.0920094317	-0.0802723881	0.0846711874	0.098399682	0.028498864	-0.030316418	-0.0318659035	0.0146241179	0.0454010956	-0.0662325385	-0.1003646664	-0.0350818084	-0.0133253613	-0.058709769	-0.0421093994	-0.0543032573	-0.0735275786	-0.1514205034	0.0419789239	0.1182140489	0.073476353	0.0743975005	-0.039748209	-0.0740517593	0.0821742802	-0.0210427795	-0.0240266019	-0.2337520047	-0.0054131022	-0.0481700263	-0.015951134	-0.0298280354	-0.1010889444	0.144507045	0.0076805881	0.0787808046	0.0241352171	-0.0793070314	-0.0121380689	0.0483928693	0.0656535279	-0.0720627781	0.1042384781	0.0139875849	-0.0519870841	0.0327379216	0.0645089773	0.0839154714	-0.0264671549	-0.1204715103	0.039709428	-0.0084304302	0.0058528212	0.135043635	0.1718767619	0.0499817	0.0491417675	-0.0375007129	-0.1020578911	0.0627561521	-0.0033775037	0.1146933919	-0.1108737202	0.128667909	0.0534393261	0.0218289041	0.1093279537	-0.0036050328	-0.0190180709	0.0912150206	0.0281431616	0.0170021972	-0.1324952251	0.0257949881	0.0346546873	0.0852603997	0.1290885216	0.0717199509	-0.0817037743	0.0005933165	-0.0234767232	-0.0607705698	0.073693711	-0.0273463955	0.0003079543	0.0593076723	0.0266958251	0.1200906899	0.0159270739	-0.0412018121	-0.07865614	-0.0290228067	-0.0116340926	0.0816496581	0.0	-0.0816496581	-0.0244748404315657	-0.0202763371149359	0.0005990178141506	0.0004111298467985	0.0323933655041202	0.0346426885394349	0.0010493301286835	0.0012001158692403	-0.0126906385635123	0.0114318645370019	0.0001306875267923	0.0001610523071497	0.0003978591623255	-0.0006664977718186	1.582919130463486e-07	4.442192798392919e-07	-0.0004991119543422	1.8886966529998476e-07	2.491127429672903e-07	3.5671750470528256e-14	-0.0005649008954819	-6.666172307000055e-07	3.1911302171625255e-07	4.443785322661444e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
864510.8647683016	542.5238651820691	294332.1442920919	747379035302.4366	1131016.073629371	1862.7175841478163	1279197358807.9983	3469716.798293478	859977.448042648	884.3746021642582	782118.43695319	739561211141.9454	877290.4427187308	870668.0618013985	1.014148	19.786043	0.1045173839441472	0.0606164941018173	0.0761827591	-0.0970259873	-0.0695794223	0.0880792779	0.0874780265	-0.050539321	-0.0417297152	0.0453225298	-0.0313466904	0.1211719289	-0.0344352647	-0.1043888659	-0.0067770363	0.1634147969	-0.0007964495	0.0140332084	-0.0269478088	-0.1135958947	0.0099154253	0.021496532	0.0040968008	0.0315500574	0.0392011192	-0.0062860287	-0.2271890755	0.0514088958	-0.0083033252	-0.1151591597	0.0667080935	0.0994278616	0.013258766	0.0842865446	0.1133520786	-0.1796709594	0.0099753159	-0.0472010069	-0.0949698389	0.0322061169	-0.007132617	0.1667741056	-0.1336553418	0.1320742657	-0.0350194862	0.0691109789	0.0981966374	0.1026358586	0.1190574049	0.0077152413	-0.0258878808	0.1089618924	-0.0791921073	-0.0142141582	0.0376402351	0.066602561	0.0849923185	0.0095321091	-0.1073330063	-0.0909942201	-0.1190492695	-0.0224606839	-0.0295650512	0.0328794817	0.1054670415	0.0602305291	-0.0141904075	-0.0044712954	-0.0041906109	0.1411181028	0.0097153068	-0.0001389543	0.0626452488	-0.0069507073	-0.0566875618	-0.1738592072	0.0206662887	0.1737861277	-0.018849787	0.0854176232	-0.0897006408	-0.0270446545	0.0611868052	-0.0593230739	0.0122268307	0.1542486219	-0.1264285482	0.0024500174	0.0725582346	-0.0604749499	0.0733127784	-0.0328248927	-0.0245640244	-0.0855276284	-0.0041078232	-0.0668798232	0.0799218096	-0.004835384	-0.0866153656	-0.0137973367750134	0.0106775036565523	0.0001903665020831	0.0001140090843356	0.0517929224770767	0.0193995569729565	0.0026825068187164	0.0003763428107469	0.0230757208469611	0.0357663594104734	0.0012792324654791	0.0005324888926068	-0.0003666436000851	-0.0007645027624106	1.3442752948336274e-07	5.844644737334383e-07	-0.0005078964617293	-8.784507387099962e-06	2.5795881583714225e-07	7.716757003401379e-11	-0.0005650929037675	-1.9200828559994958e-07	3.19329989888385e-07	3.6867181739031794e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
863851.2754829017	-659.5892853998812	435058.02541432594	746239026153.4362	1127002.269892621	-4013.803736749804	1270134116343.1204	16110620.437146688	859069.931194303	-907.5168483450544	823586.8300301404	738001146682.1844	876900.7829468673	866906.5714898708	1.19009	23.218679	0.1296363650349603	0.0698369792733663	0.0678512137	-0.0577928205	-0.1187297869	0.0901383233	0.1067468131	-0.0017836802	-0.0480389388	-0.0225313948	-0.0161564426	0.0507543852	-0.1011009663	-0.122715489	-0.0412177248	-0.0037909193	-0.0419389757	-0.0735995195	0.003910375	-0.0614443174	-0.0738913531	-0.0048518557	0.1623344366	0.0607110871	0.0739810817	-0.0737400156	-0.0716050083	-0.0083898534	-0.0713851476	-0.0634107588	-0.1009833909	0.1301337257	-0.0540733459	0.1377742495	0.0484536373	-0.0007563195	0.1061274552	-0.0094551496	0.0770339694	-0.0423555362	0.0111576157	0.0512092611	0.0141031818	0.0728782544	-0.1030192409	0.1114501735	0.0131452151	-0.0219194258	0.0211799067	0.0884882607	0.0448788247	-0.0359941317	-0.0974940314	0.0396558772	0.0367725884	0.1021625081	0.0470217745	0.1747142327	0.0243123355	0.0040130868	-0.0381740521	0.0133465574	0.150450103	0.0068158605	0.0823926587	-0.060118435	0.0140126791	-0.0018427945	0.0684905012	0.0755562208	0.1377967095	-0.1175374279	0.0762821764	0.0556756028	0.0286765548	-0.1430068479	-0.0185657763	-0.0452476356	0.1274003193	-0.0066963488	0.0344501763	-0.138576336	-0.0984214262	-0.0986721046	-0.1345050194	0.0451968145	-0.0682631529	-0.0146089126	0.0313200701	-0.1121816992	0.0306325072	0.0278042914	-0.0342059999	-0.1212336545	-0.006325488	-0.0920243611	0.0781589047	-0.0096622851	-0.0912392418	-0.0070715141854265	0.0067258225895868	5.0006312874688216e-05	4.523668950659743e-05	0.0822892194777438	0.030496297000667	0.0067715156422562	0.0009300241307528	-0.0108118696979602	-0.0338875905449213	0.0011483687929402	0.0001168965263656	0.0004569368163307	0.0008235804164158	2.0879125411843585e-07	6.782847023036226e-07	-0.0002831012259052	0.000224795235824	8.014630410902709e-08	5.053289804921272e-08	-0.0004429354580117	0.0001221574457557	1.9619181996403445e-07	1.4922441553581213e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
