global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07
869.4162413843965	-0.732915309002351	755884.6007829711	0.5371648501700117	969.188292008412	-1.3418604210962712	939325.9453661828	1.8005893897046623	776.708056053507	1.442715020827336	2.0814266313208205	603275.4043384178	796.9593262439442	649.1443111797995	1.124937	18.148792	0.0890291843564029	0.0442019939156037	0.073263566	-0.0433071287	0.0978369728	0.0037910859	-0.1327393663	-0.0475148901	0.0271974482	-0.1050864176	-0.0553403231	0.0782022244	-0.0383035766	-0.0624241332	-0.1250439254	0.0641406792	-0.1427627625	0.0462626423	-0.0460260584	-0.023771986	-0.0922362693	-0.1645905711	-0.0519837092	-0.0004349928	0.0351575506	-0.1221636782	0.0795637338	-0.0767356786	0.1175254275	-0.0260641435	-0.1370629578	0.0114020303	-0.1613653045	-0.0557477542	0.065595283	-0.1455983821	0.077422408	-0.1425771193	-0.2290116259	0.087819125	0.0269973072	0.094715181	-0.2082038815	0.0913209619	0.1022385783	-0.0304532341	0.0126661973	-0.052140582	-0.1141142542	-0.0687487657	0.1601783109	0.0446674502	-0.0873694878	0.0038163593	0.0503087724	0.1409380647	-0.0286410404	0.0081726584	0.0383538291	0.0753086087	-0.167515645	-0.0799089944	0.0848335242	-0.1115993989	-0.044961682	0.0837028575	-0.1211487847	-0.0818530052	-0.0188497428	-0.092464566	0.1080536742	-0.0740404827	-0.0549829864	0.1317967742	-0.0370009419	-0.0954645118	-0.141800059	-0.1869492079	0.0038079133	0.131788152	-0.0629025131	-0.0148162645	0.0911694071	0.0653514214	-0.0664131215	-0.0016442508	0.0851998353	0.0178601073	-0.0061056699	-0.1578708567	0.0004506334	0.066677928	0.0581336376	0.0173596046	-0.0415625283	-0.0258278137	0.0203959746	0.1218389703	0.0860103739	0.0725642763	0.0393629153	0.0334129265	0.0813419249	0.0294166672	-0.005018052	0.1450245205	-0.1239916885	0.0970621018	0.016850859	-0.0717238087	-0.124700488	0.020430305009782	0.0122990332657338	0.0001512662192716	0.0004173973627927	-0.0047084844279652	-0.0132678632986795	2.216982560839078e-05	0.0001760361965124	-0.0057033740235326	-0.0331602538973925	0.0010996024385395	3.252847525230644e-05	0.000565018528222	-5.697187776359993e-05	3.245794855910572e-09	3.1924593723415504e-07	0.0006519830409985	0.0004139589250771	1.7136199165098814e-07	4.250818857496518e-07	-5.818422826113317e-05	-0.0001351098750512	3.385404418343648e-09	1.8254678336362498e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
869.143786541779	-0.2724548426174351	755410.9216841816	0.0742316412656913	972.913475809218	3.725183800806008	946560.6314111736	13.876994349787491	775.2967868381077	-1.4112692153993294	1.9916807983338387	601085.1076814942	795.8108227260726	652.38123686977	1.058306	17.073832	0.0482270325811113	0.0239349261326193	0.0553009389	0.0313307909	0.0325556461	-0.0825605259	0.0687678498	0.0276592666	-0.0981440092	-0.1088857865	0.0111406972	0.0098781993	-0.0961875333	0.0314698716	0.0709214049	0.0521275693	0.0476175537	0.0790230653	0.1063180442	-0.0469021437	0.0745987191	-0.0796235412	0.0098199501	0.0648069543	-0.0979032326	-0.0663422588	0.0377049537	-0.0975906007	-0.2082123319	-0.1146280274	-0.1318769799	0.0426350039	-0.0689096104	0.0013740511	-0.0709505617	-0.0534372786	0.0249844728	0.0348807904	0.018005675	-0.0114098617	0.1192558998	-0.1931404504	-0.0796227534	-0.1193409115	0.0039006339	-0.0265839453	-0.0647938099	-0.1106530077	-0.0555237236	0.0112711094	0.0053836262	0.0774434507	0.0690517423	-0.0143607893	-0.0911191264	0.0131905042	-0.0500553747	0.124750514	0.0976676876	0.084878149	-0.0465824879	0.1735591637	0.1106149545	0.0027122562	0.036360617	-0.0544295578	-0.1429008985	-0.0434225053	-0.0371842926	0.0618386631	0.0301428358	-0.096961856	0.0183588229	0.0207944828	0.0959536047	0.0405854075	-0.0967265766	-0.014629942	-0.1599323943	-0.1316486969	0.0845853087	0.1054025344	-0.0498912123	0.0489193093	-0.1058104	-0.0186582234	0.0558087221	-0.0123529549	0.1457983065	0.0097813479	0.0534765943	0.1061985119	0.0358329878	0.0987902631	-0.0191336466	0.0404577964	-0.0321554527	-0.0172291289	-0.0023575187	0.0446348428	-0.0422696192	-0.1042173464	0.0704052858	0.0074814428	-0.1025308818	0.0155887798	-0.0624141571	0.0948006283	0.0101290257	-0.0799246852	-0.1275100165	0.026051942387312	0.0056216373775299	3.160280680444237e-05	0.0006787037021518	-0.0142238857013126	-0.0095154012733474	0.000202318924444	9.054286139282132e-05	-0.0229385950811362	-0.0172352210576036	0.0002970528449044	0.0005261791442963	0.0002810198813417	-0.0002839986468803	8.065523142984134e-08	7.897217370930316e-08	0.0006849915610955	3.3008520096999925e-05	1.089562398994048e-09	4.6921343877205e-07	-5.809593778582684e-05	8.82904753063277e-08	3.375137987214663e-09	7.79520802981726e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
868.9242643549085	-0.219522186870563	755029.3771847188	0.0481899905284343	969.774276636824	-3.139199172394001	940462.1476264752	9.85457144395918	775.0947172062878	-0.2020696318198815	0.0408321361038225	600771.8206410953	795.6957354964961	651.1771633999407	1.071114	17.280458	0.1193801606201862	0.0623895397352742	0.1288726765	-0.0499319151	0.0819451384	0.1422728622	0.0806528303	0.0196894371	0.0374352532	-0.0376575922	-0.1930094879	0.0674215901	0.0588354357	-0.0136249218	0.0644552712	0.0410234761	0.0658777872	0.1107649167	0.009593386	-0.0278094143	0.1138031833	-0.1410177646	0.0423343796	0.0023135572	-0.0252458917	0.1313136373	-0.061063558	0.0700918642	0.0457868379	-0.0146995509	0.0565632852	-0.188156114	-0.0842703626	-0.1690765908	0.0909746026	0.0498583039	0.1887477912	0.1282905405	-0.0298289091	-0.0234633465	-0.1706236457	0.1150256014	0.0379995432	0.0875976027	-0.100695529	-0.0115843972	-0.2010351807	-0.0451430303	-0.085517664	0.0751311744	0.0542540092	0.1064063282	-0.022534607	-0.0174195564	-0.1435087132	0.1037378305	-0.1132487529	0.0165359065	-0.0646139039	-0.0939483764	-0.0037912785	0.0048347154	-0.0989440465	0.0044744973	0.0895771245	0.0452405363	-0.0389704104	0.092084226	0.2492545337	-0.1064453843	0.2263113417	-0.0193431352	-0.0523325798	0.0198931255	-0.2095936353	-0.0260131078	0.0275496051	-0.0825607524	0.0529874076	-0.0805522896	0.0005210546	-0.0575759811	-0.0859234817	0.1020923214	-0.1224269251	-0.0170540422	0.0814347068	0.0535095967	-0.1067910174	0.1049974682	-0.0056046286	0.0406616193	0.120124216	0.1073061184	-0.0613239416	-0.0182489236	0.0656172791	0.0795991316	0.1163578142	-0.1149924389	-0.0759688111	-0.0671689259	-0.1057682732	0.0438611395	-0.146696274	0.0891341939	0.0035015012	0.0924741833	0.0033794295	-0.0876327994	-0.1289225186	0.0304628081273108	0.0044108657399988	1.9455736576295172e-05	0.0009279826790013	0.0112136668366105	0.0254375525379231	0.0001257463239224	0.0006470690791195	0.0214372017520432	0.0443757968331794	0.0019692113445796	0.0004595536189578	3.0982369082129025e-05	-0.0002500375122595	6.25187575369551e-08	9.599071939412643e-10	0.0002380026691464	-0.000446988891949	1.997990695258841e-07	5.6645270520810756e-08	0.0001479965681872	0.000206092505973	2.1902984195188538e-08	4.24741210182421e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
868.9939339593511	0.0696696044426516	755150.457258149	0.0048538537831955	966.0700739607026	-3.7042026761213274	933291.3878024376	13.721117465784396	774.7160354425878	-0.3786817637000013	0.1433998781589436	600184.9355718809	794.7275448528874	650.5004067329007	1.134692	18.306183	0.1408566870778606	0.0649257242163313	0.1439426893	-0.056366199	0.1153650172	-0.0287099665	-0.1231662872	-0.0018146222	-0.0158743801	-0.179388912	-0.0813769577	0.0223371254	0.0190210756	0.0843072982	-0.1344834487	-0.0102969856	-0.0464909733	0.1593563205	-0.0058657499	-0.1360359041	-0.125826763	-0.0790648439	0.0654610084	0.0485117941	0.1067318722	-0.0327529989	0.013968002	-0.1333115646	-0.0265083214	-0.1085936854	0.0837772579	-0.0494437063	-0.1123158374	0.0624722549	-0.0246077717	-0.012974679	0.003415206	0.0588029599	0.1664617599	0.0473775008	-0.082940347	0.0075101703	0.0506061325	0.043741867	-0.0020912743	0.1581580377	0.0214991601	0.0959251232	-0.1813549313	-0.1411805718	-0.0518254593	0.1737549048	-0.0245147297	0.080201269	0.1049647665	0.0668316146	-0.0455911068	0.0561705128	-0.1362684244	0.0786048376	-0.0053679197	-0.0379548086	0.086661149	0.0015741975	-0.1114006781	-0.0655265653	-0.0445954557	-0.0247780797	0.0060396122	-0.0579911435	0.074185692	0.0111914713	-0.0978387798	-0.0189322029	0.0366170388	0.0202790902	0.1158585416	0.0366565683	-0.1541554974	-0.0001097437	0.0749697321	-0.0969495728	-0.0386966356	0.147633399	-0.0469847142	0.0331448543	0.096816649	0.1497899276	-0.0364394899	-0.1327502744	0.0256065279	-0.0561789067	0.1335059797	0.1066562307	0.0707618189	0.1251071276	0.1389906867	0.0155006607	0.1433338665	-0.1008432418	0.1559249651	0.1879480292	-0.0136084291	-0.1231235593	-0.1461943238	-0.0384199988	0.0734522679	0.090084361	-0.0033794295	-0.0948006283	-0.1289225186	0.0238761584941471	-0.0065866496331637	4.338395339005553e-05	0.0005700709444376	0.0458414643184141	0.0346277974818036	0.0021014398508564	0.0011990843584408	0.0412993866589701	0.0198621849069269	0.0003945063892769	0.0017056393384071	-0.0005862179138759	-0.000617200282958	3.809361892834711e-07	3.4365144254901205e-07	0.0005107498819938	0.0002727472128473	7.439104211602488e-08	2.608654419566806e-07	0.0008536501735011	0.0007056536053139	7.28718618718458e-07	4.979470106925053e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
869.2908144397984	0.2968804804472711	755666.520069408	0.0881380196706025	971.3698861810226	5.29981222031995	943559.4557793328	28.08800957065268	776.0218527366104	1.3058172940226314	1.705158805368587	602209.9159247614	796.2820706072382	654.3809118139513	1.053779	17.000788	0.0862918332988509	0.0408947177441224	0.150944503	-0.0641681614	0.0048689115	-0.0765440475	-0.0077843127	0.1830221605	-0.1042959202	-0.1513980571	-0.0740611859	-0.0940052751	0.0221781342	0.0131615054	0.0504706257	0.1342891128	0.0151631913	0.0725413552	0.1064642381	-0.1039610054	0.0163610442	0.0090561619	-0.0462167033	0.0042287881	-0.2061439616	0.1205078525	0.1666157647	-0.0876153855	0.0053644148	-0.0316977181	-0.0576562724	0.0247113841	0.0225814677	0.0488417622	-0.0026242287	-0.0769588328	-0.0388320926	-0.1843469538	0.1349312298	0.0552859456	0.2627612661	0.0747949138	-0.0419473144	0.0052407415	0.0094070273	0.0422937493	0.0638289258	0.2097081182	0.2614689649	0.0417006342	0.00758722	0.0917425685	0.092012704	0.0159315831	-0.0533696297	0.0553614239	-0.0140464953	0.060737712	0.1651306806	-0.0943325329	0.0412886768	0.0736460806	0.070400472	0.1230354613	-0.150272657	0.0285479452	-0.2164534378	-0.0035517835	-0.0921849716	-0.0851552219	-0.235462481	0.0093256091	-0.0258020462	-0.0632057436	0.0799768751	0.1330748666	-0.1083641716	-0.0755003343	0.1127604095	0.1251977078	0.0364853015	-0.0922105635	-0.1352765808	0.1462964147	-0.0025873526	0.0320854004	0.0950140063	0.1237028873	0.1129266435	0.0550533863	0.114387072	-0.0752018309	-0.0153063957	0.0552543229	0.0724780024	0.1216909082	0.1763652365	0.058872626	0.0101624764	-0.0808582996	0.0373574609	-0.0409901379	-0.136284482	-0.0637975275	0.0042360903	0.138323955	0.0152882495	0.0876327994	-0.0101290257	-0.1013839798	-0.1275100165	0.0098506499568316	-0.0140255085373155	0.0001967148897303	9.70353045720264e-05	0.0332808811339333	-0.0125605831844807	0.0011076170490509	0.0001577682499342	0.0240816069711655	-0.0172177796878046	0.0002964519373777	0.0005799237943136	-0.0003761472191339	0.0002100706947419	4.4129696789386526e-08	1.414867304621662e-07	0.0007109218329579	0.0002001719509641	4.0068809952774094e-08	5.054098525762203e-07	0.0004141335814222	-0.0004395165920788	1.7150662326157797e-07	1.9317483471265013e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
870.3708980920135	1.0800836522150803	757545.5002454981	1.1665806957822664	970.3162384033204	-1.053647777702167	941513.6025091694	1.110173639456716	776.6686675460251	0.64681480941465	0.41836939767811	603214.219147718	796.7636362877265	653.5624753594727	1.029015	16.601278	0.084492503329821	0.052300937630514	0.1095858957	-0.1227246472	-0.0532651697	0.0431984277	-0.019181095	0.0296789837	0.0470475216	-0.0882141498	-0.1138307667	-0.0383375187	0.0078154652	-0.1045504332	-0.0153223534	0.0790622239	0.0539519881	0.027805217	0.0988119113	0.0039652537	-0.0376759831	-0.0715574406	-0.0601896043	-0.1004820816	-0.0948188841	0.1083914354	0.0636381184	0.07729835	0.064058404	0.1834556749	-0.1233009621	-0.0085629035	-0.0046233627	-0.0929074996	-0.1477581608	0.0950801737	0.0901910666	-0.1058070539	0.0619848856	-0.0181674999	0.1279694178	0.0443866519	-0.031216576	-0.0803176576	0.0936553057	0.0631450383	0.1299380657	-0.1598728925	-0.1172682265	-0.000131519	-0.0749235122	0.0578817892	0.0894989576	-0.061224804	0.0342318718	0.1070847067	-0.0246241793	-0.0708858207	0.0439920671	-0.1567080009	-0.1289332045	0.0164169879	-0.0234653434	-0.0003329582	0.0651938819	0.0588603876	0.0104164633	0.0406378701	0.0625147823	0.0773802486	-0.1992179624	0.0253155345	-0.0798168142	0.0318361001	0.0419585485	0.1476865092	-0.1095353578	-0.059848381	-0.025494658	0.1625178958	0.0295139838	0.1654441811	0.0479686275	0.1229550902	0.0028081405	0.0744097154	0.1626644899	-0.0531593896	-0.0071072269	0.0549058718	0.1195783978	-0.1297048709	0.014015479	-0.0278138854	0.0171496988	-0.0430402316	0.0286470283	0.080330014	0.1407240853	-0.0003788079	0.026013469	-0.0898944072	-0.0428711502	-0.2201286922	-0.0282862201	-0.0644993864	-0.1183801688	0.0851211787	-0.016850859	-0.1073422654	-0.124700488	-0.0021283629846919	-0.0119790129415234	0.0001434967510531	4.529928994606613e-06	0.0228494951053193	-0.010431386028614	0.000522099426568	0.0001088138144779	0.021461899264132	-0.0026197077070335	6.862868470290719e-06	0.0004606131200237	-0.0001778592967949	0.000198287922339	3.9318100145517296e-08	3.1633929456376334e-08	0.0006020418607697	-0.0001088799721882	1.1854848343703216e-08	3.624544021190428e-07	-0.0004679464571036	-0.0008820800385258	2.1897388671581134e-07	7.780651943656768e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
869.6184591337737	-0.7524389582397362	756236.2644661989	0.5661643858768994	970.0105547361736	-0.305683667146809	940920.4762995793	0.0934425043603211	776.3054095452705	-0.363258000754513	0.1319563751121657	602650.0888892502	796.6674759085093	650.8063268727179	1.151303	18.574167	0.0226183934226996	0.014867001918462	0.1688998319	-0.0573290438	0.1584263854	0.1312872863	-0.0444107474	0.0371911586	0.0295700988	-0.0908674601	-0.197080658	0.12060253	-0.0100938814	0.0033544741	-0.082371969	0.0887963016	-0.0701797506	0.1023452818	-0.098303193	-0.0527784611	0.027045837	-0.1889119226	0.0088405316	-0.0398831915	-0.0880512284	0.0264569608	0.0814019353	0.1471552952	0.1107643519	-0.0797214543	0.0886222347	0.0650149218	0.1414488498	0.0354363667	-0.0161453206	-0.0365567657	-0.007634975	-0.0376754937	-0.0033465075	0.1140536216	0.0295595725	-0.1706131385	0.131472104	-0.1645272659	0.0803168365	-0.0728556733	0.0126965226	0.0528976458	-0.1003894367	-0.0421189345	0.1172447966	0.0952515748	-0.1090395283	0.0337311804	-0.093764405	0.1548505352	-0.104051339	-0.0311907032	0.0609365661	-0.0620601567	0.0914475838	-0.0738201537	0.0579744213	0.0313792447	-0.0127558068	0.1446217602	0.0619558269	-0.0415277351	-0.0587354208	0.0190936872	-0.0508156956	0.0278164577	0.1043852725	-0.1092408121	0.0177502295	-0.0684905474	0.0072629118	0.0223621766	-0.1979801361	0.0875471751	0.1485432419	-0.0957298449	0.1101489357	0.1423733321	-0.1565031638	-0.0043789916	0.0668288353	0.0516058501	-0.1375644414	-0.0151615799	0.0617225888	-0.0661607974	0.0173060461	0.0213323327	0.1585132537	0.1027194078	-0.016176972	-0.0220730701	-0.0574306533	0.1261953319	-0.0429831778	-0.1183736085	-0.0720568872	-0.1053887191	0.1070101936	0.0782205181	-0.1233001564	0.0825512202	-0.0235265052	-0.1126387502	-0.1205247148	-0.0020844283595238	4.393462516809983e-05	1.930251288661431e-09	4.344841585987081e-06	0.0188539272741934	-0.0039955678311258	0.0003554705736605	1.5964562293128124e-05	0.0215384038085133	7.650454438129853e-05	5.8529453109900774e-09	0.0004639028386185	8.316639838638798e-05	0.0002610256951812	6.813441354487466e-08	6.9166498205633966e-09	0.0007109806394847	0.0001089387787149	1.186765750791573e-08	5.054934697220729e-07	-0.0004680297116478	-8.32545442000141e-08	2.1905181098512282e-07	6.9313191299521005e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
870.1688957143856	0.5504365806118585	757193.9070687933	0.302980429275675	970.9543758344048	0.943821098231183	942752.3999519786	0.8907982654663164	775.6786264647181	-0.6267830805524	0.3928570300667562	601677.3315541918	795.6697788176397	652.1686108286387	1.152137	18.587626	0.0753780467074564	0.0508454679453788	0.1250453271	0.0087282476	0.0680725284	-0.1284048331	-0.1093694392	-0.0114407888	-0.1216929982	-0.0922805678	-0.0945233839	-0.018773381	0.0407749817	0.0519175822	-0.0508255033	-0.1415854082	-0.0836735896	0.1394456235	-0.0590093799	-0.1022597337	-0.1763656998	-0.0297074502	0.0062173495	-0.0366099819	0.0052031198	-0.0689448035	0.0665237389	0.0326208674	-0.015378573	-0.1620172368	0.0183507617	0.031356013	0.1541818836	-0.0617932872	-0.0239656157	-0.2819784563	-0.0373472859	-0.0843206569	0.0212002081	-0.1356251374	-0.0784291358	0.2023222477	0.086660084	0.0231228138	-0.0656076298	-0.012501334	0.0783776577	-0.0087957748	0.0768322651	0.0499448646	0.0078039838	0.1639218758	-0.0477437885	0.0975076941	0.1368368016	0.0523064437	0.0268398495	-0.0202197878	-0.0433951392	0.0425965824	-0.0038534777	0.095958114	0.2258617176	-0.000326023	-0.0418844395	0.0854270741	0.0644504737	0.1823388548	-0.0354256087	-0.0325804342	-0.1412119067	-0.1321920826	-0.052354596	-0.0636764745	-0.0310369714	-0.2341735747	0.1313755821	0.0244892652	0.1048227917	0.0636374838	0.0816838964	0.1330935764	-0.0980523691	0.149491227	-0.0016066446	0.0291176388	0.0278805346	0.0317601018	0.0508526267	-0.1419436156	0.1049860238	-0.09271577	0.0659410276	-0.0189614071	0.009662515	0.0738966356	-0.1225108848	0.0248153053	0.0787592476	0.0088085936	-0.0956856842	-0.0684139235	0.0066874293	-0.05982733	0.121261192	-0.3195394444	-0.0016121243	0.0799246852	-0.0301376669	-0.1172407796	-0.1150284477	-0.0001183507003048	0.001966077659219	3.865461362080063e-06	1.4006888262636586e-08	0.0616000690971247	0.0427461418229312	0.0037945685127705	0.0018272326407461	0.0311458583534545	0.0096074545449412	9.230318283311136e-05	0.0009700644925734	8.301668081114297e-05	-1.497175752450072e-07	2.2415352337244387e-14	6.891769292899193e-09	0.000710998145722	1.7506237300068953e-08	3.064683444063254e-16	5.055183632201224e-07	-4.7029481853046416e-05	0.0004210002297947	2.2117721633660223e-09	1.7724119348723533e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
870.3740741169015	0.2051784025159122	757551.0288948535	0.0420981768589817	975.9760482401788	5.021672405773984	952529.2467385158	25.21719375091187	775.9994922214084	0.3208657566902957	0.102954833816436	602175.2119278838	796.7620176632164	656.7204868038167	1.279114	20.636162	0.2247026727289636	0.1120377139231677	0.098100479	-0.0240538161	-0.0274673276	-0.0039970313	0.0632309456	0.2791387725	-0.040316574	-0.0021550742	-0.1134471688	-0.0858570082	0.0301731754	0.1038884878	0.1150667512	0.2086037122	-0.0197607443	0.0380366103	0.1544655095	-0.0770640853	0.097495551	-0.0957066562	-0.0035255685	0.0889166879	-0.0122716561	-0.0062213382	0.136333435	0.1455061957	-0.0197666655	-0.081298458	-0.0231067648	-0.2307280579	0.0613580918	0.0748923618	0.0583241163	-0.0484936832	-0.0392524444	0.0445457963	0.0588129049	-0.0343009467	0.1503282087	-0.0660278369	0.0299759837	0.0334492324	-0.1756232457	-0.1985287775	0.0590117604	0.082630074	-0.0257096354	-0.086708448	-0.1262956237	0.0461891851	0.1345181107	-0.0021237762	-0.1575553425	0.0782809712	-0.0279312142	0.0981315449	0.0039888815	0.0538242637	0.0860275626	-0.0710429311	0.203316704	0.0903811298	-0.1893562367	0.1428313316	-0.0144508582	-0.0770301124	0.143566112	0.0319476106	-0.0676345634	0.1742352676	-0.0184634772	-0.1498855177	-0.0596244985	0.0306344573	-0.0720155313	0.0603529429	-0.0345708581	-0.1002994697	-0.1398169817	-0.0511033819	0.0526253452	0.08866085	0.0133106276	0.0378815097	0.0857009292	0.1409894392	0.0692153849	0.1943097214	0.1040631365	-0.0428152901	0.0452001421	-0.0619243577	0.0011310456	0.2053880734	-0.1669304598	-0.0269598101	0.0693066968	0.1786323381	-0.0311973418	-0.0571176773	0.0095769307	0.0207196767	0.2889371079	0.037943831	0.0826247851	0.0772433738	-0.0366662233	-0.1211199807	-0.1082719048	0.0194620175577568	0.0195803682580616	0.0003833908211213	0.0003787701274184	-0.0200847872053344	-0.0816848563024591	0.0004033986770835	0.0066724157491533	-0.0269203274745279	-0.0580661858279824	0.0033716819366097	0.0007247040313358	0.0007396670286141	0.0006566503478029	4.3118967926974446e-07	5.471073132188118e-07	0.0011078916955769	0.0003968935498549	1.5752448991642406e-07	1.2274240091282586e-06	-0.0003009108310044	-0.0002538813491513	9.054732821575857e-08	6.44557394469115e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
871.2471067516416	0.8730326347400705	759071.5210231063	0.7621859813211894	969.7114703021472	-6.264577938031607	940340.335635552	39.24493674167234	779.1748515156562	3.1753592942477558	10.082906647565602	607113.4492344449	799.1671182713213	657.7261563950005	2.143194	34.576508	0.692356953238157	0.3562515462947195	0.0315117876	-0.0375435576	-0.3255081607	-0.1149512886	-0.1455403877	-0.2580263219	-0.1470094944	-0.0195408785	0.1098095747	-0.2198254002	0.1442850758	-0.2735923304	-0.0166113346	-0.4174531445	0.0078481521	-0.0847292076	0.144295833	0.0376047825	-0.4179321539	0.2383290156	-0.3262045627	-0.2931927216	0.1953153652	0.1124712515	-0.1886464912	0.1183719105	-0.16117179	-0.0235140637	0.0237518736	-0.0036868807	0.0946137332	-0.0086203095	0.0832016502	0.0158627306	0.0984270485	0.0537025589	0.1853443761	-0.1367123603	-0.004784406	-0.0717449852	-0.0714047551	0.029212233	-0.0431233198	0.0047799612	-0.0400384446	-0.0040250749	0.1056351346	-0.0146100342	0.094860816	-0.0113726431	0.1867550857	0.0141075052	0.368178316	0.0728045246	0.4109707181	-0.4052696243	-0.0713271122	0.0660185451	0.1458315461	0.1763038812	-0.1144121	-0.0345351572	0.1646344511	0.0013310621	-0.0080566824	0.0007198796	0.2084096273	0.0005549914	0.0375225535	-0.0166230783	-0.0436475104	-0.2526922633	0.1019277189	0.0525032892	0.025394573	-0.0529043696	0.0485044906	-0.0920475093	0.0046302068	-0.0108977988	-0.0871330362	0.152635687	0.554905212	0.0848988973	-0.5131016865	-0.291594456	-0.1925763777	0.0564977585	0.024600497	0.0949180779	0.3365309246	0.1997888554	-0.0087548013	0.132186896	0.0129343193	-0.0905831019	0.025550584	0.007846814	0.0274552888	-0.0133185873	-0.0838851769	-0.02894819	-0.0390255667	0.0837504526	-0.0276825916	0.0745091236	-0.0430942802	-0.1242524367	-0.1003291122	-0.0127162680284556	-0.0321782855862124	0.0010354420632678	0.0001617034725715	0.2148110637991038	0.2348958510044382	0.0461437931305026	0.0551760608190992	0.1447384816180985	0.1716588090926264	0.0294667467390987	0.0209492280611126	0.0048341720211045	0.0040945049924904	1.6764971133528812e-05	2.336921912962957e-05	0.0015580064224591	0.0004501147268822	2.026032673562375e-07	2.427384012423804e-06	-0.0008287712627294	-0.000527860431725	6.868618059260842e-07	2.7863663538090345e-07	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
