global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00
981700.1311646076	1164.77118488017	963735147528.6078	1356691.9131271553	1164601.0389404297	4008.486124674557	1356295579901.1282	16067961.011708446	991435.9011715796	3239.959136432386	982945146131.9022	10497335.205751693	1008142.793844367	948413.0998604912	0.939694	15.936212	0.1055639849872716	0.0580244046203032	-0.0596591558	-0.0807036022	0.1661139707	-0.1176373592	-0.017308143	0.0262109429	0.1180561714	0.0614766703	-0.2177472959	0.0584591581	0.054450916	-0.1279929775	0.0592703098	0.1943160713	0.1496553189	-0.041809472	-0.0177253921	-0.0161526444	0.076380332	-0.0102185703	-0.1178824081	0.0267871885	-0.0353675196	-0.004222579	-0.0428180713	0.0666922483	0.1079802482	-0.0641704361	-0.0134883676	0.0440579137	0.0709452607	-0.0634563289	0.0517065982	0.0495152905	-0.1022448917	-0.0361585048	0.0002337978	-0.0271453823	0.0389964973	-0.1096936482	-0.1253192167	-0.1108109026	-0.0099224535	-0.0183256456	-0.001717768	-0.1286876661	0.0364383911	0.2050079805	-0.1357027854	-0.1243558081	-0.0062848005	0.0244438347	-0.0064674081	-0.0470104871	-0.1183353901	-0.0384678952	0.052578012	-0.0450949245	-0.0367299478	-0.0164701237	0.1006004717	-0.0175651093	0.0663044445	-0.0909891901	-0.0382181855	-0.0424079459	-0.1133108353	-0.0121986948	0.1558946233	-0.024914661	0.1467020611	0.0264463721	-0.0210762266	0.008766617	-0.0366187396	0.1559274892	0.0443853445	0.199089604	0.0149360398	-0.0483325874	-0.0061878522	0.082774283	0.0468474513	-0.044686564	0.1363579602	-0.0019456253	-0.0408344703	0.0178533891	0.0671216505	0.0746151864	0.075801995	-0.0328991148	0.0521156482	0.0595661357	0.005947078	-0.1445785236	0.1040861312	-0.0901669243	0.0149428633	0.0338958029	-0.0916084333	0.0866153656	0.0144722352	-0.0649037979	0.0075445497009098	-5.607333761799803e-06	5.692023018949816e-05	3.144219191621993e-11	0.0345839384946344	-0.0228676333794482	0.0005229286563768	0.0011960488018006	0.0390463166816914	0.0300454916670816	0.0015246148464069	0.0009027315695166	0.0018665573163033	0.0009755252374509	3.484036215045377e-06	9.516494889036348e-07	-0.0005038099616492	1.3405538010007826e-07	2.538244774569684e-07	1.7970844933776462e-14	0.0002039702864628	7.72457593086e-05	5.9669073311621635e-09	4.160387775971669e-08	0.0
978756.5959210896	-2943.535243517952	957964474059.0392	8664399.72983229	1164479.4138183594	-121.6251220703125	1356012305206.7498	14792.670318618417	986306.9013605444	-5128.999811035232	972801303671.4386	26306639.06159944	1003502.974484611	942477.882626488	0.907102	15.383484	0.0913174968477219	0.0451681145597527	-0.0693479663	-0.0617476419	0.1972459216	-0.0250653575	0.0460753818	0.0256413792	0.2220189289	-0.0631833586	-0.1069740974	0.1658678613	0.0214613504	-0.0922933894	-0.0173256966	-0.0200949352	0.196785521	0.0794202748	0.0184535121	-0.1055702656	0.0374840427	-0.0541444145	0.0399098124	0.032533138	-0.009568636	-0.0354800517	-0.0628329294	-0.0957211079	0.0981027285	0.0586033341	-0.0506484248	0.0394577715	0.0113497069	0.1283685231	-0.1657338129	0.0082870388	0.0383932976	-0.0345176029	-0.0524118641	-0.0046979532	-0.173947359	-0.0089241458	-0.0890081201	-0.0044938885	-0.1733995435	0.1058222415	0.1508402909	-0.1044647599	0.0023613121	-0.0112630342	-0.0307161854	-0.2317951057	0.0621226026	0.0585134204	-0.0136512691	0.0250670272	-0.0322568244	0.0161278323	-0.0216189299	-0.0773816442	-0.0666944996	0.0445101519	0.0448317872	-0.0442266158	-0.1252558212	-0.0165094318	-0.1018803093	0.1803546819	0.0536857935	-0.1135040633	0.1154577373	-0.0215124601	0.0103580325	-0.057827085	-0.0343417694	0.1269229321	-0.0367448836	0.1302130915	-0.010578693	0.1731096	-0.0452112526	-0.0119945124	-0.0340375415	0.0292019375	0.0523605454	-0.0884929632	0.0041206297	-0.0963222966	-0.0767084782	-0.0194715081	0.0329849025	0.0620759618	0.0479898151	0.0356033861	-0.0711913256	0.1531794682	0.01720145	-0.089195155	0.0798473638	-0.0092970196	0.0362249922	-0.0907924711	-0.0015532757	0.0849971703	0.0096622851	-0.0707724105	0.0075558594661089	1.1309765199099542e-05	5.7091012271587466e-05	1.2791078885876308e-10	0.0648101599303174	0.030226221435683	0.0009136244622789	0.0042003568301933	0.0167624179916003	-0.0222838986900911	0.0002809786569251	0.0004965721408302	0.0013379884122539	-0.0005285689040493	1.7902129913257126e-06	2.793850863279837e-07	-0.0005040290308835	-2.190692343000209e-07	2.540452639733602e-07	4.799132941679746e-14	-4.3163079388474886e-05	-0.0002471333658512	6.107490051698009e-08	1.863051422295785e-09	0.0
980803.4684856244	2046.872564534773	961975443793.4312	4189687.295445159	1168323.1623128254	3843.748494466068	1364979011596.6406	14774402.488710169	989987.079979214	3680.1786186696254	980074418525.7706	13543714.665313078	1007401.6786167972	940246.32601609	0.935454	15.864316	0.1517842676748195	0.0801272818705974	-0.0762083083	-0.0680644127	0.1956708331	-0.1127944623	0.0422430356	0.0540174997	0.1712029663	0.0794940729	-0.1932710948	0.0823470314	0.1661208897	-0.1177542305	0.0425006941	0.1642480707	0.1666288694	0.0280559678	0.0461228816	-0.0377401077	0.1035779142	0.0367151976	-0.0656246172	0.0972675123	-0.0027995794	-0.029366686	-0.0541407154	-0.0199243202	0.0542033775	-0.0632291923	-0.1346441247	-0.0270144653	0.120779122	-0.0700663733	-0.054242626	0.0173882548	-0.1059034977	-0.1056964886	-0.1088039692	-0.0193079011	0.0785620378	0.1308120373	-0.2003090337	-0.0608638466	0.0314879018	-0.1866971798	-0.0282645569	-0.1213358243	0.0186738283	0.1975215603	-0.0540065313	-0.1720168241	-0.0132292284	-0.0245204899	-0.0550558222	-0.0993868717	-0.0668975365	0.018554597	0.0385232161	-0.0410598504	-0.0544122247	0.0010299251	0.0194620367	0.0562593948	0.0207592725	-0.0509382509	0.0947834774	0.0339641744	-0.0283268635	-0.0645462217	0.2339317563	-0.0073901349	0.0759969592	-0.0230823289	-0.0551883829	0.0219766052	-0.0540537227	0.0479352563	0.0717257118	0.2149455447	-0.0233511885	-0.0579459267	0.0777570109	0.1480963617	-0.0142720544	0.0327966147	0.0752449182	-0.0318343773	-0.0414070875	0.0206830931	0.1377173063	0.0738309199	0.1031323114	-0.0445121208	0.0563151828	-0.0145790999	-0.0259246157	-0.0805543437	0.0281953048	-0.0736527017	-0.0555759433	0.0608546484	0.0174862372	0.0833416924	0.004835384	-0.0763617167	0.0181040118499851	0.0105481523838762	0.0003277552450644	0.0001112635187134	0.0030354796963649	-0.0617746802339525	0.003816111118007	9.214136987043543e-06	0.0164572529585882	-0.000305165033012	0.0002708411749429	9.312569737327585e-08	0.0020830712988473	0.0007450828865933	4.3391860360813775e-06	5.551485078943531e-07	-0.0002629236716162	0.0002411053592672	6.912885709614338e-08	5.8131794267413795e-08	0.0005537740752304	0.0005969371546188	3.563339665644785e-07	3.066657263972847e-07	0.0
979747.6160963587	-1055.8523892656667	959905391246.498	1114824.267918017	1175114.6548665364	6791.4925537109375	1380894452082.0989	46124371.10711111	987919.1952475436	-2067.884731670376	975984336338.5542	4276147.263475463	1005588.189251234	950950.0879673548	1.044804	17.718777	0.1867866159870288	0.0995038273639752	-0.091807828	-0.0577083473	0.1879897959	0.0552643437	0.0793031998	0.093309581	0.1428495121	-0.0872445864	-0.0841206193	0.1616482324	0.0156692607	-0.1262697084	0.0142649724	0.0397426694	0.1968443882	0.1010498535	-0.0499285312	-0.0982568087	-0.0134609479	0.0074886397	-0.1114149449	0.0101182526	-0.1251921878	-0.0081455589	-0.1417551749	0.0157798436	0.0014028765	0.1138370195	-0.0931228573	0.0082996161	-0.0783358318	-0.0388039562	0.1077774668	-0.0085423478	-0.0035343582	0.0801754712	-0.0138327157	0.1351819987	-0.0243240273	-0.0225520269	-0.0314369219	-0.0159088393	-0.0723605386	-0.0240006531	-0.039109382	-0.1266506248	0.0097248444	0.0437421883	-0.0333721319	-0.1919387614	0.0891130175	0.0759031373	0.0735645212	0.0300955979	-0.017359786	-0.131563575	0.1364934604	-0.1194500383	-0.0624394199	-0.0128951596	0.0503897584	0.0363582371	0.0014619375	0.0153566214	-0.062293648	-0.0668513547	-0.0357597497	-0.0015519856	-0.0425535588	-0.0965891044	0.0037314588	-0.0907775113	0.1198861373	-0.0030271003	-0.030418411	0.1350967784	-0.1067402502	0.1956847535	-0.0060503677	-0.0255270051	-0.0847144703	-0.048760684	0.1903110643	-0.1339401165	0.0184692731	-0.0730842902	-0.049468991	-0.0578196854	0.0014292963	0.0280844103	0.0476595392	-0.0082891741	0.0248850435	0.0784556934	0.0663409745	-0.0049918737	0.1565609011	-0.0519555124	-0.0899311415	0.0975222681	-0.0028067745	0.0816496581	0.0	-0.0816496581	0.0051386853891415	-0.0129653264608435	2.6406087528576327e-05	0.0001680996902362	0.0709806877600414	0.0679452080636765	0.0046165512988162	0.0050382580348884	0.0331969486506267	0.0167396956920385	0.0011020373997123	0.000280217411862	0.0008660127039351	-0.0012170585949121	7.499780033769831e-07	1.4812316234496582e-06	-0.000346969031634	-8.404536001779995e-05	1.2038750891303568e-07	7.063622540521607e-09	7.215031475099468e-05	-0.0004816237604794	2.3196144665832361e-07	5.205667918667601e-09	0.0
980049.3092222294	301.6931258706609	960496648506.969	91018.74219761042	1160311.866455078	-14802.788411458489	1346323627436.4666	219122544.75440973	986881.9873393802	-1037.2079081634292	973936056934.9246	1075800.2447567566	1004064.43851626	934912.767406064	1.196872	20.297674	0.1113453906946182	0.0726680755073838	-0.0202628366	-0.0772157984	0.1323293591	-0.1236904711	-0.0654126357	-0.0465582268	0.136417192	0.0516357002	-0.1037226469	0.0872066758	-0.0166893588	-0.0248106223	0.0135659654	-0.0535702068	0.2349317999	0.0661893788	-0.0012265838	-0.000464059	-0.0506009474	-0.1959105203	0.0146423931	0.0057722362	-0.021122183	-0.1316078592	0.1732571	-0.1120139131	-0.0320352196	0.1645607872	-0.0009438217	-0.113581328	0.1012831192	0.0314238055	-0.018692456	-0.0934978213	-0.0596039838	0.0722148143	0.1144429199	0.0335519173	0.1106428002	-0.0508430394	0.0731617212	-0.0653137832	-0.0424816956	0.0271749976	-0.0276658366	-0.0353822796	0.0254874645	-0.0413345027	-0.0673018825	-0.219358866	-0.02147377	-0.0843826611	0.0053394452	0.1393705567	-0.1237296315	0.1651265959	-0.0062307803	0.1941568208	-0.0427228755	-0.0083764871	0.019274528	0.0495188893	-0.0201732537	0.1910115854	-0.0610850975	-0.0134109978	0.0195056578	-0.0714984005	-0.0652818852	0.0129223128	-0.021655131	0.128426677	-0.0327273983	-0.0040053001	-0.0771483678	-0.018158512	-0.1291192247	0.1872016308	-0.0503415077	0.0398888518	-0.0313740097	0.0748390473	-0.0362722297	-0.0370904023	-0.1518451858	-0.1427605674	-0.0963247735	0.0269347669	0.1377967785	-0.0076189958	-0.0202642457	-0.1036025908	-0.1148395789	0.0142239797	0.0087532439	0.1056515358	-0.0691523507	0.0432185633	0.029681599	-0.0710606263	-0.0592704838	0.0799218096	-0.004835384	-0.0866153656	0.0073861010663733	0.0022474156772318	5.45544889626808e-05	5.050877226267271e-06	0.0710971357953837	0.0001164480353422	1.3560144935079165e-08	0.0050548027183072	-0.0164739413314123	-0.049670889982039	0.0002713907429908	0.0024671973116078	0.0016459980824785	0.0007799853785434	2.709309687522899e-06	6.083771907414911e-07	5.90591431295362e-05	0.0004060281747635	3.487982387195043e-09	1.648588787018087e-07	7.195112805782737e-05	-1.9918669316731658e-07	3.967533873493072e-14	5.176964828793873e-09	0.0
982078.3432243788	2029.0340021493607	964477872230.3408	4116978.9818782536	1163159.5655110676	2847.6990559897386	1352940174839.8958	8109389.913484848	987670.4316421011	788.444302720949	975492881540.0944	621644.4184931236	1004068.0017058651	948069.6767950148	0.974937	16.533907	0.0649252879114867	0.0506672483498163	-0.0090316576	-0.0840073935	0.0620580929	-0.1246039216	-0.0802541043	-0.0390438321	0.0727665913	-0.0055395201	-0.189815068	0.0448276113	-0.0044059306	-0.0223162895	0.0028291706	-0.0037341696	0.233756197	0.0781627828	-0.0507720124	0.0601348382	-0.0241167943	-0.1493740712	-0.0282482773	-0.0190813191	-0.0103287132	0.088240439	0.0563508767	0.1085274781	-0.0233896588	0.0573847384	0.1000676303	-0.1333137625	-0.0278904079	-0.0871242192	0.0970736738	0.0880257039	0.099302111	0.1369586025	0.0365219161	0.041988504	-0.0092034912	-0.0730475372	0.0760829091	0.0443696084	-0.0257369301	0.0149155756	0.0827591514	-0.0216355428	0.0204564051	-0.0371506583	-0.1571234621	-0.1753754171	0.1068153544	-0.0793903007	0.0367212504	0.1259689766	-0.099202608	0.037761961	0.0054081461	0.0623191372	0.0962807417	-0.1188596443	0.0014495775	0.0956934792	0.0795308315	-8.61675e-05	-0.1204409924	-0.0752943314	0.006912389	0.0203976462	-0.1673944488	-0.0504930184	0.0251667733	-0.0457642283	0.0826513635	-0.1014964864	0.0251238754	-0.0123672606	0.0648047491	0.2072247938	0.0173646229	0.0235708891	-0.1545086804	0.0135110807	0.0972758212	-0.1019450088	0.0789258549	-0.0427796237	-0.0202337311	-0.035811436	0.1080824212	-0.0065376603	0.0119827967	-0.1884888433	-0.0214598641	-0.0886165379	-0.0324242015	0.0943428966	-0.0647523123	0.0317096733	0.0564541566	0.0868619614	0.0558177343	0.0781589047	-0.0096622851	-0.0912392418	0.007339332797585	-4.676826878829976e-05	5.386580591370686e-05	2.1872709654546533e-09	0.071198989292867	0.0001018534974833	1.0374134949581318e-08	0.0050692960763257	0.0326413647356247	0.049115306067037	0.001065458691804	0.0024123132900587	0.001701009739109	5.5011656630499966e-05	2.8934341325436684e-06	3.026282365232031e-09	-0.0001989384823823	-0.0002579976255118	3.957651977257268e-08	6.656277476974569e-08	7.216904747905353e-05	2.1791942122616643e-07	4.7488874147547334e-14	5.208371414033883e-09	0.0
981672.671281448	-405.671942930785	963681233540.854	164569.7252812381	1170622.07430013	7462.508789062267	1370356040838.7388	55689037.42683159	989310.6706821616	1640.2390400604345	978735603125.5884	2690384.108538376	1007713.0503956156	951068.0985723586	1.065268	18.065815	0.0809139064270635	0.0474297699135733	0.056505419	-0.0376436594	0.067371922	0.0416661167	-0.0330372084	-0.0084923259	0.0546491283	0.0358153852	0.0454525901	0.136746987	-0.1526658631	0.0664501364	0.0016148525	0.0076480864	0.1542759354	0.1730649505	-0.1210496682	0.0857223021	-0.0945305019	-0.0227879255	0.0120596232	-0.0141397816	-0.0535924065	0.0153959198	-0.0445847121	-0.0083054387	-0.0993380007	0.0059553037	0.0013371045	0.0722881673	-0.0816815953	0.1023634868	0.1445261463	-0.1653622601	0.0549306135	0.0131192168	0.192459115	0.0301134759	0.0501120877	-0.0550152653	-0.0938835951	0.0598587572	0.0354306748	-0.0309016433	-0.1439403365	0.0555677347	0.0319591404	0.0110297176	-0.0042102491	-0.1554951598	0.0482659545	-0.1053248345	0.213064279	0.1231391282	0.0314991381	-0.0291146386	0.0312892307	-0.0673312119	-0.0081794645	0.0938878456	0.0476108514	-0.0452767908	-0.0409496499	0.0702026896	0.1350376961	-0.0012403261	-0.0048047877	0.0975452894	-0.18174888	-0.0483952125	-0.0876069378	0.0755046913	0.0163009989	-0.0046360993	-0.1785693939	0.0730474753	-0.0696973024	0.1723425548	0.0152992636	-0.0012422715	-0.1552959427	-0.0213151803	-0.0065712674	-0.0190832518	-0.1972129409	-0.1395012085	-0.1516938577	0.0089196169	0.0550267961	0.0194020581	-0.1438259423	0.0806092815	-0.0897224549	-0.146413158	-0.0466265179	-0.0252717397	-0.0793874745	0.0011785331	-0.0077662616	0.0339765613	0.0200098025	0.0763617167	-0.0144722352	-0.0955030384	0.007350155004218	1.0822206632999516e-05	5.40247785860309e-05	1.171201564073387e-10	0.1113066743734805	0.0401076850806135	0.0016086264025256	0.012389175760084	0.009198414726498	-0.0234429500091267	8.461083348065527e-05	0.0005495719051304	0.0013920060867505	-0.0003090036523585	1.9376809455504405e-06	9.548325717089279e-08	-0.0001609500983592	3.79883840231e-05	2.5904934161836158e-08	1.443117320686519e-09	7.211210124684602e-05	-5.6946232207511465e-08	3.242873362631816e-15	5.200155146235371e-09	0.0
984101.5671145334	2428.8958330854075	968455894397.2804	5899534.967979656	1170227.3962402344	-394.6780598955229	1369432158911.1985	155770.77096289396	990163.435090703	852.7644085413776	980423628190.6208	727207.1364749257	1007233.278219367	938043.5883928572	1.253819	21.263451	0.1354175258750803	0.0702303212184146	0.1060723977	0.0406067872	0.1350454093	-0.1217242918	-0.0416765667	-0.0726727363	0.0152419314	0.152891124	-0.0579664843	0.1359121875	0.0921280939	0.0422898592	0.0093079629	0.1401698355	0.1374409831	0.1515088811	0.1051248023	0.0655366749	0.0715097157	-0.0706131063	-0.0044676573	0.0607868241	0.0828324445	-0.1044076609	-0.0260420979	0.0404064049	0.0090256507	-0.1658534554	-0.1045973992	-0.1365079664	-0.0708980961	-0.0657209235	-0.0916754534	-0.0375613144	0.1227213308	0.0420271189	0.0487890101	0.0288561884	0.0024750691	0.0611913993	0.011616077	0.0054706381	0.0709732066	0.1140057266	-0.053094813	0.0589294207	0.010944814	0.147709224	-0.0102264481	-0.1454708776	0.0928797175	-0.1955296832	-0.0895085184	0.0101079987	-0.0999143435	0.0275742786	-0.083340249	-0.0634280676	-0.0601368871	-0.016831927	-0.0114114123	0.1732033374	0.0821123053	-0.0829844422	0.0821472139	-0.0141856757	0.1700224525	-0.04003038	-0.081881087	-0.0011046532	-0.2025327687	-0.0289406325	-0.0348331983	0.0321326032	-0.0213008302	-0.0514443198	0.0171577823	0.2164173323	-0.0918465139	-0.0251371069	-0.1154716517	0.0372909315	0.0300810302	0.1156229119	0.0751952264	0.0226858745	-0.0152714557	-0.0029492505	0.0714900339	0.279793043	0.1100456914	0.0057563053	-0.1094131347	-0.1195874819	-0.0451410754	0.0723796496	-0.0718728408	0.0413158639	0.0440895752	0.0841036574	0.1336465499	0.074531034	-0.0192567962	-0.0993899282	0.0189426021063638	0.0115924471021458	0.00035882217456	0.000134384829816	0.0654864468006763	-0.0458202275728042	0.0020994932548235	0.0042884747145778	0.0134617330166406	0.0042633182901426	0.0001812182558113	1.8175882843064436e-05	0.0023300725366046	0.0009380664498541	5.429238025838995e-06	8.79968664341875e-07	-0.0003099646958841	-0.0001490145975249	9.60781126945226e-08	2.2205350275507933e-08	0.0004598617120676	0.0003877496108207	1.5034976069164618e-07	2.1147279422574426e-07	0.0
984899.3783908074	797.8112762740348	970026785554.5988	636502.8325500042	1169410.671875	-816.724365234375	1367521319495.139	667038.6887674928	989304.9061791383	-858.5289115646156	978724197390.1138	737071.8919923234	1006087.8695557492	954034.1537853422	1.200521	20.359573	0.171279246040884	0.0995588169520678	0.0706866933	0.1149202348	0.0110352446	-0.018042639	0.0186924406	-0.1182460545	-0.0630064655	-0.1449663676	0.0222476139	0.088039434	-0.0185052868	0.1045380518	-0.0955845022	0.115832839	0.0783652877	0.1513081825	0.0367783436	-0.0173336143	-0.1124685329	-0.056099069	0.0996614206	-0.1773965259	-0.1874991777	0.0859589854	0.0328836154	-0.0451734451	-0.0183908798	-0.079040973	0.0728648403	-0.1295031935	-0.131270557	0.0885444567	-0.0008920497	-0.1145843579	0.0184115228	-0.0648930831	0.1053556663	0.0702628809	0.117504896	0.058016986	0.125652474	-0.1162159866	0.0721883966	0.0797291851	0.0243505275	0.1340370209	-0.0789235791	0.0575686615	-0.0012391336	-0.0706960172	0.2392385094	0.0628628409	0.0067332487	0.1994221418	0.1340980579	-0.1018120894	0.0966241593	0.0998864935	-0.019336025	-0.0393027094	0.0401136523	0.0100554114	0.0613002485	-0.0395535247	0.0317037085	-0.0015637925	0.1332424504	0.1226731355	-0.0399330723	-0.1370447442	-0.0774175838	0.0083540482	-0.0602626198	-0.0726625575	0.0049075416	-0.0458426291	-0.0196526885	0.1463800407	0.0003291843	0.0330825524	-0.2156702892	-0.176551196	-0.0489681349	-0.0182359417	-0.0456883406	-0.1352378425	-0.0077786309	0.0331588698	-0.1408277823	-0.0107910208	0.0530422587	-0.0073652232	-0.1269424311	-0.0778939091	0.0363208488	-0.00827212	-0.2133440344	0.002742351	-0.159105972	-0.0699520366	0.1289056625	0.0726676594	-0.0240075741	-0.1028845713	0.0269440447139999	0.0080014426076361	0.00072598154555	6.402308380329443e-05	0.1462854064745613	0.080798959673885	0.006528471884382	0.0213994201474276	0.0327113031168835	0.0192495701002428	0.0010700293516046	0.0003705459490441	0.0013401363294127	-0.0009899362071919	1.795965381411745e-06	9.799736943094845e-07	-0.00050363800839	-0.0001936733125059	2.536512434950457e-07	3.7509351977008014e-08	0.0005408376655522	8.097595348460003e-05	6.557105042740109e-09	2.9250538047995337e-07	0.0
985348.8821886114	449.50379780400544	970912419630.346	202053.6642402242	1167139.8143310547	-2270.8575439453125	1362215346196.7288	5156793.984893337	990129.6752173092	824.7690381708089	980356773745.934	680243.9663252013	1007598.304097706	950962.7327752976	1.159117	19.657394	0.1402505314784447	0.0869827190954344	0.0386679135	0.1717600998	0.0480367751	-0.0939850178	-0.0007607843	-0.1849565546	-0.0219478881	0.0591457525	0.0145840839	0.0858385715	0.0178525049	0.1038346021	-0.1298043649	0.1565645877	0.0998716703	-0.0265259117	-0.0102210732	0.0108027649	-0.0336983982	-0.0664637674	0.0339894244	0.176720781	-0.0166610347	-0.0157312345	0.0581662	0.1093388539	-0.0514569957	-0.1188219517	0.1315511669	0.0440707095	0.0459296327	-0.0539268499	0.0081753706	-0.0941369443	0.0903594069	-0.028807298	0.011894211	-0.0177018155	0.0590794022	-0.0602805092	0.0695184965	0.1046112005	0.0913640132	-0.0027416101	0.0015639404	0.1334488983	-0.1228729146	0.1370390894	-0.0663820424	-0.0910042485	-0.0441860476	-0.0398177282	-0.0075560189	0.0880379709	-0.0014508594	0.1425957994	0.0500972075	-0.065113249	0.074331291	0.0536225639	0.079885735	-0.0452787843	0.1739706496	-0.0257193533	0.061928271	-0.0568508844	0.0484427165	0.0733681673	-0.0382260741	0.0131157694	-0.0512722558	0.0791598418	-0.0137284856	-0.1094953011	-0.0060898576	-0.0214075651	0.0804304114	0.2236499365	-0.0478881306	0.07657629	-0.0239855041	-0.0981500801	-0.0840997893	0.0856423485	0.0802669689	-0.0601057018	0.0358652433	0.0239983082	0.1460493204	-0.0395760377	0.004227577	0.0880442514	-0.0276074144	-0.0698676408	-0.1335677215	-0.1481601472	-0.2026956717	0.2323647814	0.0377181205	-0.0488164149	0.0573598878	0.0707724105	-0.0287162347	-0.105973176	0.0331141369890133	0.0061700922750133	0.0010965460685271	3.8070038682179984e-05	0.0795331433561017	-0.0667522631184596	0.004455864631436	0.0063255208921022	0.0190137805956567	-0.0136975225212268	0.0003615238525397	0.0001876221232195	0.0023561541117439	0.0010160177823311	5.551462198287685e-06	1.0322921340132092e-06	-0.0005027982308354	8.397775546000082e-07	2.5280606093120817e-07	7.052263412099697e-13	0.0005965931769413	5.575551138910001e-05	3.108677050260061e-09	3.559234187729133e-07	0.0
