global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27
2117.0344498932154	1.6331005131246457	2.667017285967981	4481834.862034669	2526.2038888931274	-14.214741110801697	202.05886484711584	6381706.088258761	2319.641683146413	1.583313981343963	2.506883163519271	5380737.538190324	2325.3242012023925	1772.7217389753116	0.981018	30.015787	0.1447194814406773	0.080328375849974	-0.0267706849	-0.0538605099	-0.0819067264	-0.011398277	-0.0058680182	0.0055587509	0.0315259618	0.0737512955	-0.0023818967	-0.0352477995	-0.0252742668	-0.1351978664	0.0134977109	-0.0036478467	0.0288689511	0.0298302025	-0.0701936454	0.0455751853	0.0342380185	0.0115718933	-0.0795873541	0.0997072758	-0.0412506857	-0.0645236476	-0.0438543425	-0.0063278855	0.0463508299	-0.0406570911	-0.0460658117	-0.0166656807	0.0796163397	0.0276610612	-0.1184299485	0.0243385241	0.0122044721	-0.0067867372	0.0033268429	-0.0442244118	0.0678616035	-0.0459386789	-0.0539147123	0.0011818791	0.0611031074	-0.0446182875	0.0765857924	-0.0023195729	-0.1096220093	-0.0701371426	0.0044533229	0.0418472722	0.1044732981	-0.0225411603	-0.0327631095	0.0669986387	0.103371715	0.0412510007	-0.0134118034	0.0534207832	0.0651194073	0.0332790649	-0.0626215768	0.0174321101	-0.0972267398	-0.0435232023	-0.0264890469	0.032734279	-0.0712206832	0.0436397367	0.0691192662	-0.1498105395	0.0373733067	-0.0595790845	0.001613906	-0.0218886221	-0.0460077299	0.0326802793	0.0440587136	0.0745229858	0.0117232334	0.0486403619	0.0555806262	-0.0059798738	-0.0637218759	-0.0807737477	-0.0462468756	0.0178113211	0.0704959515	0.0781648097	-0.038715985477566	-0.0054616524409425	2.982964738565319e-05	0.0014989275314991	0.098787667052818	-0.0117500319695267	0.0001380632512848	0.0097590031617384	0.0458797881413559	-0.0375669910274681	0.0014112788148578	0.0021049549598957	-0.0016119506906955	0.0007299644510455	5.328480997901582e-07	2.598385029233699e-06	6.087415554278941e-05	-3.869364912700846e-06	3.705662813047719e-09	1.497198482764042e-11	-0.0017049533973733	0.0010649823040965	2.906866087214758e-06	1.1341873080389023e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2120.2281913788515	3.19374148563611	10.199984677073148	4495367.583517636	2566.960534095764	40.75664520263672	1661.104128173611	6589286.383605211	2322.2443437445	2.602660598086913	6.773842188834131	5392818.792053323	2329.988532765706	1777.0567452218656	1.300668	39.795994	0.1973490137294702	0.1198851992647614	-0.020188288	-0.1027473925	0.0630428993	-0.0397679964	-0.0093864968	0.0517556585	-0.0349881417	0.0135279641	0.0242361033	0.0224909575	0.0025543824	0.0616155103	0.0004367026	-0.0118935027	0.0633610429	-0.038525934	-0.0733639147	-0.0024878561	-0.0214979124	0.0269263586	-0.0547836872	0.0358004632	0.1387683466	0.0533052485	0.0148488885	0.0047660213	0.0418114805	0.0870819079	0.0449637258	0.0801413574	-0.1319881068	0.0110131034	-0.0858504973	-0.0187622875	-7.70078e-05	-0.0097606033	-0.0829392053	0.0113502852	-0.0372365393	-0.0470565567	-0.039206796	0.0199224727	0.0548682906	0.0457386668	-0.0448576207	-0.1552914847	0.0473188721	0.1666136967	-0.0344024522	0.0498480074	-0.0066584792	0.1021154266	0.044055272	-0.0073536864	-0.004919385	-0.0126426615	0.0433347103	0.0396362688	0.0930092538	0.0021200174	-0.1174952354	0.0098811967	-0.0680538356	-0.0693487672	-0.005507778	-0.0630016489	0.0402938395	0.1420468504	-0.1000280395	-0.1198758297	-0.0640249202	0.0696296084	-0.0205404704	-0.1373949681	-0.0977260424	-0.0808937247	-0.0005178357	0.1095890808	0.0951926918	-0.0581653355	0.0549512416	-0.0076839116	-0.0652939789	-0.0802034182	-0.0426618292	0.0227795284	0.0733236445	0.0759159322	-0.0427842105306837	-0.0040682250531176	1.655045508281451e-05	0.0018304886707338	0.1788792046414471	0.0800915375886291	0.0064146543933107	0.0319977698531567	0.1273247976566338	0.0814450095152778	0.0066332895749437	0.0162116040983027	-0.0016261959794644	-1.4245288768900036e-05	2.0292825210934954e-10	2.6445133636261794e-06	0.0002932031878939	0.0002323290323511	8.596810939114563e-08	5.3976779273203396e-08	-0.0020932639077022	-0.0003883105103289	4.381753787288684e-06	1.5078505243189078e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2118.701860051901	-1.5263313269506398	2.3296873196309007	4488897.571787384	2518.147841691971	-48.812692403793335	2382.6789397073435	6341068.552617931	2315.2399781648446	-7.004365579655314	49.061137173460125	5360336.15649275	2322.9879331588745	1809.9474538848813	1.218273	37.274982	0.3572112973853235	0.1876384341251726	-0.0101439876	-0.0842584441	0.0498470049	-0.0502121997	-0.0119319047	-0.0075745665	-0.0155207017	0.0899782282	0.0412248217	0.0582398671	0.0220582503	-0.0191646858	-0.009969978	0.0082763799	0.0063786459	-0.0195133972	-0.0179715416	0.0309496537	0.0225293281	-0.0020593759	-0.0254438201	-0.0027331277	0.050390758	0.0037920293	0.0639679731	-0.0315020124	-0.0452187733	0.00101777	0.0521870521	0.0530654454	-0.0187517279	0.0825969871	-0.0110372562	0.0030003292	-0.0090847693	0.0008065485	-0.0150977735	0.0124869028	0.0385811908	-0.0119891707	-0.0194420693	0.0183892397	-0.0187872751	0.0033270489	-0.0714902549	-0.0487400332	-0.0343017496	0.0395693403	-0.0555823576	0.0067321678	-0.0086197874	-0.0281692603	-0.0307938816	-0.1418860576	0.0405117191	0.0320209905	0.0350646724	0.0186491453	0.054374715	-0.0294346136	-0.0094772972	0.0387390118	0.0582388387	-0.1015393566	0.0033916109	0.0444951321	0.0159144631	-0.0535203658	-0.0899604531	0.067735812	-0.0265394032	0.1231859349	-0.0183518294	-0.0411777118	0.0596230409	-0.0172182623	0.0265354753	0.0339112986	0.0432897207	-0.0360179287	0.054315831	-0.009384579	-0.0668016447	-0.0794923845	-0.0389598496	0.0276578354	0.0757575129	0.073134559	0.0368217548262208	0.0796059653569045	0.0063371097204046	0.0013558416284823	0.1094920272462474	-0.0693871773951997	0.0048145803868729	0.0119885040304929	0.1071321715355395	-0.0201926261210942	0.0004077421496662	0.0114773021779202	0.0012101139852267	0.0028363099646911	8.044654215806028e-06	1.464375857241246e-06	-0.0003229542285332	-0.0006161574164271	1.0429943372747437e-07	3.796499618181188e-07	-0.0024013070968265	-0.0003080431891243	5.766275773269314e-06	9.489060636586929e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2115.2785085049686	-3.423351546932281	11.719335813883642	4474403.168543004	2538.011143684387	19.863301992416385	394.5507660419326	6441500.565466131	2322.564283234903	7.324305070058472	53.64544475928423	5394304.849758459	2327.8753978093464	1773.703552571181	1.125022	34.421833	0.1412345001773585	0.0790463894001734	-0.0130384184	-0.0346303916	-0.0188143294	-0.0331570206	0.0599082757	-0.0144367213	-0.0257470917	0.0107974343	-0.0201811551	0.0261559338	0.0493047526	-0.0070844907	-0.0022843982	-0.0302646022	0.0216168435	0.0526989074	-0.034792858	0.051110297	-0.0021633815	0.0106869935	-0.0423332733	0.0151588594	0.0037806283	-0.0166581753	0.0243493626	-0.0170517391	0.0403774313	0.0453071002	-0.039693576	0.0014811723	-0.0377367979	-0.0447650726	-0.0180660378	-0.0069807806	-0.002854083	-0.0267095016	0.0033282861	-0.0467896084	0.0501758892	-0.0381702458	-0.0124161017	9.82721e-05	0.0201453663	-0.0170285005	-0.0779003453	-0.0316540079	-0.0378300147	0.0065098183	-0.013658266	-0.0242670016	0.0519301078	-0.0252575934	-0.0172536328	0.0108093054	-0.0668132254	0.0114981261	-0.0158399093	0.0287100045	0.0136255472	0.0186539168	0.0137938933	-0.005030298	-0.0041054922	-0.0136528496	-0.0033505203	0.0858726583	0.0010050522	0.0332373626	0.0585596365	-0.0498016986	-0.0177197317	0.0624699095	-0.0467294781	-0.0276881434	0.0755597722	-0.0942364675	-0.013795145	-0.0156917294	0.0382547294	-0.0051105266	0.0536744641	-0.0110811301	-0.0682433853	-0.0786418943	-0.0351510839	0.0324269895	0.0777844842	0.0698401994	0.0171564112267361	-0.0196653435994847	0.0003867257388857	0.0002943424461808	0.1062271548840527	-0.0032648723621947	1.0659391541422844e-05	0.0112842084347605	0.0325122625720553	-0.0746199089634842	0.0055681308137186	0.0010570472175542	0.0009393414522368	-0.0002707725329899	7.331776462176649e-08	8.823623638903404e-07	-0.0001629205268971	0.0001600337016361	2.6543098084428684e-08	2.561078565935227e-08	-0.0019584258264086	0.0004428812704178	3.835431717544209e-06	1.96143819686973e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2119.0043769276367	3.7258684226681	13.882095503035274	4490179.549438482	2534.1978554725647	-3.8132882118225098	14.541166986424514	6422158.770681746	2318.4590364725927	-4.105246762310344	16.85305097945956	5375252.303801423	2325.283549817403	1780.1522607206505	1.029554	31.500826	0.1949760395148128	0.081991650762364	-0.0207236178	-0.0057513276	-0.0711472293	-0.0868215333	0.0255685802	0.0036106008	-0.0096948224	0.089285999	0.0519785933	-0.0023437609	0.0257885058	-0.1256107792	0.0095149312	-0.0035677009	-0.0188370872	-0.0513055549	-0.0216792474	-0.0161513019	0.0588910324	0.0213679864	-0.0171868945	-0.0127488149	0.012956163	-0.0708651967	-0.0084990598	-0.0214629488	0.0367459056	0.061891908	-0.0323973424	-0.0719184189	0.0920067277	0.0059173851	-0.0354299208	0.054487928	0.0079434349	-0.0117774882	-0.0092041784	0.0552286502	0.0170495363	0.0105578001	-0.0572363647	-0.0443726603	0.0011458255	-0.0010327972	-0.0135168891	0.038972269	-0.0364257674	-0.0035203854	-0.0806772648	0.0198520016	0.1483405026	-0.032871004	-0.0205431642	0.012327245	-0.0144480119	0.01111788	-0.0267477328	0.0118819371	0.0103097329	-0.003746269	-0.0095567708	0.0130459847	0.0523301781	-0.0294849987	0.0616992853	0.04765726	0.0103257471	-0.062512835	0.0996932106	-0.1130330652	0.0949113399	0.0517936356	-0.1577452662	-0.0772302769	-0.0208380901	0.00282399	0.0989465883	0.1191342055	-0.025097732	-0.0499633071	0.0530272111	-0.0127728206	-0.0696177779	-0.0776534394	-0.0312459714	0.0370681691	0.0793936715	0.066055961	0.0464929161393143	0.0293365049125782	0.0008606305204857	0.0021615912511373	0.1501508915457492	0.0439237366616965	0.001929294642326	0.0225452902319833	-0.0036502741962678	-0.0361625367683231	0.0013077290655203	1.3324501707938532e-05	0.0015507020526819	0.0006113606004451	3.737617837765933e-07	2.4046768561918584e-06	0.000612231470608	0.0007751519975051	3.748273736028344e-07	6.008606192361466e-07	-0.0022829784519027	-0.000324552625494	5.211990611852048e-06	1.0533440671511337e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2123.324178595966	4.319801668329092	18.660686453698805	4508505.5674102325	2576.428318977356	42.23046350479126	1783.4120478295065	6637982.882828484	2310.0983314561904	-8.360705016402335	69.90138837129517	5336554.300996675	2317.2057293256125	1817.4097158531056	1.418378	43.397526	0.1730732870086636	0.0866888505645357	-0.0595835591	0.0468989149	0.1227902232	-0.0098196169	0.025779827	0.0347402342	-0.0919534926	-0.0674263746	0.045545902	-0.073700855	0.0534410575	0.1148589844	-0.0122892465	0.0250217713	0.002880497	-0.0881924744	-0.091225179	-0.0149456512	-0.0242724913	0.096920847	0.0458642484	0.0515667195	-0.0202507819	0.0086851103	-0.0022102335	-0.0476278229	-0.0577884003	0.0040946261	0.021454033	-0.0064392329	-0.1021003498	-0.0480567937	0.0004347501	-0.0275645288	-0.0110634054	0.0207661416	-0.0426509543	0.0599606252	-0.0441961684	-0.1080803172	-0.0208784571	-0.1090897721	-0.0258842707	-0.0026137613	0.0148978716	-0.0507763484	-0.0074396294	-0.0078058499	0.0200739231	-0.0761729188	-0.0931874153	0.0863581816	-0.0049984213	0.0267444539	-0.0122228374	0.0295847618	-0.044444578	-0.0260235282	0.0214906362	-0.0604150664	-0.0638577494	0.0244640322	0.0398834565	0.1156009182	-0.0062206464	-0.1285683412	0.0069379789	-0.0212486588	-0.1431628558	-0.0625547149	-0.0099194826	0.1270763406	0.0104040658	-0.0612166735	-0.0472101111	0.0240318704	0.0236206938	-0.0518432277	0.0140909622	-0.0005956434	0.0523741431	-0.0144589085	-0.0709234662	-0.076528754	-0.0272552159	0.0415630576	0.0805764318	0.0618083875	-0.0035463514023774	-0.0500392675416917	0.002503928296109	1.2576608269144153e-05	0.1521790172833022	0.0020281257375529	4.1132940073248296e-06	0.0231584533013115	-0.0551909677904518	-0.051540693594184	0.0026564430961695	0.0030460429256466	0.0019948690246517	0.0004441669719698	1.972842989888213e-07	3.979502425514825e-06	0.0005090633246118	-0.0001031681459961	2.591454684648189e-07	1.0643666348293236e-08	-0.001441009567164	0.0008419688847386	2.0765085726581786e-06	7.0891160286813e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2120.656337799277	-2.667840796688779	7.117374516477018	4497183.303048241	2565.9418091773987	-10.486509799957275	109.96688778459998	6584057.368084582	2308.182955439905	-1.915376016285336	3.6686652837610834	5327708.555783295	2314.8569395701093	1838.0338727694536	1.262007	38.613094	0.1597561596682375	0.0773930191460549	-0.0445217797	0.0351288263	-0.0043372648	-0.0636220895	0.0074934748	0.0314030962	-0.0302316825	0.0105911986	0.0462785547	-0.0387718595	0.0965456116	0.0513346791	-0.0055752315	0.0362332191	0.012258989	-0.1298025829	-0.0198261822	-0.0261424958	0.0625271277	0.0712783322	0.0733888571	0.0185497622	-0.0353809261	0.0002949093	0.0299931365	0.00459823	-0.0673717674	0.0444386159	-0.0027554221	0.0276450148	0.0419724944	-0.0348529208	0.0237571378	0.1186840731	-0.0037680419	0.0325394877	-0.066944792	0.1048208342	-0.0089430629	0.0069297977	-0.03453801	-0.1160535071	-0.0727691691	0.0007843081	0.0360597641	0.0277005698	-0.0649623981	-0.0072555085	0.0028847415	0.0259447458	0.0002895724	-0.0238872313	-0.0501834447	-0.0988424479	-0.0352973435	0.1009919314	-0.0421270477	-0.0351055079	0.0123810981	-0.059471575	-0.0325717915	0.0305295612	0.0989546137	0.0386459551	-0.0138874696	-0.034368941	-0.0529771369	-0.0684343028	-0.0640708156	-0.0603963369	0.0896692753	0.0407550121	-0.1259969165	0.1646387353	0.1495783616	0.0179949818	0.0464049669	-0.011977339	-0.0558034282	-0.0292419552	0.0517153317	-0.0161386543	-0.0721591615	-0.0752698111	-0.0231897558	0.0458939156	0.0813264124	0.0571272725	0.0120870742724861	0.0156334256748634	0.0002444039983314	0.0001460973644685	0.0964127557483749	-0.0557662615349272	0.0031098759255819	0.0092954194709957	-0.052369213050035	0.0028217547404168	7.962299815064683e-06	0.0027425344754799	0.0024466814536901	0.0004518124290383	2.041344710335789e-07	5.9862501358311e-06	-0.0003497528255966	-0.0008588161502084	1.223270390128057e-07	7.375651798587772e-07	-0.0018410753422778	-0.0004000657751138	3.3895584159433187e-06	1.600526244174056e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2125.275881089079	4.619543289802095	21.34018020635557	4516797.570738962	2560.5018429756165	-5.439966201782227	29.593232276532945	6556169.687881528	2316.5243802219816	8.341424782076501	69.57936739504001	5366285.204162836	2324.8737482706706	1853.155520762965	1.207507	36.945595	0.218367618818232	0.0993053902737572	-0.0622847893	0.1198371111	0.0155976934	-0.0186638747	-0.0857301213	0.0304430967	-0.0059327909	-0.0164758927	0.082971503	-0.1117954151	-0.0353348643	-0.0787404217	-0.0024555911	0.0031231671	-0.0120380839	-0.0482716607	-0.0002396184	-0.0473537773	0.0138896522	0.0451958842	0.0934030445	0.0486974241	-0.0902492147	0.0732039242	0.0514663274	-0.0073359939	-0.0709559122	0.0083916656	-0.0015884356	-0.011683758	-0.077827505	-0.02496959	-0.1073435845	-0.0414595429	-0.0015871505	-0.0012651041	-0.0121740341	0.0303000155	-0.0458445426	0.0197761857	-0.013122632	-0.086069362	-0.0520476596	-0.0213264232	0.1208506002	0.0679525693	-0.0366104591	0.0807955772	0.0290334059	-0.0423461022	-0.054753496	0.0590003621	-0.0029897995	0.0808642845	0.0255757198	0.043546849	-0.0727169365	-0.0776490444	-0.0080146192	-0.0767362892	-0.0161981337	0.0251247865	0.0566551747	0.1091471887	0.0168990764	-0.1145625513	0.0098120553	-0.0775707386	-0.158786069	-0.1026385313	0.0391915249	-0.0434724533	0.0216366758	-0.059822985	0.0039809532	0.0299752742	0.0369399358	-0.0016780542	-0.1057400422	0.0433899986	0.0510508491	-0.0178113211	-0.0733236445	-0.0738788195	-0.0190607341	0.0500436514	0.0816395852	0.0520454508	0.0617971280328504	0.0497100537603643	0.0024710894448583	0.0038188850331085	0.1327293541518912	0.0363165984035162	0.0013188953196022	0.0176170814535781	-0.0884894293218465	-0.0361202162718115	0.0013046700235224	0.007830379101706	0.003488839387632	0.0010421579339419	1.0860931592780495e-06	1.2172000272692428e-05	-0.0003486752552472	1.0775703493999683e-06	1.2157443362170006e-07	1.1611578579059702e-12	-0.0009598958389183	0.0008811795033595	9.214000215726667e-07	7.764773171408952e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2122.087069412006	-3.1888116770733177	10.168519911839144	4503253.530165635	2592.051163673401	31.549320697784424	995.3596364916486	6718729.235100632	2320.7968379511253	4.272457729143753	18.253895047320192	5386097.963043942	2328.504342333476	1874.8289362352475	1.125542	34.437729	0.1561478897392166	0.0748348817366841	-0.0545851625	0.0606708123	0.0393888146	0.0993318349	-0.0381516039	0.0498610945	-0.025418113	-0.0680786158	0.0991177492	-0.0657893385	-0.1201223578	-0.0033522062	0.0063247428	0.0174925099	0.0076693119	0.0041861974	0.0120019104	-0.0234392447	-0.0896629543	0.0698658458	-0.009180885	0.0188160433	-0.0368063966	0.0437000347	-0.0461561263	0.0121244677	-0.0372373332	0.0028175962	-0.010151182	-0.0215585434	0.0230215326	-0.0567391537	-0.0561594042	-0.014606816	0.0071862048	0.0116561043	-0.0016206396	-0.0270532215	-0.0775274526	-0.0282475351	0.0596123391	-0.0564985856	0.0684099045	-0.002099913	0.0992652624	0.027300821	0.0104799486	-0.0108040447	-0.0071989264	-0.0066923707	-0.0054752822	0.0362864992	-0.0128231967	0.0468168467	0.0226226493	0.0221968296	-0.0639718838	-0.0236023826	-0.0091298586	2.74663e-05	-0.0156718992	-0.0013408648	0.0212730383	0.0804827805	0.0385953548	0.0762215946	-0.0621556462	-0.0225281001	-0.0849645292	-0.0091693547	0.0362076708	-0.0406979501	-0.0483551325	-0.0271623864	0.0275978332	-0.0092909995	-0.0834677193	0.0318706343	-0.0837629591	-0.0621169411	0.0503807682	-0.0194761753	-0.0744157659	-0.0723582192	-0.0148794683	0.0539958877	0.081514268	0.0465985677	0.0383957661387768	-0.0234013618940736	0.0005476237384974	0.0014742348573836	0.1183499254600661	-0.014379428691825	0.0002067679695032	0.0140067048564032	-0.1138209090758195	-0.025331479753973	0.0006416838665259	0.0129551993428459	0.0022506326376816	-0.0012382067499504	1.533155955622732e-06	5.065347269797636e-06	0.0002719185380415	0.0006205937932886	7.393969133062667e-08	3.8513665626845763e-07	-0.0009618076836661	-1.911844747800088e-06	9.250740203591488e-07	3.655150339690781e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2104.7022405944776	-17.38482881752816	302.23227301475754	4429771.521563415	2551.39167881012	-40.6594848632808	1653.19370934736	6509599.498701523	2311.4635526158186	-9.333285335306757	87.11021515025212	5342863.755071341	2320.3050894737244	1861.4265922465115	1.113767	34.077473	0.1047856955131252	0.0521568862539424	-0.0348281393	0.0583149275	0.0973131183	0.2017057885	-0.0600363249	-0.0293292427	-0.0011837623	-0.1279498205	0.0705748127	0.054128445	-0.1287749654	-0.0108138008	-0.0029674956	0.0468406515	-0.0757707298	0.0136140056	0.0135153491	0.0193884412	-0.0984899985	0.0112598461	-0.0189656649	0.0431848181	0.0235270542	0.0329895514	-0.0201032449	-0.0143526121	-0.1123159115	-0.0386975093	-0.0149894745	-0.0678715665	-0.0030481972	0.0372898226	-0.0238270301	0.0223410958	-0.0031284995	0.0379115312	0.0670455855	-0.0008235898	-0.0765571584	-0.0568774477	0.0782333367	0.0064596812	0.0512160782	-0.0828273818	0.0943037715	-0.0284856641	0.0843780378	0.012748976	-0.0287485185	-0.0185600042	-0.0755516016	0.0294457019	-0.0267357803	-0.0008881279	0.0940641094	-0.0941022811	-0.0262287864	-0.03128837	-0.0362080368	0.0037241119	-0.008923017	-0.0344882453	-0.0371163528	0.0744110352	0.0912937721	0.0657573848	-0.0206536238	0.0739132915	-0.1322615375	0.1463315501	0.0997597528	-0.049270313	-0.0214809039	-0.0342385417	0.0274652524	-0.0059691952	-0.0281669984	0.0345277708	-0.0052816745	-0.0380934054	0.0497051625	-0.0211324865	-0.0754344479	-0.0707106781	-0.010657419	0.0577350269	0.0809511339	0.040824829	0.0461671361934605	0.0077713700546837	6.039419252683456e-05	0.0021314044643055	0.0917160481061074	-0.0266338773539587	0.0007093634229057	0.0084118334802018	-0.0754359817185417	0.0383849273572778	0.0014734026482234	0.0056905873378401	0.0023218599787742	7.122734109260001e-05	5.073334119121586e-09	5.391033761033329e-06	-0.0002951150104291	-0.0005670335484706	8.70928693805678e-08	3.2152704509116025e-07	-0.0009601581582852	1.6495253809000775e-06	9.219036889216272e-07	2.720933982233547e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
