global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18
915225.6071958462	698.9658034207532	488553.1943516191	837637912067.0052	1167367.9199472405	1193.3410105521325	1362747860521.947	1424062.767465585	913832.2793204292	-684.3116558130132	468282.4422815479	835089434727.971	940534.3431050868	785443.2180367212	0.844925	15.710298	0.1867974724428037	0.0955808226461632	-0.0124404125	0.0137509882	-0.0190424743	0.1062780502	-0.0541431447	0.0613837833	0.0989384052	0.0350592502	0.0723576468	0.0606896168	0.0303090532	-0.0129582234	0.0551799673	0.0906919194	0.0031081387	-0.0771289157	-0.0588395671	-0.028948885	0.083573486	0.017488375	0.0305169493	-0.0319940645	0.0381704372	0.0073026068	-0.0139308727	-0.0149970361	-0.152463107	0.0542932138	-0.0102774962	0.0259787188	-0.0269604265	0.1044390067	-0.0667119763	0.1188197169	-0.0235206995	0.0488833272	-0.0696961685	-0.0491497251	-0.0376058591	0.0490378287	0.0829930081	0.0217151642	0.0399953229	0.0843279244	-0.0016718335	-0.0784296157	-0.0479751602	0.0311159891	-0.0240798218	-0.0910097066	0.0122569158	-0.0407338175	0.0641914676	-0.0138120329	0.0630934746	0.0320023337	-0.0152517285	0.0199096134	0.0119664871	0.0624880207	0.1151690482	0.0010436217	-0.0353977383	0.1638790313	0.0367818221	-0.0178194028	0.0510411215	0.0439985617	0.0306243066	-0.0193063434	0.0709012245	0.0272588665	0.0116012371	-0.0147969311	0.0166183468	0.1133529362	-0.0038972658	-0.0609086503	-0.011008483	0.0460296616	0.0993899282	0.0556281227	-0.003627002	-0.025086063250427	0.0099416181685683	9.883577180960734e-05	0.0006293105694044	-0.0540737264796575	-0.0771322924253609	0.0059493905347913	0.0029239678953968	-9.842428062256658e-05	-0.0354736774633294	0.0012583817927723	9.687339016069737e-09	0.0004339941308428	0.0006320136525367	1.8835090560599746e-07	3.994412569927807e-07	0.0001840136893571	0.0004389989011043	3.38610378708113e-08	1.9272003517078298e-07	6.29603065840013e-05	0.0002139851340699	4.578963760291363e-08	3.964000205151438e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
914628.4260890272	-597.1811068189563	356625.2743415137	836545157810.0911	1165566.7915313854	-1801.1284158551134	1358545945520.768	3244063.5704007503	915156.1146587072	1323.835338277975	1752540.0028735606	837510714197.2208	941861.6373438633	782898.2092927631	0.949268	17.650425	0.1925611806034935	0.10544923533462	-0.0145224435	0.0297262063	-0.0002917503	0.1013523798	-0.0093801613	0.0920911646	0.1315155682	0.0903733903	-0.0141660891	0.0108094823	-0.0186367309	0.0468397981	-0.0803639536	0.0344330329	-0.044064081	0.010757199	-0.0635651387	0.0377666633	0.0428550916	-0.0090070797	-0.0691474225	-0.0318637931	0.0433796724	-0.008622857	-0.1131103333	-0.0188707184	-0.0552759764	0.0722650977	-0.0224552679	0.1405454994	0.0286915548	-0.1186801126	0.0537459972	0.1492075241	-0.0527272396	-0.0448761119	0.0174681774	-0.0213288435	0.007373402	-0.0952451937	0.0422134833	-0.0540157288	-0.005086212	0.0606445924	-0.0572050674	0.0177584611	0.0125596085	0.0881159985	0.0305829484	-0.0602716875	0.0317184679	0.0388779208	0.0498882124	0.0613430292	0.035342795	0.0441437135	-0.0121110695	-0.0100006153	-0.0190868001	-0.0368712821	0.0888751291	-0.0296923026	-0.0586369812	0.0369967454	0.076818747	-0.0605319454	-0.012562701	-0.0070360078	0.0141264058	-0.1090905018	-0.0153617682	0.0124785849	-0.04665429	-0.0390947471	-0.0119277374	0.0689660712	0.0296237726	0.036680342	-0.0550428111	-0.0921063232	0.098137155	0.0513420481	-0.010866692	-0.0067961338155555	0.0182899294348715	0.0003345215187325	4.618743483893696e-05	0.0177712585123686	0.0718449849920261	0.0051617018685044	0.0003158176291134	0.0285238380188133	0.0286222622994358	0.0008192338991377	0.0008136093353234	-0.0008699999468166	-0.0013039940776594	7.568999074608869e-07	1.7004005545707896e-06	1.1972553132899575e-05	-0.0001720411362242	1.4334202852010343e-10	2.9598152553313894e-08	6.300517024360289e-05	4.4863659601587136e-08	2.012747952847081e-15	3.969651477425383e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
916626.4769829098	1998.0508938826388	3992207.374545212	840204098306.101	1162427.481162067	-3139.310369318351	1351237648960.7876	9855269.594909722	917156.3168566088	2000.202197901672	4000808.8324906784	841175709549.9802	944122.4227575128	780320.6053974221	0.8841059999999998	16.438814	0.0882554122262253	0.0469994970186302	-0.015566615	-0.006484137	-0.0186586671	0.0447266768	-0.0348430662	0.1130086712	0.1537643865	0.0640053466	-0.002357573	0.0585124187	-0.0495535602	0.0107353121	-0.0315746978	0.1208390281	-0.0316147593	-0.072821282	-0.0423219687	-0.0962661423	0.0950414497	0.0096606506	-0.0057592764	0.0166198504	0.0052196486	0.0876397611	0.0464055277	0.0603595515	-0.1352732129	0.1267969963	-0.0445499182	-0.0895608535	-0.0542639733	-0.1402396969	0.1573080197	0.1660229969	-0.0267870327	-0.0276315888	-0.0128431853	-0.0692379588	0.0251473001	-0.0365708724	0.1420806868	-0.0220001234	0.036268865	0.0326558777	0.023468777	-0.1156296795	-0.047584454	0.0453296035	-0.0232304101	-0.1399195569	-0.0696220979	0.0931663181	0.0991312807	-0.0905653502	-0.0717677904	0.0181309221	-0.0045968637	0.0042263188	-0.005001575	0.0115550822	0.1457200946	-0.000855167	0.0020669153	0.0596401178	0.0996747456	-0.0342024898	0.0314005386	0.0480680666	0.0422507264	-0.035269324	0.0106267663	0.0102941477	0.0183013637	-0.0935322993	0.050369643	0.0392343598	0.0554211539	-0.0470841906	0.0330345726	-0.1048771654	0.0968413356	0.0469659021	-0.0180634961	-0.0250841559990391	-0.0182880221834835	0.0003344517553835	0.0006292148821841	0.0310388331324844	0.0132675746201158	0.0001760285363003	0.0009634091622262	0.0353723566000638	0.0068485185812504	4.690220675773332e-05	0.001251203611442	-0.0001190079332284	0.0007509920135882	1.4162888171295314e-08	5.639890044732593e-07	0.0002579963621418	0.0002460238090089	6.65621228784028e-08	6.05277145992479e-08	6.301528447401095e-05	1.0114230408059257e-08	1.0229765674731047e-16	3.970926077340525e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
917119.846164413	493.3691815031925	243413.1492571301	841108812228.6366	1165541.0247564935	3113.5435944264755	1358485880390.417	9694153.714394135	914890.712237699	-2265.604618909885	5132964.289225807	837025015338.8041	941850.281634685	793271.6166588346	0.863992	16.064831	0.0525957910190018	0.0330412621154129	0.0110358623	0.0141680699	-0.0260652796	0.0702317044	-0.0057538994	0.1032553526	0.1267390717	0.0917089805	-0.046234117	-0.0173814962	0.005300362	0.0794521108	-0.0627519705	0.0112728662	-0.0261245157	0.0681315491	-0.1069869587	0.0919337617	0.0147453493	-0.023699017	-0.1249454495	0.0158420498	-0.024872965	-0.0041095747	0.1560399743	-0.0723042708	0.0431651479	0.0857620137	-0.1073728717	-0.0944317724	-0.0999674983	0.0340657435	0.0367233746	0.1379392346	-0.0479341489	-0.0780569608	0.0334098474	-0.0048633484	-0.01232982	-0.090932665	0.0225419068	-0.0302216841	-0.040037717	0.0323303809	-0.1275344244	0.0259068301	0.0662579878	0.1332894102	0.0207877442	-0.0349123185	-0.0889164365	-0.0477840655	-0.001526887	0.0801038453	-0.142003296	-0.0648816873	-0.0042693892	-0.0295487123	-0.012116197	-0.0183887102	0.1293137478	-0.0325297308	-0.0412215144	0.0255308437	0.087465676	-0.0584323223	-0.0127358095	-0.0280570747	0.0521548959	-0.0722326385	-0.0163311562	0.0352304047	-0.0153645151	-0.1146665669	-0.0036664321	0.0436094982	0.0611818629	0.0129823845	-0.0836332525	-0.1043866722	0.0955030384	0.0425073619	-0.0251890118	-0.0127712783754248	0.0123128776236142	0.0001516069553741	0.0001631055513425	0.0310348514781537	-3.981654330700857e-06	1.5853571209188887e-11	0.000963162006271	0.0352414465076975	-0.0001309100923663	1.7137452283353222e-08	0.0012419595519549	-0.0006809767080395	-0.0005619687748111	4.6372927689231443e-07	3.158089038626888e-07	0.0002580608206381	6.445849630004045e-08	6.659538714840963e-08	4.154897745262327e-15	-0.0001779119151924	-0.0002409271996664	5.8045915539098644e-08	3.165264956742773e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
916682.7497600468	-437.0964043661952	191053.26670985643	840307263707.6406	1163748.0485660173	-1792.9761904762129	1354309520541.2134	3214763.619614592	915713.1494211288	822.4371834298363	676402.9206880021	838530572022.7626	943041.3620904236	787762.4671556122	0.819975	15.246378	0.0532630392277207	0.0354951899421315	0.0087683484	0.0073105464	-0.0146498398	0.0586590239	-0.0062870101	0.1154364818	0.1318822633	0.071314634	-0.0457677154	-0.0060777975	0.0181543253	0.0294246597	-0.0287699967	0.1098848927	0.0071570965	0.0312610833	-0.0694707729	-0.0355261268	0.0973417273	0.0436983173	-0.0375145721	-0.0037084158	0.0625563187	0.0698554983	-0.0205191384	0.0470461973	0.0342731908	0.0823073687	-0.0640017651	-0.016259699	0.0380166181	-0.0471982561	0.0593314395	0.1403724195	-0.0371396954	-0.0808395782	0.0225677268	-0.0024806351	-0.0163221648	-0.0324763079	0.1169580091	0.012021457	-0.018449285	0.0024826376	-0.0739773426	-0.0119307817	-0.0249889639	0.0562061237	-0.0359222051	-0.1135310187	-0.0094045936	0.0551578426	0.0375886511	0.0103654293	-0.0620165165	0.0140622544	-0.0047091381	-0.0264478601	0.0060570817	0.0414402888	0.1507070519	-0.0070635431	0.0087014128	0.0594115323	0.0761597022	-0.0290626526	-0.0045423992	0.0313987631	0.0276641345	-0.0619859287	-0.013508081	0.0162238573	0.069435774	-0.1384489671	0.0664281361	0.0045792809	0.0498944419	-0.0713691953	0.0334551758	-0.089843627	0.0941228505	0.0379742494	-0.032215118	-0.0142196809370886	-0.0014484025616638	2.0978699806342585e-06	0.0002021993259526	0.0309768065038156	-5.8044974338099936e-05	3.36921904591068e-09	0.0009595625411748	0.0252919086270537	-0.0099495378806437	9.89933040383659e-05	0.0006396806419992	-0.0001209416245237	0.0005600350835158	1.4626876542431634e-08	3.136392947685491e-07	0.0002580275010166	-3.331962150003413e-08	6.65781912808715e-08	1.1101971769055368e-15	-0.0004539845882766	-0.0002760726730842	7.621612082385558e-08	2.0610200639267402e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
917093.0233431364	410.2735830895836	168324.41298116543	841059613464.6545	1163833.1262175324	85.0776515151374	1354507545681.275	7238.206787331162	914432.2890888808	-1280.860332248034	1640603.190726544	836186411328.3304	940824.5565486966	792308.5787879296	0.8364749999999999	15.553187	0.0856985080348422	0.0485269769562289	0.0198101922	0.0171166187	-0.0260971551	0.0581196451	0.021442776	0.1113379051	0.1047942179	0.0826345731	-0.0158106401	-0.0262245286	-0.0141821749	0.0640475239	-0.0179196661	0.0361737013	-0.0579566001	0.0843828298	-0.1179232468	0.0581641962	-0.0365904479	0.0087386728	-0.1164632245	-0.0168620753	-0.0801019313	0.0331426884	-0.0565345551	-0.106006698	0.1617320309	0.0843529834	-0.0073749178	0.021667215	-0.0037815731	0.0990248266	0.0031441491	0.1147211076	-0.0413077629	-0.0496356692	0.0459593823	-0.0419424015	-0.0296920882	-0.047544379	0.0313277528	-0.047602758	-0.0306149702	-0.0021164834	-0.1587694684	0.0237950942	0.0229249994	0.0831905131	0.0473967812	0.0474405	-0.0350639936	0.0226781058	-0.0187849092	0.1503315188	-0.0195465911	-0.0816410674	-0.0097237514	-0.0376401626	0.008591848	-0.0250460401	0.1273030798	-0.0244053337	-0.0314330891	0.0379057441	0.0648249153	-0.0295819099	-0.0068740243	0.0070724716	0.0821906442	-0.0703857132	-0.0100695589	-0.0240473213	-0.0252983345	-0.1474560618	-0.0189322646	-0.006718861	0.0537051261	-0.0255550582	-0.0511207302	-0.1415423137	0.0927013771	0.0333745172	-0.0391140859	-0.0249642403911138	-0.0107445594540252	0.000115445557861	0.0006232132983053	0.074807425834706	0.0438306193308904	0.0019211231909294	0.005596150960015	0.019066457025417	-0.0062254516016366	3.8756247644320936e-05	0.000363529783502	-0.0005239628942205	-0.0004030212696968	2.7453711451992294e-07	1.6242614382802086e-07	0.0001631189565283	-9.490854448829998e-05	2.660779397888143e-08	9.007631816887616e-09	-0.0004539568494959	2.7738780700018766e-08	7.694399547237335e-16	2.060768212042432e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
917879.351433348	786.3280902116094	618311.8654558369	842502503787.7036	1164899.1008522727	1065.9746347402688	1356989915166.433	1136301.9219096496	915342.3307103232	910.0416214424184	828175.7527575463	837851582390.2067	942577.305666184	797238.4497432197	0.861116	16.011349	0.1554628279078117	0.0787593637503673	0.0263849626	0.0165966559	-0.0283695741	0.0648519677	0.0068684346	0.088469204	0.1096006296	0.0599850673	-0.0022187279	0.0229381107	-0.0069597109	0.0239999346	0.0581394377	0.1067339337	-0.0431182029	-0.0419571034	-0.0167883149	-0.0602912447	0.0431961401	0.0499908037	-0.1132203809	-0.0693741854	0.0663414245	0.0482530314	0.0153251076	0.0667018523	-0.0767567511	0.1190279166	0.1376659789	0.0585465999	-0.0628815803	-0.0071973257	0.0097494042	0.1221811857	-0.0333676236	-0.0327495768	-0.0103962081	-0.0593836328	-0.043384011	0.0316433288	0.0909451081	-0.0044097941	0.0482111991	-0.0162819269	-0.0337208364	-0.0095102729	-0.0776215029	0.0947760954	0.0150872857	-0.1292181466	-0.0909405853	0.0700687191	0.0433959176	-0.0198912544	0.0500609608	0.0712842446	-0.0098583056	-0.0282012193	0.029828733	0.0378299365	0.1450458514	-0.0156451274	-0.0185623831	0.1089392951	0.0542782247	-0.033844317	0.020193725	0.0498825407	0.0328011482	0.0037780773	0.0251119045	-0.0136452728	0.0781694767	-0.1288721249	0.0578787713	0.0558684652	0.0573612688	-0.0561521476	0.0299244836	-0.0858215183	0.0912392418	0.0287162347	-0.0458586883	-0.0135971707507707	0.0113670696403431	0.0001292102722084	0.0001848830524256	0.025817216746617	-0.0489902090880889	0.0024000405864946	0.0006665286805418	0.0028638748855769	-0.0162025821398401	0.0002625236679982	8.201779360238104e-06	0.0005300002456076	0.0010539631398281	2.809002603441163e-07	1.1108383001163072e-06	7.97749131331571e-06	-0.0001551414652149	6.364036765402762e-11	2.4068874229052183e-08	-8.500211374819374e-05	0.0003689547357477	1.3612759703065974e-07	7.225359341660867e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
917961.711124583	82.359691235004	6783.118740325193	842653703090.7725	1171395.304788961	6496.203936688369	1372166960081.623	42200665.58704547	915529.3847533768	187.05404305364937	34989.21502271651	838194054346.8967	942530.9935734976	795962.561325188	0.8705929999999998	16.187569	0.1624873481142746	0.0865484591499573	0.0297567095	0.0175021242	-0.050458176	0.0825695255	-0.0072108797	0.0908213098	0.1031300077	0.0631039738	0.0028889331	0.0090741846	-0.0476635702	0.0816187596	-0.0147557989	0.0292996504	-0.0451901554	-6.40379e-05	-0.0337003242	0.0220695187	-0.0544540843	-0.0682739346	-0.1303166085	0.0108895183	-0.0168388436	0.1164431838	0.0580430479	-0.0094803181	0.0655312276	0.0575642182	0.0401044437	0.0933123236	0.0820051556	0.0749409102	-0.0090717421	0.1161808154	-0.0229613397	-0.0271110833	0.0166784923	-0.0742952756	-0.0014003687	-0.0676455062	0.0087475732	-0.0336750713	0.0403148848	-0.0077004658	-0.0392891592	0.0179824475	0.0557904864	0.0807948521	0.0658689443	-0.0316065922	-0.1039557441	0.0674046095	-0.0489120836	0.1206676815	-0.0207409152	0.0394841956	-0.0055595294	-0.0453272487	0.0033447298	-0.0077663742	0.1299426036	-0.0382574028	-0.0406436956	0.013103459	0.0471410722	-0.0175186808	0.0092685285	-0.0181137685	0.0408830487	-0.1229590157	0.0003809146	-0.0346386419	0.0063686546	-0.0961981784	-0.0543239099	-0.0576215019	0.0113689175	-0.0618177029	0.018072204	-0.1234965291	0.089737086	0.0240075741	-0.0524223074	-0.0136140334868599	-1.6862736089201177e-05	2.8435186841404776e-10	0.0001853419077813	0.0810587054708236	0.0552414887242065	0.0030516220764666	0.0065705137326057	0.0354183000416412	0.0325544251560643	0.0010597905972417	0.0012544559778397	-0.0005104627801828	-0.0010404630257904	2.605722499519536e-07	1.0825633080369144e-06	0.0002580737585529	0.0002500962672395	6.660206485362053e-08	6.254814288717357e-08	-0.0002879342506765	-0.0002029321369283	4.1181452198288846e-08	8.290613271263754e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
918624.3299254668	662.6188008837635	439063.67528463656	843870659531.0128	1171798.5019277595	403.1971387984231	1373111729120.1414	162567.93273523488	916489.0612789436	959.6765255667268	920979.0337238248	839952199443.9591	943055.9986649168	797325.0121362278	1.097559	20.407705	0.1513305444062851	0.0777162253441474	0.0316949587	-0.026030267	-0.0808372245	0.0496740708	-0.1016301025	-0.0286059474	0.0677139939	-0.0190696213	0.0732945213	0.1190014462	-0.03567638	-0.0073133142	0.0668801126	-0.0514144152	0.0746185234	-0.0763281738	-0.0425155259	-0.0364106756	-0.0167969925	0.1132578548	0.0151353474	-0.0068452224	-0.002215639	-0.0631099195	0.0332637487	-0.080195143	-0.0555703044	0.0103391598	-0.0046337505	-0.0022287751	-0.1119488364	-0.0206450803	-0.1117556461	0.0681754103	0.034372496	0.058878974	-0.1218913365	-0.0909798508	-0.0027366337	0.0522747446	-0.0414941838	0.0816179192	0.0142771949	-2.44145e-05	-0.0106092166	-0.0464513085	-0.0832607554	0.0091570177	-0.0477231668	-0.0031722774	0.0518876826	-0.0054294452	0.02421232	-0.0467969436	-0.070487573	-0.0479449485	-0.0005312588	-0.0257761783	0.0487210017	0.0759948967	0.1270057399	-0.0342274549	0.0049172253	0.0973914836	0.0233266777	-0.0205770092	-0.0343482766	0.0424336042	0.1068913053	0.1230602345	0.0804100459	-0.0327468678	0.0818777665	-0.0655780257	0.0109205603	0.0498519764	0.1099259198	-0.0970599082	0.022003839	0.1016641778	0.0881955685	0.0192567962	-0.0587790397	-0.0249589224944344	-0.0113448890075745	0.0001287065065941	0.0006229478120831	0.0478265215395907	-0.0332321839312328	0.0011043780488392	0.0022873761625769	0.0043947927377985	-0.0310235073038426	0.0009624580054315	1.9314203208206435e-05	0.0005591222425689	0.0010695850227517	3.126176821352759e-07	1.1440121208947545e-06	0.0005363727031566	0.0002782989446037	2.876956766915182e-07	7.745030256753328e-08	-0.0004546495665938	-0.0001667153159172	2.7793996561405132e-08	2.0670622840393016e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
919862.64414285	1238.3142173831584	1533422.100973264	846147284089.4755	1171824.3476731605	25.84574540099129	1373172301799.6282	668.0025553328625	916180.5346267486	-308.5266521949088	95188.69511459825	839386772028.955	940046.9019166364	816438.2087473148	1.205456	22.413906	0.086114118409924	0.0474760808633334	0.0697538843	0.0351609916	-0.0836248204	0.0628821606	-0.0049191651	-0.0300829543	0.054620448	-0.055172973	0.0596957691	0.2025912629	0.1007218184	-0.0305396839	-0.0701161695	-0.1026012558	-0.0067036523	-0.1439000237	-0.1633186425	0.0313729769	0.0873764371	0.1444665802	0.0286822903	-0.1553608832	0.1889397009	-0.0479495319	-0.1078578295	0.2868954918	0.2813514666	-0.1991480864	0.1213425326	0.0710334881	-0.188373812	-0.0992689439	-0.0611940263	0.0283314907	0.0454890882	0.0179429185	-0.2236135359	0.018565925	-0.0433963089	-0.0599683353	-0.0724920018	-0.007182183	0.012442649	0.1804083256	-0.1118417453	-0.1395763587	-0.125970001	0.010708676	-0.0711527097	0.1632422207	0.1898726262	0.0179436542	-0.2111656502	-0.3730232868	-0.0249084497	0.1371005457	-0.0041964255	-0.0450815948	0.0366647231	0.0403890792	0.0341285552	-0.0355430867	-0.0837327549	0.1496284795	-0.076260628	-0.0874649349	-0.0141394546	0.0324530846	0.0525399869	-0.1036250131	0.200720711	-0.060573598	0.1187355169	-0.0812634363	-0.1621291048	-0.1070244336	0.1546141779	-0.0138161171	-0.1451399974	0.3656660383	0.0866153656	0.0144722352	-0.0649037979	0.0156398181573962	0.0405987406518306	0.0016482577425146	0.0002446039119964	0.0390031692060688	-0.0088233523335219	7.785154640146643e-05	0.0015212472081172	-0.0060135807566581	-0.0104083734944566	0.0001083342388001	3.6163153516848606e-05	0.0001446463816094	-0.0004144758609594	2.0922575712692167e-08	1.7179023931811873e-07	0.0006469671690525	0.0001105944658958	4.185665178318061e-07	1.2231135886799384e-08	-0.0004540468548469	6.027117468999617e-07	3.632614498512035e-13	2.061585463963619e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
917330.7241124512	-2531.92003039876	6410619.0403344575	841495657400.6741	1164736.587797619	-7087.759875541553	1356611318954.4404	50236340.05333681	912148.0549776892	-4032.4796490594745	16260892.120078824	832014074199.5814	937228.3157924511	817208.941804847	1.399892	26.029198	0.2836709104893687	0.1462892955362666	0.0546582129	0.0647972299	-0.0355225143	0.0195113197	0.0054257241	-0.08609996	-0.0617186671	-0.0445811674	0.0531559447	0.1082817981	-0.0839290239	0.0210615634	-0.1579990421	-0.1953076478	-0.078685663	0.0230514378	0.0324005332	0.0436076453	-0.0247534137	-0.0099765068	0.0097902063	0.0065397019	0.0962051201	0.1276437695	-0.1021222717	-0.1004758721	-0.0111014831	-0.0634671855	0.0087546709	-0.010166299	0.0658589364	-0.061206665	0.1204181537	-0.0647786294	0.0119085716	0.0606173892	-0.106101614	-0.0208355465	0.1001877978	-0.1562695432	-0.1522056812	-0.1225749072	-0.0479995735	0.027813256	-0.0370547101	0.0552190924	-0.0030259382	-0.0221548422	0.0390899132	-0.067533649	-0.0136416297	0.1317667733	-0.0423420041	0.0235238671	0.0978811067	-0.0818428645	-0.0258397683	-0.0636916304	-0.0433602182	-0.1533126944	-0.0885029223	-0.1510230039	-0.0761514689	0.0208097799	-0.0531618521	-0.0337237149	-0.1026864289	-0.0428328715	0.0999561156	-0.0594750597	0.0110862559	-0.0966794783	0.0193174945	0.0376154098	-0.1461700854	-0.120034304	0.1582746391	0.068794942	0.0104648127	-0.1074338617	0.0849971703	0.0096622851	-0.0707724105	0.0249455167684402	0.009305698611044	8.659602663958626e-05	0.0006222788068445	0.1142528241275186	0.0752496549214498	0.0056625105657972	0.0130537078211136	0.0354139960560218	0.0414275768126799	0.0017162441205704	0.0012541511166559	-0.001854528314232	-0.0019991746958414	3.439275268288184e-06	3.996699464492554e-06	-0.0002583105570437	-0.0009052777260962	6.672434388022659e-08	8.195277613659065e-07	-0.0002047396739006	0.0002493071809463	6.215407047139119e-08	4.191833406892402e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
