global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01
807.6546627912104	-0.9183182436170227	0.8433083965598536	652306.0543283838	949.2165517504936	-0.1908445056209302	901012.0621170976	0.0364216253256972	755.2970988896541	-1.2173646783553522	1.4819767601072302	570473.7075911278	772.275091217656	623.5749800116329	1.320675	21.471136	0.0995738053623251	0.0488550402490688	-0.0537623324	0.0863560363	0.1759598348	0.096392941	0.1319266202	0.022052355	-0.0852249481	0.0038030245	0.0309645079	-0.0008475422	-0.1699513184	0.0349388368	0.0264425105	-0.2122485865	-0.1030191866	-0.0381605926	-0.0061682615	0.0123221317	-0.0713283379	0.0517065223	-0.0809068506	0.0389060655	0.0377959582	0.1042725379	0.038896443	-0.1704223692	0.0331088501	-0.0837506014	0.0327139282	0.0316338713	-0.0356842174	-0.0176988094	-0.2159680366	0.0719300065	-0.0655126744	-0.0360459887	0.0112822822	0.0055213781	0.0245300159	-0.0106224003	-0.1858489536	0.0500626839	-0.0109007316	0.0826490724	-0.1262286671	-0.0103286972	-0.0090203215	0.0019033589	-0.0162330886	0.2093888102	-0.0111143196	0.0248667924	-0.0030070901	-0.033495866	-0.1007909662	-0.0476692247	0.059356131	-0.1876015525	-0.0065493654	-0.0928325656	-0.0201375761	0.0877091655	-0.0922172275	0.1520830238	0.1284316616	0.1393741552	0.033947711	0.0035493611	0.1437067008	0.1082959623	0.0165977215131647	0.0166088755652253	0.0002754843594285	0.0002758547475411	-0.1046125063655551	-0.0391610709170321	0.0109437764880833	0.0015335894753688	-0.0652179870065623	-0.0183522502645559	0.0042533858291881	0.0003368050897728	0.0004269517125688	-4.50480224243e-05	1.822877648654312e-07	2.0293243243402357e-09	-0.0002610784768644	-0.0002610393084352	6.814152054834485e-08	6.816197108183504e-08	-0.0003689445624139	-0.0002029448414507	1.3612009013478418e-07	4.118660867144977e-08	0.0	0.0
803.4850271508161	-4.16963564039429	17.3858613736463	645588.1888555477	947.1333663042852	-2.083185446208404	897061.6135668873	4.339661603294506	753.5189580840182	-1.7781408056358714	3.1617847246673856	567790.8201920243	771.5156191891477	615.4518570334225	1.176143	19.121391	0.1898945232559553	0.1083354807862194	0.0617600076	0.1075501906	0.2291557745	-0.1048667178	-0.1121956524	0.18453526	-0.0750881957	0.0816482821	-0.0185641072	-0.0401876343	-0.1677310959	0.1712208881	0.046709826	-0.2294451377	0.0214417361	-0.0146409495	0.2129380063	-0.0118411348	0.0572817175	0.1343020109	-0.0253346113	0.1412665811	0.0765513019	0.030275269	0.0227170064	-0.0316234739	-0.0538622745	0.1313129926	-0.0038766495	0.1747061523	-0.1274336447	-0.0202480372	-0.1203910417	0.0006277253	-0.2281890504	-0.0044995358	-0.0841383594	-0.1725893049	-0.0774669657	0.0644216912	0.1028310315	0.1622975075	0.0573945449	0.1868136522	0.1452993241	0.0744816092	0.049445994	0.15055584	-0.0969562395	0.2426797843	-0.0478150519	0.1436363411	0.0611386256	0.0718276908	0.0245726302	-0.069525833	0.0771064402	-0.0199248192	-0.0049960647	-0.0042003933	-0.156233952	-0.0174902554	0.1102767021	-0.0177704223	-0.0099265863	0.1854232885	0.2192458726	-0.053322103	0.1412592515	0.0993643757	-0.0013244171552315	-0.0179221386683962	1.754080801071499e-06	0.0003212030544492	-0.012084143142701	0.0925283632228541	0.0001460265154932	0.0085614980007004	-0.0166715010792586	0.0485464859273036	0.0002779389482357	0.0023567612958898	0.0001989997479037	-0.0002279519646651	3.9600899665736155e-08	5.1962098194679e-08	-2.3921788772085506e-08	0.0002610545550756	6.814948072573406e-08	5.722519780562761e-16	-0.0002400003734066	0.0001289441890073	5.760017923530744e-08	1.662660387875031e-08	0.0	0.0
805.9068346101809	2.4218074593648	5.865151370234987	649485.8260714015	940.6373068347776	-6.4960594695076	884798.5430093836	42.19878863137936	754.4065914440706	0.8876333600524049	0.7878929818779222	569129.3052142608	770.4890862863208	596.4015430886867	1.399744	22.756617	0.149524220903963	0.1069541689539171	0.1958477938	0.0935534121	-0.0084138324	0.2993480795	0.0529343584	-0.0307440955	-0.0264963013	0.1280162651	-0.2575985446	-0.2703960378	-0.0156120731	0.1411565821	-0.2906905389	0.083362491	-0.0693563157	0.0737120389	-0.0411465941	-0.1713089506	-0.0255189869	0.1726490889	-0.066235098	0.0431028547	0.0555849225	0.1385096175	0.0982575215	0.0726612955	0.0763941614	-0.0818823875	-0.1604746067	0.1208126443	0.2318156938	-0.1781101226	0.0243769559	0.0315675776	0.0675215389	-0.1760355756	0.0514963442	-0.1594183664	0.1262168021	0.055618321	0.1245261156	-0.0357406221	0.1943807728	-0.058853416	-0.112277843	-0.1082124415	0.1014735895	0.0933420695	-0.1493133087	-0.0041876609	0.136387283	0.0943853048	0.1622656487	-0.1726956187	-0.1793347115	0.0419516631	-0.0232888128	-0.194923168	-0.0142189936	0.0407280676	0.1181194814	-0.0712321982	-0.0336032628	-0.0049834229	-0.0868230163	0.0105216358	0.1133266916	0.1143728363	0.1386044847	0.0898496795	0.0166189801811071	0.0179433973363386	0.00027619050226	0.0003219655079697	-0.1141266885195193	-0.1020425453768183	0.0130249010324313	0.01041268106698	-0.0434596395960085	-0.0267881385167499	0.0018887402738149	0.0007176043651925	0.0001570003581115	-4.1999389792199984e-05	2.4649112447139244e-08	1.763948742917152e-09	-1.985756514777393e-08	4.064223624311574e-09	1.6517913668412305e-17	3.943228935980859e-16	-0.0002529997128719	-1.2999339465299976e-05	6.400885471326384e-08	1.6898282653410544e-10	0.0	0.0
815.1858336295792	9.27899901939827	86.09982280199407	664527.943350352	951.4795909726242	10.842284137846605	905313.4120374324	117.55512532580008	758.9169914818913	4.510400037820659	20.343708501172603	575954.9999599251	774.2878359011928	629.4321678420245	1.619435	26.3283	0.1566827285560329	0.1016890254357499	-0.128652849	-0.0333736322	-0.0882002028	0.1983259785	-0.1116450946	-0.2851009577	0.074324202	-0.1143244683	-0.0390436778	0.0335671574	0.0389893257	-0.1819870497	-0.1474245406	0.1242749437	-0.1931931226	0.0458162362	-0.0267517043	0.1112290032	0.0645082879	-0.1054602022	-0.0453352618	-0.0758359012	-0.0125256146	-0.0275154969	-0.1591901981	-0.1585659106	-0.1050133805	-0.1288302345	0.0445254357	-0.2274388592	0.2179758384	-0.0540517919	0.0206403624	0.0641317828	-0.0280740937	0.1092555345	-0.0624114689	0.1023151595	0.1041158402	-0.0718737283	-0.1254019264	-0.0924393659	0.0076955244	-0.0905272355	-0.0205821927	0.146196565	0.1007570278	-0.1942296715	0.0140740688	-0.071708927	0.0381713242	-0.0578010098	-0.013752339	-0.1438182522	-0.2147239231	-0.0375757242	-0.0645069313	-0.0180428594	-0.2790763606	-0.0342066709	0.1379941092	-0.0955904356	-0.03211309	-0.1220550295	-0.0740334191	0.2484755793	0.0085785041	-0.1008759309	0.1357462967	0.0798077096	0.0041422470389846	-0.0124767331421225	1.715821053197669e-05	0.0001556688698997	-0.017555245386319	0.0965714431332003	0.0003081866405738	0.0093260436288289	-0.062393028350641	-0.0189333887546324	0.0038928899867638	0.000358473209734	0.0002859488502063	0.0001289484920948	8.1766744934305e-08	1.66277136135227e-08	-0.0004290334443395	-0.0004290135867743	1.8405265763699465e-07	1.8406969636181482e-07	-0.0002369385212195	1.6061191652399972e-05	5.613986283768346e-08	2.5796187729512256e-10	1.0	0.0
810.9215546690294	-4.2642789605497455	18.184075053387215	657593.7678268357	950.9213606545288	-0.5582303180954113	904251.4341490604	0.3116210880409041	757.4879188493497	-1.4290726325415335	2.042248589079189	573787.947202719	774.6060100287675	648.9387276439344	1.399292	22.749275	0.1474142405169075	0.0847604535256415	-0.279190046	-0.0289810376	0.0692305739	-0.1007221027	0.0041348641	-0.0932543466	0.1025749119	0.1605828215	0.2434021902	0.1417853304	-0.042199467	-0.1147000336	0.1733189814	-0.2546330163	-0.062872299	0.0762146135	0.0250223966	-0.0844279973	-0.1492030078	0.0406517733	-0.070287868	-0.0454794075	-0.071126548	0.0401224051	-0.0568903137	0.0166266574	0.2887815086	-0.1757327774	0.0651548189	-0.0928853594	-0.2416884939	0.0050832263	-0.0903782649	0.1820884444	-0.0469142283	-0.046881018	0.0941278094	-0.1123423874	-0.0807814171	-0.0881021442	-0.1323428351	-0.016291329	0.1010141004	0.1279339317	0.0405202236	-0.1379318932	0.1345146168	-0.2024858994	0.0393991989	0.2264404234	-0.2426200322	-0.0068929765	-0.0762771133	0.0423678942	-0.0319187261	0.0050154186	0.2283480886	-0.0435066552	-0.0436051947	-0.0841966972	0.0642867474	-0.1556557503	0.2858034823	0.0694334336	-0.0577790724	-0.0541578038	-0.0536227549	0.0077712052	0.1326888823	0.0692973963	0.0167143575516917	0.012572110512707	0.0002793697483657	0.0001580579627437	-0.0860063584752737	-0.0684511130889547	0.0073970936981772	0.0046855548831168	-0.0814221702877517	-0.0190291419371107	0.0066295698143676	0.0003621082428627	0.0010689436115605	0.0007829947613542	1.1426404446960051e-06	6.130807963081208e-07	-0.0003431691212598	8.586432307969999e-05	7.3726819779351e-09	1.1776504578622333e-07	-0.0003153169363483	-7.83784151288e-05	9.942477034807788e-08	6.143175958102505e-09	0.0	0.0
804.3521352230092	-6.56941944602022	43.15727185774861	646982.3574378141	949.8692151065326	-1.052145547996247	902251.5258071002	1.1070102541683229	754.7421052965815	-2.7458135527682543	7.539492066565823	569635.6455075161	772.3708015319952	623.9224283638647	1.513065	24.598963	0.0783027163825935	0.0443199056334641	0.0994921082	-0.1536881816	0.1484223992	-0.1361258687	0.0641124815	0.0066393814	-0.2128936931	0.1480029231	0.1068753655	-0.0419059575	-0.0521007416	0.1137853884	0.2420893626	0.0136166859	-0.1343197016	-0.1783685368	-0.0620693221	0.0761765188	-0.0483892318	-0.0600370228	-0.0019356693	0.1145585658	-0.2471326653	-0.1540576364	0.0422956506	0.1053507803	-0.0268995547	-0.175133292	-0.0447129995	0.1063331794	-0.0768143338	0.2581168067	-0.1429089237	0.1160739389	0.0312963584	0.0669829715	0.0993964915	0.0536784785	0.1286548809	0.1799362052	0.1342343668	0.0944406559	0.0091418912	-0.0664598305	-0.0823072068	0.0724247287	0.1540145983	0.1447482994	-0.0374605996	0.0442010365	-0.3046177845	-0.0038571287	-0.0917110941	-0.0238880146	0.0931040881	-0.0428781983	0.127953294	0.0358801004	-0.1633989172	-0.0496930238	0.1516752571	0.0401526196	0.0161186528	0.0658222304	-0.1101904296	-0.1285677416	-0.0959269736	-0.0141856544	0.1294367287	0.0583804184	0.0168075107837921	9.31532321004e-05	0.0002824924187472	8.677524650750992e-09	-0.0629785694943052	0.0230277889809684	0.003966300215549	0.000530279065352	-0.048417777850517	0.0330043924372347	0.002344281211982	0.0010892899201509	0.0008219084995194	-0.0002470351120411	6.755335815822316e-07	6.102634658115888e-08	-0.0004296748867735	-8.650576551370002e-05	7.483247467111252e-09	1.8462050832382005e-07	-0.0004253236934393	-0.0001100067570909	1.8090024420084766e-07	1.2101486605678274e-08	0.0	1.0
802.5080085779163	-1.844126645092956	3.4008030831418017	644019.103831693	947.7208767886616	-2.14833831787098	898174.8603010694	4.615357528032712	752.0779769632858	-2.6641283332957078	7.097579776268963	565621.2834331886	769.6438959796367	606.3732323533397	1.249276	20.310352	0.0687868864595291	0.0357559203408235	0.2535005756	0.037952833	0.004950369	-0.0762444135	-0.0873172086	0.2391479044	0.0723308297	0.1023220969	-0.1594780588	0.1090358002	0.0264943191	0.2912558638	0.0916317638	-0.0598707038	0.0592997639	0.1164326349	-0.0001762186	0.0901534004	0.1002168449	0.0629123218	0.03805421	-0.1416385097	-0.0874593342	-0.066652781	0.3027697189	-0.0037230148	0.0793478068	-0.0358616262	0.0698758791	0.3153468388	-0.1064181069	-0.0606343163	0.059146472	0.0615506822	0.0155958229	0.1466571422	-0.0288122169	-0.0644787434	0.0046694106	-0.0266806234	0.0358631647	-0.035325111	0.0387374598	-0.2173049591	0.0994740039	-0.0961179766	0.1113608668	0.1635574902	-0.3158190255	-0.0236180864	-0.1711556322	0.0421255435	0.0126557448	0.024484758	0.0489324972	0.1344596551	0.166894351	-0.0135590605	0.0226820695	-0.0999134001	0.019143902	-0.2045760654	0.136664922	-0.1344617587	-0.0790770528	-0.1160811355	-0.0191041658	-0.0151136884	0.1259946088	0.0471208409	0.0165567662076711	-0.0002507445761209	0.0002741265072554	6.287284245409937e-08	-0.0529214145603589	0.0100571549339463	0.0028006761190693	0.0001011463653654	-0.033291229740584	0.0151265481099329	0.0011083059776403	0.0002288124577221	0.0008340011690485	1.2092669529100029e-05	6.955579499742647e-07	1.4623265634002428e-10	5.097874860071627e-05	0.0004806536353742	2.310279171984501e-07	2.598832808895031e-09	-5.102122155204e-05	0.0003743024718872	2.6031650486623512e-09	1.4010234046091304e-07	0.0	0.0
803.8604156848592	1.3524071069429056	1.8290049829096795	646191.5679050345	939.23959271185	-8.481284076811562	882171.012517522	71.93217959157735	751.877491927836	-0.2004850354497875	0.0401942494393025	565319.7628676931	767.7778676810407	596.0739492836645	1.098299	17.855824	0.0633230428580416	0.0400827451130982	0.2994066175	0.0309996422	-0.0916657971	0.166866053	-0.004040601	-0.0127028676	-0.096947903	0.0069626936	-0.3793649499	-0.0019827836	0.0602083798	0.3131940281	-0.2420910709	0.1613754272	-0.1081225186	0.0784377708	-0.1849799063	-0.1234206189	0.1159705961	-0.0465080112	0.0110063778	0.0846323671	-0.1577805135	-0.0312613667	0.0064959877	0.0101928746	0.0231081795	0.0722124224	0.06971551	0.2639224755	0.3532479079	-0.0872559449	0.0514846492	0.03369842	0.1233098658	0.02334249	-0.0830906986	0.0646893701	-0.074295348	-0.1735060224	-0.1226065277	0.2134989166	-0.0150278988	0.0538012598	-0.1203887561	0.0122658565	0.1222636671	0.145375473	-0.3145045703	-0.1376564326	-0.1524344081	0.1078358953	0.0244012024	-0.1310980868	-0.0517513989	-0.0023080233	-0.0483591766	-0.0669290331	-0.1501478861	-0.0084283068	3.21164e-05	-0.0045934332	-0.024599156	-0.054434438	0.1136410859	-0.1358077913	-0.0968255997	0.1141368041	0.1223675745	0.0355847396	0.0165758246329232	1.9058425252099772e-05	0.0002747579622614	3.632235730898744e-10	-0.0884118647398253	-0.0354904501794664	0.0078166578267731	0.0012595720539411	-0.0354342742386535	-0.0021430444980694	0.0012555877908201	4.592639720705951e-06	0.0006759881913381	-0.0001580129777104	4.569600348285557e-07	2.496810112490739e-08	-0.0002680297564872	-0.0003190085050879	1.017664263184271e-07	7.183995036258773e-08	-8.740953385879559e-05	-3.63883123067556e-05	7.640426609411934e-09	1.3241092725339807e-09	0.0	0.0
812.0439379111932	8.183522226334048	66.97003602890338	659415.3570983178	951.4732017171868	12.233609005336804	905301.2535859544	149.66118929545772	757.026478320877	5.148986393041014	26.51206087572151	573089.0888789092	772.5932548051082	613.5475593647715	1.45193	23.605043	0.1158096603680282	0.0697946565189355	0.0479206262	-0.0069774602	-0.0114331206	0.1657350795	-0.3052909092	-0.0840588204	0.1235222803	-0.1992925775	-0.1835192693	0.0568008244	-0.1224563704	-0.0270492116	-0.2682913381	0.1727952097	-0.0758641249	0.1558223069	0.1887020295	-0.033580738	0.1493078749	-0.2090491135	-0.0475844921	-0.0766915184	-0.1615310205	0.0548305828	0.0839301951	-0.0201806929	0.049625107	0.0713795833	-0.1292096084	-0.0501033458	0.252648465	-0.1491938743	0.1860093035	-0.0585383383	-0.2114746422	0.0342485014	-0.1440238441	0.1111476805	0.0233622359	-0.1630226309	-0.082304477	0.0069625194	-0.0124241356	-0.0708540074	0.1449388026	0.0739067173	0.1906561203	-0.0462531718	-0.0815566019	-0.0084355351	0.0371320688	-0.0386001824	-0.0163099938	-0.2594772679	-0.1577508665	-0.0566496661	-0.1513185628	0.1346772621	-0.1542695628	-0.0371080342	0.0260019997	-0.2209367745	-0.0968591527	-0.0821423344	0.0676245197	-0.0706479897	0.2142728977	0.0256472337	0.1185609488	0.023839813	0.0166898504729857	0.0001140258400624	0.0002785511088106	1.3001892201958597e-08	-0.0244585058420483	0.063953358897777	0.0005982185080255	0.0040900321143078	-0.055819767233217	-0.0203854929945635	0.0031158464139705	0.0004155683246313	0.0003869428712757	-0.0002890453200623	1.4972478563108294e-07	8.354719704997525e-08	-0.000268081916219	-5.215973180000381e-08	2.7206376214483293e-15	7.186791380365094e-08	-0.0004254477067771	-0.0003380381729183	1.8100575120189326e-07	1.1426980634994547e-07	0.0	0.0
815.004504974716	2.9605670635228307	8.764957337616197	664232.343129082	949.283196117004	-2.190005600182872	901138.5864301142	4.79612452883234	760.4852703469337	3.458792026056699	11.963242279513404	578337.8464146488	775.8086404701005	636.8493177834204	1.410023	22.923727	0.1501552309076885	0.0934274088951682	-0.159649964	-0.0415593455	-0.218314029	0.0961494901	0.0082011122	-0.2500039181	0.2302327239	0.0953424676	0.0508189432	0.0393859614	0.0171633497	-0.2734257285	0.0289408966	0.0304602349	-0.238429011	0.1717395721	-0.1394650997	-0.1320177357	0.2842465842	0.0378973797	-0.1079068712	0.269212211	0.1052677698	-0.0828325757	0.1317984562	0.0486909653	-0.2359070421	-0.0160940528	-0.091633838	-0.289687123	0.0310506208	-0.0728542767	0.0517871175	0.2474930861	0.1099118955	0.0064666634	-0.3058338851	-0.010399756	0.1671774211	-0.0929984097	0.2385857344	0.2244236602	0.0197876514	-0.0339528796	-0.0974890629	-0.0965785695	0.0951485592	-0.3010417906	-0.0441653359	-0.2256484684	-0.1473349365	0.2795542976	0.0790032425	-0.0974420591	-0.0320027533	-0.2452236461	0.02772432	0.2150381994	0.0410468473	0.2155883757	0.013317571	0.2916680508	0.104584857	-0.1107701543	0.3593877384	0.1287045878	-0.1141310282	-0.0106143803	0.1145803187	0.0119549848	-0.0001329161214584	-0.016822766594444	1.766669534354414e-08	0.0002830054758911	-0.1127455001353467	-0.0882869942932984	0.0127115478007694	0.0077945933613449	-0.047729776605351	0.008089990627866	0.0022781315747967	6.544794835895972e-05	0.0008629780189086	0.0004760351476328	7.447310611194119e-07	2.266094617818769e-07	-0.0002680706096052	1.1306613800006905e-08	1.2783951562250654e-16	7.186185173410355e-08	-0.0001623845731822	0.0002630631335948	2.6368749607565274e-08	6.920221225676819e-08	0.0	0.0
814.1142162793433	-0.8902886953727602	0.7926139611085314	662781.9571481294	952.5610549547014	3.2778588376974085	907372.5634164136	10.744358559871008	761.9557377280528	1.4704673811190787	2.162274318935202	580576.5462567011	777.9201368129112	639.0987130359068	1.312165	21.332783	0.2248958489572401	0.160157287377535	-0.175323127	-0.1397945746	-0.1278459778	-0.0331920623	-0.019930251	-0.2211530131	-0.0306123636	-0.1040240587	0.1182759478	0.201210263	0.1793610876	-0.3679381331	0.0326306257	0.1019948174	-0.0568787626	-0.0082072932	0.0445780103	0.0087118223	-0.0571200127	0.0694208265	-0.0289199182	0.3241445207	-0.0159937758	-0.2737138741	0.121988459	0.0807194968	0.1164038942	0.2449360973	0.1575479558	-0.3957361026	0.0118644753	0.1323879507	0.0085154344	-0.0208662642	-0.0036508895	0.1089383695	0.0905762375	0.0046735685	-0.0660204902	-0.0509689515	0.2092886562	0.3968975927	0.0864329558	0.152594441	0.0655436262	0.2243343117	0.0395921294	-0.2149618914	0.1244148702	-0.2339825115	-0.156998953	0.3744606961	0.1495199036	0.0421403286	0.2537685091	-0.1382419405	-0.1297090486	-0.0445353685	0.1624368436	-0.0436919096	-0.0216016736	0.031370077	-0.1154636349	-0.0496849583	-0.3077490747	-0.0432874278	0.0768993436	-0.1312467462	0.1104315261	-0.0	-0.0034959614297775	-0.0033630453083191	1.2221746318491945e-05	1.1310073745807113e-05	0.0414180960768817	0.1541635962122284	0.0017154586826338	0.023766414397087	-0.0171327353113781	0.0305970412939729	0.0002935306192497	0.000936178935945	0.0004299980645303	-0.0004329799543782	1.8489833549980406e-07	1.8747164089343478e-07	-8.30096745982889e-05	0.0001850609350069	3.4247549665632175e-08	6.890606076913809e-09	-4.49821397130156e-05	0.0001174024334691	2.0233928931612554e-09	1.3783331384486272e-08	0.0	0.0
811.5565259893959	-2.5576902899473453	6.541779619290935	658623.994875977	956.1562470569868	3.5951921022854094	914234.7687861016	12.925406252335382	758.62522678265	-3.330510945402807	11.0923031574479	575512.2347110271	775.9794059790531	637.8601312346377	1.313032	21.34688	0.2033823331689728	0.1526921217814393	-0.0990907702	-0.1364255635	-0.0429216971	-0.1630082253	-0.0207747101	0.0663244753	0.0920996159	-0.0013737966	0.1746226134	0.1781791868	0.0413403847	-0.1414482114	0.1681035189	0.0184522619	0.0799357087	0.1235776198	0.0772176579	-0.0724128768	-0.014372639	-0.0475821392	0.0510654306	0.053150596	0.1065582531	-0.0069705405	0.1067603714	0.1930391793	-0.0242735179	0.0394783438	0.143614041	-0.103002731	-0.2084828281	0.0637846589	0.1623313869	0.0140318975	-0.0255691565	-0.0035422445	0.0517276479	0.0259970903	0.0056065763	0.0141785252	0.1060275157	0.0056218265	0.1485364001	0.0547533505	0.112172626	-0.1674497195	0.0225623792	0.0121713689	0.2115963852	-0.1086482025	-0.0177593733	0.2015486531	-0.0221011521	0.071876144	0.0521124358	0.0104128445	0.1025957542	0.0972050154	0.0282431202	-0.0405175719	0.1105779951	-0.1200499007	-0.1010244694	0.1692320479	-0.04537894	-0.0031853077	0.0880078325	0.1047906164	0.10612066	-0.0119549848	-0.0019140689964416	0.0015818924333359	3.663660123138953e-06	2.502383670645376e-06	-0.1078256533202903	-0.149243749397172	0.0116263715139474	0.0222736967341258	-0.0040799952738979	0.0130527400374802	1.6646361435029204e-05	0.000170374022486	0.000205943113133	-0.0002240549513973	4.2412565846911644e-08	5.020062124564647e-08	-0.0002680435935031	-0.0001850339189048	3.423755114527221e-08	7.184736801805512e-08	-0.0004259722954306	-0.0003809901557175	1.8145239647441443e-07	1.451534987537092e-07	0.0	0.0
808.5763779464169	-2.980148042979067	8.881282358071964	653795.7589729468	947.4981277258688	-8.658119331117973	897752.7020440268	74.96303035187874	755.2969582618316	-3.3282685208183693	11.077371346670496	570473.495159575	772.5411945525932	629.2655159885601	1.358513	22.086304	0.0733554241155318	0.0389754712121176	-0.1079505032	0.0818012552	0.0875141297	0.0315635138	0.2428074298	-0.0003084336	-0.0690258502	0.0814669305	0.0158463053	0.011666953	-0.0129001325	0.0505603631	-0.1533137879	-0.0613644046	0.011885405	-0.1422489818	-0.0371557076	-0.0437387738	-0.0973991588	0.0149759822	-0.0050668044	-0.0404679359	0.2045151453	-0.1597079517	0.1417404875	0.0721013986	-0.0759961982	0.0444264413	0.0782945904	0.0350715894	0.0636834623	-0.0337820844	-0.1913370689	-0.0648818684	0.0408456003	-0.0647052815	0.1443475541	0.0263785083	-0.0092851051	-0.1035430485	0.1359995062	-0.0204028303	0.0032934202	0.00455962	-0.1396296103	0.0308952663	-0.1233908335	-0.0711140947	0.0351014017	0.0684500894	-0.0709106861	0.2844670151	0.0680963274	0.0700070255	-0.0528129993	0.007251338	0.0430157174	-0.1171075308	0.0383627122	0.0105092646	0.0209481443	0.0862684425	-0.1068263003	0.2098524073	-0.1016221333	-0.1324895711	-0.0295541205	0.1585545416	0.1016540472	-0.023839813	0.0120707857036421	0.0139848547000837	0.0001457038675032	0.0001955761609824	-0.0959765594504347	0.0118490938698555	0.0092114999639428	0.0001404010255366	-0.0325975092045354	-0.0285175139306375	0.0010625976063397	0.0008132486007841	0.0002719852400941	6.604212696110001e-05	7.397597082904523e-08	4.361562533546053e-09	-0.0002680150489102	2.8544592900025652e-08	8.14793783828195e-16	7.18320664423369e-08	-0.0001119637346855	0.0003140085607451	1.2535877884725036e-08	9.860137622120916e-08	0.0	0.0
807.4042745795729	-1.1721033668439986	1.3738263025670372	651901.6626093664	949.903864450584	2.4057367247152115	902317.3516981537	5.787569188643474	754.6944792466356	-0.6024790151959678	0.3629809637515032	569563.7570053505	772.1522590472849	619.8460157620705	1.340416	21.792078	0.0985012168510861	0.0726305501086278	0.0140318905	0.1366968405	-0.1035319631	-0.249598134	-0.0723288593	0.1783478595	0.0531568873	-0.1203103122	-0.0990977814	0.0028503218	0.0980501541	0.1268565301	-0.1869579176	0.0361824287	0.307934398	-0.053180877	0.0840504392	0.1047085724	0.0167735596	-0.0100557302	0.0315835073	0.1537919073	0.1203619893	-0.1643207704	-0.0134304333	0.1349825417	0.1172128201	0.0585894648	-0.136586891	0.1246368977	0.0261123933	-0.1310228366	0.0433505634	-0.3207184289	-0.0484689953	0.0990159465	0.0435650468	0.0415182851	-0.1727469869	-0.0434860157	0.1119978807	0.0279432778	0.0031578182	0.1177340494	0.1852064666	0.0536096619	-0.2298526179	-0.0071069034	-0.0627372718	-0.0650999384	-0.0719635788	0.1189349137	0.0147636683	0.0947131629	0.0497720433	0.0430852844	0.0031084921	0.0391557193	-0.2327082664	0.0102781117	-0.0573258083	-0.0295727659	-0.1318173229	-0.1103537574	-0.0205373761	-0.037546648	0.0228299015	0.1923981631	0.0970382431	-0.0355847396	0.0165774610163111	0.004506675312669	0.0002748122137473	2.0310122373820228e-05	-0.0246765255147352	0.0713000339356995	0.0006089309114793	0.0050836948392319	-0.0257572164410078	0.0068402927635276	0.0006634341987889	4.678960509076805e-05	0.0002689426507106	-3.042589383500042e-06	7.233014937124379e-08	9.257350156587166e-12	-0.0002680569247268	-4.1875816600010954e-08	1.7535840159177525e-15	7.185451489398933e-08	-0.0004259635662692	-0.0003139998315837	1.8144495978877516e-07	9.859589423459197e-08	0.0	0.0
