global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40
1025176.7834656005	2491.9520893389126	1050987437356.8746	6209825.215560572	1170608.2807207662	18045.997152217664	325658013.217848	1370323746892.028	1052926.313735692	-391.4845863683149	153260.18136397062	1108653822157.033	1066482.0660238198	836287.0857115788	1.081255	29.224739	0.275066538600974	0.15875031757248	-0.0594833592	0.105234544	-0.0277220815	0.1725068953	0.0146905612	-0.1380674404	0.0164704209	0.0316438266	-0.1111011724	-0.1066584934	0.0529424149	0.017720913	0.1026857481	0.0138339508	-0.062629572	-0.0398840301	-0.0836770916	-0.0385955695	-0.0322080639	0.0655466785	-0.0744822015	-0.0865107688	-0.0849042947	0.0244513871	-0.0934056646	0.0443603846	0.0568043513	0.053602037	-0.011181493	0.186314267	0.0484828159	-0.0067403013	0.0275684178	0.0109147969	-0.1048269021	-0.0205778608	0.0773579841	-0.0243686017	0.0938011531	0.0040374479	0.0344382512	-0.0499819873	0.0505840258	0.0266644012	0.0911453389	-0.1238082421	0.0482019779	0.0073220945	0.1242196191	-0.0033157551	-0.0694536622	-0.0533742288	0.1353810644	0.002245598	0.0391681556	-0.0669613574	0.1118600911	0.0333370881	-0.0778219629	-0.0172305911	0.0872601173	-0.0246260871	0.0787214647	0.0669368003	0.1053094477	-0.0912487698	-0.0341486892	-0.0697231607	0.0775976527	-0.0797260447	0.0039922752	-0.0570808944	-0.1003534311	0.1147131745	-0.003966314	0.0360656048	0.1168898416	0.089737086	0.0240075741	-0.0524223074	-0.0386194039676013	-0.0092939894313702	8.637823955042102e-05	0.0014914583628127	-0.0247731576431817	-0.0707820561678857	0.0006137093396139	0.0050100994753537	-0.1068201423532215	-0.1349274614105481	0.0114105428123625	0.0182054198426949	-0.0055203817273125	-0.0004891884692328	3.047461441524574e-05	2.393053584303301e-07	-0.0003269706064228	-0.0007087135448379	1.0690977746449359e-07	5.022748886367021e-07	0.0008946047961566	-3.3586177526999774e-06	8.003177413063918e-07	1.1280313208751448e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1032446.2736112324	7269.490145631949	1065945307893.7196	52845486.97744002	1172063.304485887	1455.023765120888	2117094.157066565	1373732389722.3772	1058884.047151405	5957.733415712835	35494587.45270133	1121235425311.7388	1072358.3430944055	854949.3327503109	1.127474	30.473967	0.1321706239793253	0.0690234652591519	-0.0019578045	0.08757542	0.0326129579	0.0907774975	0.0072771084	-0.0594183327	0.079853183	0.0661331469	0.0319143156	-0.0251520484	0.0397701724	0.0217614165	-0.0517933604	0.0616565804	0.0113525065	0.054052067	-0.1097980757	0.1162713848	0.045856541	0.0446614418	-0.073366111	-0.1069984944	0.005157673	-0.0474728481	0.0191644362	0.0338006058	0.0446127913	0.0995111422	0.0584963115	0.1614647002	0.0123067447	-0.0795585979	-0.14665422	0.0167460814	0.0369577098	-0.0685562138	-0.0340529672	-0.1266682584	0.0545512662	-0.1098674603	-0.0611610499	3.25613e-05	0.0261672183	-0.0249492357	0.1117163915	0.0202045675	-0.0619889058	0.0512828064	0.0997622777	-0.0409102216	-0.0893393125	-0.0201551844	0.0839823038	-0.0211675754	0.0389193202	-0.0433556494	0.1189378692	-0.0113985764	-0.0377134925	-0.0649284655	0.0662933946	-0.0070947962	0.0397918027	0.0042441466	0.054366098	0.0132374438	-0.0605679445	0.0649728685	-0.0156164089	-0.0735141898	0.0259970938	0.0056666872	-0.031696283	-0.0230195804	-0.0124124375	-0.0207690396	0.0257304573	0.0881955685	0.0192567962	-0.0587790397	-0.037944614294318	0.0006747896732832	4.553411031697817e-07	0.0014397937539445	-0.0098383263690493	0.0149348312741324	9.679266574393076e-05	0.0002230491851868	-0.0589498530987668	0.0478702892544547	0.0034750851803661	0.0022915645933051	-0.0054828195311357	3.7562196176799297e-05	3.00613100110031e-05	1.4109185816243555e-09	0.0003818300795741	0.0007088006859969	1.4579420966756359e-07	5.023984124696761e-07	0.001522056189532	0.0006274513933754	2.3166550440926715e-06	3.936952510487311e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1035133.309770393	2687.036159160547	1071500968996.2084	7220163.320636264	1176750.835282258	4687.530796370935	21972944.96692593	1384742528337.492	1059685.5728407907	801.5256893858314	642443.4307454322	1122933513286.9148	1072498.7760598776	836542.7617236085	1.21072	32.723988	0.30040474780386	0.1553786475823202	0.0827440067	0.0539247995	-0.0510120992	0.1387746583	0.0564864363	0.0053814636	0.08802169	0.1418813753	-0.0240514839	-0.0544600971	0.0932191296	0.0769964613	-0.0658377103	0.1013294096	-0.0732206225	-0.0728310024	-0.0013634123	0.0082707596	0.0931443676	-0.0555630861	-0.0064570683	-0.0560940813	-0.1912491213	-0.0014445887	0.013176307	-0.1001988889	-0.1601263107	-0.0672393907	0.037469957	-0.0346687485	-0.1485707103	0.0285973815	-0.0490360527	0.0797457424	0.0549827244	-0.1005359855	0.0481316967	0.0253704966	0.0668850444	-0.0055896408	-0.0710298468	0.0258391006	-0.0721562426	-0.0327747846	0.055084877	-0.167241429	0.0284449771	0.0330960601	-0.2260498112	-0.0515532282	-0.0070739618	-0.1052139155	0.0436375131	-0.0674500366	-0.0160277769	0.0293141299	0.0498131612	-0.0077005686	-0.0540099433	-0.1194470334	0.0622031339	0.0391891176	-0.008097978	0.0842989572	0.1267196027	-0.0506009575	3.131e-05	0.006768728	0.1519087192	0.0338590062	-0.0323399023	-0.054932833	-0.0737404886	0.0482746856	0.018501731	0.0237369254	0.0737580793	0.0866153656	0.0144722352	-0.0649037979	-0.0705066632509243	-0.0325620489566063	0.0010602870322524	0.0049711895627792	-0.037976951040207	-0.0281386246711577	0.0014422488103102	0.0007917821983842	0.0686613903922293	0.1276112434909961	0.0047143865305941	0.0162846294653182	-0.0061840476143957	-0.0007012280832599	3.8242444897113145e-05	4.917208247524928e-07	-0.0008286933090668	-0.0012105233886409	6.867326004920829e-07	1.4653668744466476e-06	0.0011919510477309	-0.000330105141801	1.4207473001867903e-06	1.0896940464352433e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1037651.1877488884	2517.8779784954386	1076719987436.6788	6339709.514592276	1180542.4900201613	3791.654737903271	14376645.651464324	1393680570743.0024	1059254.5090400623	-431.0638007284142	185816.000298426	1122020114921.7034	1071801.6653736888	866888.1765537547	1.109831	29.997105	0.1975867600136039	0.1062820991548615	0.0869475487	0.0453594786	0.0489805793	0.0041057117	0.0823324325	0.0170498321	0.0912120804	0.0172114202	0.045961624	-0.1270234084	0.063948416	0.0765173611	-0.0316415056	0.0411659086	0.0084938852	-0.0560258676	0.0492941612	0.087959945	0.0856136059	0.031515817	0.0668328345	-0.0694728289	-0.0516673751	-0.0152627164	0.036083488	-0.0675528801	-0.005456087	0.1527951121	-0.0034534941	0.0853087009	-0.0462886809	-0.0856312533	-0.1208181758	0.0817177763	0.017420567	-0.0322193425	-0.0270588008	0.0525107493	0.0092762022	-0.0235719908	-0.0964786235	0.1074379515	-0.0152862133	-0.0816486162	0.0481347691	-0.0397413016	-0.1171936666	-0.019475824	0.0764084139	-0.0847730538	-0.0447562399	-0.0242481409	0.0694959019	-0.0783380522	0.01229269	0.0314425852	0.0848424785	-0.0491246102	-0.0105407645	-0.1248262334	0.052034013	-0.010295376	-0.0408232423	0.0401434261	0.0225684859	0.0815688409	-0.1059309095	0.069799361	0.012658838	0.0672146517	0.0011443512	-0.0135279401	0.0303892774	0.019131434	-0.0057073344	-0.1776297262	-0.0137169369	0.0849971703	0.0096622851	-0.0707724105	-0.021025215955305	0.0494814472956193	0.0024484136264691	0.0004420597059672	0.0452621159787725	0.0832390670189795	0.0020486591428758	0.0069287422781901	0.0745410139688544	0.0058796235766251	0.0055563627635049	3.456997340280584e-05	-0.0062291896021047	-4.514198770899994e-05	3.880280309896931e-05	2.037799054319501e-09	0.0002410885294339	0.0010697818385007	5.812367902460046e-08	1.1444331819859377e-06	0.0012567596639688	6.480861623789987e-05	1.579444852978971e-06	4.200156738671378e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1038856.727996697	1205.5402478085598	1079223301304.0032	1453327.2890863237	1178413.1684979838	-2129.32152217743	4534010.144808007	1388657595689.4575	1056605.2142299688	-2649.2948100934736	7018762.990788215	1116414578737.9585	1069731.2237762238	855114.403221548	1.112261	30.062778	0.0777140353310393	0.0479058007454518	0.1163568339	0.0102029667	0.0926850713	0.0207049539	-0.0458253233	0.0422079799	0.0777825424	0.1597985353	-0.0909119857	-0.0181929066	0.0188299311	0.1105410293	0.013938296	-0.0697617184	-0.0139475028	0.0524455409	0.0260475407	-0.0636408388	-0.0438004851	-0.0002043198	0.0822519469	0.0117216169	-0.0244180114	-0.0591699451	0.0693469598	-0.0274402619	-0.0157320461	-0.0948970453	0.0196958889	0.0246499985	-0.2184788553	0.0133579212	-0.0066993683	0.1089383558	-0.0114970876	0.0743742149	0.0230571409	-0.0194371927	-0.0353391411	0.0656926197	0.0873198654	0.0524505078	-0.0155823095	-0.0280900836	-0.0160342942	-0.0063914684	-0.0044361327	0.0321737443	-0.1147739544	0.1016998172	0.0114501808	-0.105917971	-0.0131739422	-0.0768404619	-0.0194203245	0.0591706645	0.0305260544	-0.0073698894	-0.012814734	-0.0725175377	0.0484217547	-0.0165628238	-0.080707057	0.0677030282	0.0384371421	6.16297e-05	0.0639254499	-0.0087524037	0.0863743516	0.0979811126	0.0303856565	-0.0103207921	-0.0243256983	0.0263729808	0.1367590984	-0.0420146842	0.0092525512	0.0833416924	0.004835384	-0.0763617167	-0.0288227974513688	-0.0077975814960637	6.080227718775655e-05	0.0008307536529226	0.0373599893272995	-0.0079021266514729	0.0013957688025359	6.244360561591982e-05	0.0852635023572219	0.0107224883883674	0.0072698648342199	0.0001149717572386	-0.0063561387541281	-0.0001269491520234	4.040049986172912e-05	1.6116087199460395e-08	-0.0006519820624024	-0.0008930705918363	4.2508060969448716e-07	7.975750820028393e-07	0.0012509426319258	-5.817032042999956e-06	1.5648574683694475e-06	3.383786178928824e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1038110.7935378036	-745.9344588933745	1077674019659.6882	556418.2169645515	1184131.7084173388	5718.539919354953	32701698.80925615	1402167902879.3655	1054072.5946279918	-2532.6196019770578	6414162.048318431	1111069034745.7866	1067419.8203671328	882838.1038848725	1.12208	30.328165	0.2880279040847254	0.1546105250899216	0.0367048628	0.0463875145	0.0824409819	-0.0783122615	-0.0441698698	0.0358733182	0.0229258481	-0.005072284	-0.0563864732	-0.1415227991	-0.0400129863	0.0753164358	0.0891174912	-0.0756895946	0.0125546096	-0.0170278716	0.0078832673	0.0560046692	-0.0302338191	0.0405308073	-0.0699624401	-0.0463063929	-0.0310632085	-0.0278310881	0.077970414	0.0505296157	-0.0101456444	0.00182919	0.0006831734	0.1304974351	-0.0687681108	-0.051802556	0.031639823	0.0598241731	-0.0931076727	0.0809932672	0.0029368111	-0.0082181343	0.0026841211	-0.0217280415	-0.0225631034	-0.0548825947	0.0117010032	-0.0674515115	0.0577894616	-0.0161753849	-0.0905465015	0.0665152477	0.0433380522	0.0143789497	-0.0090662483	-0.0390422453	0.0828043071	-0.0391461435	0.0452665131	-0.0097565137	0.0814610101	-0.0155618813	-0.0033746705	-0.0420285915	0.0071743484	-0.0220814156	-0.0927019264	0.0970756378	-0.0039247943	0.0333086702	0.0120530125	0.0702073281	0.0392574386	-0.1305374206	0.023988284	-0.0172977787	-0.0506806533	-0.0225448738	0.0310337028	0.037191315	-0.1035557611	0.0816496581	0.0	-0.0816496581	-0.0004921973093274	0.0283306001420414	0.0008026229044082	2.4225819130913225e-07	-0.0304647849001042	-0.0678247742274037	0.0009281031190096	0.0046001999989982	-0.0425603976759134	-0.1278239000331353	0.0018113874503318	0.0163389494196809	-0.0064063984123637	-5.025965823560012e-05	4.1041940617936136e-05	2.526033245959327e-09	-0.0001533544305942	0.0004986276318082	2.3517581382871304e-08	2.4862951520265386e-07	0.0019830279355249	0.000732085303599	3.932399793072146e-06	5.359488917457861e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1041364.1449856284	3253.3514478248544	1084439282461.6488	10584295.643064076	1184219.3831149193	87.67469758051448	7686.852595834671	1402375547345.08	1058656.1538111342	4583.559183142381	21009014.78536885	1120752852002.1838	1071063.462631119	849125.6349308147	1.322039	35.73278	0.273463208088387	0.123398499239623	0.119126625	-0.0117280764	-0.0696670543	0.075856815	0.10076825	0.0674733729	0.0800868421	0.0573681746	0.0432755443	-0.123750667	0.0632650514	0.0942723107	-0.0031427529	0.024141646	0.010995938	-0.0747529522	0.0637096126	-0.0738575125	0.0742994064	0.0932066923	0.0260611086	-0.0743989907	-0.058920076	0.0205930581	-0.0767848166	-0.0534574695	-0.0799706567	-0.1699572195	0.020300962	-0.0171596372	-0.0711989584	0.0506084709	0.0162979881	0.1020815859	-0.0078421839	0.0002416894	-0.0168333552	0.1058388606	0.0191302125	0.1009018303	-0.0051616347	0.0716056157	0.0515785479	0.027956933	0.1203240183	-0.0584214594	0.0677659591	-0.0066713169	-0.1713432025	0.0378994118	0.0143231254	-0.0442978227	0.0840029103	-0.0641040357	0.0119647503	0.0613879095	0.0491339417	-0.0198533985	-0.0140035803	-0.0574470837	0.0176140889	0.0118896759	-0.0786320221	-0.0021742129	0.0990758507	-0.0437784559	0.0507549615	-0.063384539	-0.0108446648	-0.0258986631	-0.0474327146	-0.0301675552	-0.06326248	0.028152946	0.0663388089	-0.0298736715	0.0353802604	0.0799218096	-0.004835384	-0.0866153656	-0.0271354792000551	-0.0266432818907277	0.0007098644699087	0.0007363342314166	0.032796198470379	0.0632609833704831	0.0010755906341084	0.0040019520170005	0.0103132655522628	0.0528736632281762	0.0001063634463514	0.0027956242631665	-0.0080424886135775	-0.0016360902012137	6.468162309952373e-05	2.676791146507812e-06	-0.0011229621935311	-0.0009696077629368	1.2610440881001796e-06	9.401392139474996e-07	0.0019750203076956	-8.007627829299813e-06	3.9007052158100224e-06	6.412210345257683e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1047310.745696401	5946.60071077256	1096859798051.1516	35362060.01336072	1209254.739415323	25035.3563004036	626769065.0881581	1462297024798.4204	1058284.3588709678	-371.7949401664082	138231.47753334304	1119965784230.9353	1071108.2190504808	908197.7167507192	1.377787	37.239552	0.1500545710185562	0.0739086889613023	0.071519828	0.0076708009	-0.0298229228	-0.1140433349	0.1197931397	0.1260444455	0.0394687258	-0.0989889904	0.0951247234	-0.1302107161	0.1511091037	0.0556808668	-0.0200196642	0.0497939701	0.0146584499	-0.0939202414	0.069923189	-0.0320680828	0.0463587374	0.0475668633	0.0166904988	-0.0643210397	-0.0436992589	-0.005952087	0.0016389445	-0.0607690077	-0.0513847048	0.0112017379	-0.0451256609	0.083294011	0.0845755479	-0.0118078203	-0.0795492433	0.0617880889	0.0119955314	-0.0534593912	-0.0260662423	0.1087001373	0.0174395993	0.0628689966	-0.0730348848	0.0283792268	-0.0023238969	-0.0184580074	0.0796151299	-0.0298977244	-0.0313029793	-0.0345300061	0.0476570724	-0.0343863512	0.0421368743	0.038615065	0.1101884093	-0.0726231078	0.0321349311	0.0278409628	0.0822089999	-0.0554311052	0.0110670459	-0.0681054867	0.0015340823	-0.0796163721	-0.1178898785	0.0073516001	0.0111319768	0.0353657912	-0.1027623992	0.0823439997	-0.0415971979	-0.0202512548	-0.03119384	-0.0100365264	-0.0869892515	-0.0318419692	-0.0179165993	-0.144160833	-0.0649523318	0.0781589047	-0.0096622851	-0.0912392418	-0.0158672642491382	0.0112682149509169	0.00012697266818	0.0002517700747519	-0.0128399660628701	-0.0456361645332491	0.0001648647284956	0.0020826595133057	0.0221732638611626	0.0118599983088998	0.0004916536302567	0.0001406595598871	-0.0074970279028387	0.0005454607107387	5.620542737594205e-05	2.975273869596765e-07	-5.0936786386790445e-05	0.0010720254071443	2.59455620741352e-09	1.1492384735629225e-06	0.0019833380543223	8.317746626700009e-06	3.933629837722967e-06	6.918490894597938e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1047548.3045445724	237.5588481713785	1097357450354.208	56434.20634451206	1194864.7630544354	-14389.976360887522	207071419.66690168	1427701801989.132	1060939.7368626432	2655.3779916753992	7051032.278674076	1125593125254.1746	1074081.1319110575	871028.2444268222	1.578344	42.660316	0.3660451532727563	0.2172372706143522	0.1715381309	-0.0713671156	0.0099977263	0.0441767805	0.0407400128	0.1622337477	0.1007255277	0.1032412181	0.0962591414	0.1234623794	0.0393770423	0.1211913309	-0.0866096899	-0.0890167066	0.0778703904	0.1150999472	-0.0222497384	-0.0178467469	0.042813102	-0.0907318359	0.246576596	0.0473372585	0.0267537197	0.052538437	-0.1532498536	-0.0472531548	-0.1794951274	-0.0118473818	-0.0287138505	-0.0507397855	0.0606177324	0.0157718674	0.0530641849	0.1232009425	0.0743602896	0.1180618625	-0.0911752106	-0.0545316277	-0.0389008913	0.0241233122	0.0746639714	0.2201828932	-0.0872054847	0.0637015363	-0.1083190827	0.016977028	0.1232022366	-0.082192053	-0.1448861392	-0.1444325543	0.0702155361	-0.0011633254	0.015123051	-0.0911040385	-0.0917676796	0.1053496414	-0.0849208339	0.0911475351	-0.0432009736	-0.0376445866	0.1157034479	0.0319618909	-0.0844491867	-0.0302113716	0.0745837221	0.0303642915	0.053916238	-0.2137180011	-0.085391902	0.1469607626	-0.0163205873	0.1224341677	0.0246294266	-0.0796419711	0.1509566623	0.0073997641	0.1484987417	0.0763617167	-0.0144722352	-0.0955030384	-0.0388439069594284	-0.0229766427102902	0.0005279261102363	0.0015088491078727	0.0825478718174821	0.0953878378803522	0.0068141511415954	0.0090988396154883	0.209249994055952	0.1870767301947893	0.0437855600124159	0.034997702980374	-0.0073521481787815	0.0001448797240572	5.405408284276013e-05	2.099013444289046e-08	0.0001369430544908	0.0001878798408775	1.8753400173270212e-08	3.5298834608188705e-08	0.0011040187695106	-0.0008793192848117	1.2188574434316994e-06	7.732024046417596e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1045736.5549099674	-1811.7496346050173	1093564942274.9672	3282436.7384914146	1210545.3331149193	15680.570060483878	245880277.4217434	1465420003526.3108	1066439.875455255	5500.1385926117655	30251524.53793733	1137294007961.0195	1079559.8033489948	910385.3512679522	1.757858	47.512329	0.7588787496548678	0.3474563661763853	0.0584307805	-0.0531127872	0.0109850541	-0.0840286798	0.0741690767	0.1387701774	-0.0352393648	-0.0850713134	0.1214824817	-0.0752882904	-0.0004327141	0.0152166841	-0.2255409962	-0.0410274491	0.1749219215	-0.0729629147	0.0829574975	-0.0458172251	0.0530572354	-0.0750251978	0.1516060976	0.011675887	0.0100080962	0.126791145	-0.247244564	0.1284507621	0.1298571838	0.1322872162	-0.0219508591	0.1838222596	0.0664098073	0.0360499724	-0.1507431078	0.0372835783	0.2119510103	0.0444753913	-0.1920089127	0.1469145159	-0.0452721983	0.0108622915	-0.0105201884	0.0858168426	-0.0280895797	0.1255917071	-0.1433357527	-0.0211341476	0.1268130902	-0.0083893	0.3289595513	-0.127295844	-0.0868819799	0.0446244614	0.2059477313	-0.0117896202	-0.102570268	0.0309485462	-0.1303365757	0.1571991909	-0.210439336	0.1870275674	0.0639074133	0.0284255093	-0.1444300412	0.3066929585	0.0642916187	-0.0363954121	-0.1654356256	-0.4256002109	0.0785887835	-0.0443465403	-0.0691926596	0.2262558454	0.2010902059	-0.032906651	0.0125847606	0.0711070697	-0.0825800756	0.074531034	-0.0192567962	-0.0993899282	0.0358508998544948	0.0746948068139232	0.0055793141649693	0.001285287020377	0.0024348533550409	-0.0801130184624412	5.928510860553928e-06	0.0064180957271634	0.0074523322701836	-0.2017976617857683	5.5537256265219854e-05	0.0407222963022033	-0.0028632311470748	0.0044889170317067	8.198092601579276e-06	2.015037611754649e-05	0.0023558437539434	0.0022189006994526	5.549999792994132e-06	4.923520314031239e-06	-0.0002336287511848	-0.0013376475206954	5.4582393380169193e-08	1.7893008896225505e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1046765.943863736	1029.3889537686482	1095718941232.938	1059641.618140912	1218824.0825604838	8278.74944556458	68537692.38243583	1485532144229.405	1059566.120057232	-6873.755398022942	47248513.271849535	1122680362773.1365	1074719.1948208043	919136.999261505	1.92319	51.980995	1.224551124212239	0.6157370693926837	-0.0838784509	-0.0268906489	0.0776468159	-0.1584680932	0.2232501563	0.0953052175	-0.0933740286	-0.1609193225	0.0982145141	-0.1070603397	-0.0262226057	-0.1244209182	-0.0351227112	-0.0324339365	0.1685475273	0.0262390033	0.0494928946	-0.0106436838	0.0986992797	-0.0240857191	0.0590171142	0.1091675355	-0.009620685	0.1086135722	0.139575611	-0.0351473355	0.0314512008	-0.0315300516	-0.0243028505	-0.0431809519	-0.022496918	-0.0204140385	0.0168255063	-0.1393706895	0.0237552442	0.0527897223	-0.1815284005	-0.0167833315	-0.0427418204	0.0684730688	-0.1304237526	0.0413675784	0.0069422946	-0.0130151906	-0.1224164039	0.002436352	-0.1184489407	-0.0338605625	-0.0200723189	0.027884254	0.06016926	0.113205059	-0.0199747012	0.1060964263	0.1251779626	-0.0155826075	-0.0516209581	-0.0189379214	0.0663907365	-0.0212781066	-0.0452294328	-0.0186934644	-0.1813720334	0.025766044	-0.0127551229	0.0656298538	-0.150831268	0.0079739698	-0.0025525605	0.008618774	-0.1209437854	-0.0489219935	0.0128207056	-0.089673565	-0.1051537128	-0.1451964026	-0.1223523114	0.0726676594	-0.0240075741	-0.1028845713	0.05221123249963	0.0163603326451352	0.0002676604842594	0.0027260127991304	-0.1400048936573199	-0.1424397470123608	0.0196013702479974	0.0202890815289453	-0.3908676196287146	-0.3983199518988982	0.1527774960742175	0.1586587840807405	-0.0104723580406435	-0.0076091268935687	0.0001096702829314	5.789881208243045e-05	-0.0007222339322401	-0.0030780776861835	5.216218528789973e-07	9.474562242180769e-06	0.0024277885221799	0.0026614172733647	5.894157108428464e-06	7.083141902963996e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
