global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61	motion_outlier62	motion_outlier63	motion_outlier64	motion_outlier65	motion_outlier66	motion_outlier67	motion_outlier68	motion_outlier69	motion_outlier70	motion_outlier71
1045712.435536701	-7309.356494424399	1093514497836.099	53426692.36258414	1460298.218806205	12406.37696717633	153918189.45168334	2132470887848.5752	1019709.6396172638	-9213.574063517968	1039807749128.37	84889947.02393101	1055348.2672403525	959172.6992310856	0.985405	35.261032	0.3044558678387704	0.2330339428090215	-0.189714624	-0.0963086179	0.0098628056	-0.0551285632	0.0980618428	-0.1509942503	-0.0682709476	0.0287139829	-0.1263290683	-0.1176691362	0.035821254	-0.0280679053	0.0494475479	-0.0230608626	0.0588840871	0.0766813848	0.0951964069	-0.0304265714	-0.1025467632	-0.070786342	-0.1853804363	0.1021016323	-0.0344124974	0.0195506919	-0.0224154229	0.0794346666	0.0538509334	-0.0388633999	0.0100217276	-0.0248851607	-0.1196716838	-0.0884459219	-0.0476348945	-0.071381859	-0.1146743454	0.1525520163	0.0440196462	-0.01174934	0.0288250425	0.0406424967	-0.2480147992	0.057515323	0.0737010437	-0.074984018	-0.2514439192	-0.0712173671	-0.0627938436	0.0262774394	-0.0524458063	-0.0633681424	-0.1213420467	-0.0068323454	0.0305117895	-0.0531699245	-0.0166323814	-0.1571842135	-0.045780616	0.0030628456	-0.1174227582	0.0912260772	0.0431376201	0.0076693765	-0.0604124413	-0.0810570723	0.0523903292	0.1034317048	0.0912392418	0.0287162347	-0.0458586883	0.147358738222465	0.016307131230576	0.0002659225289712	0.0217145977305169	-0.6484395312489397	0.2233209877314266	0.4204738256863446	0.0498722635613399	-1.4532083827270128	-0.0229180859692377	0.0005252386644933	2.1118146036280603	-0.0111817709386886	0.0006545234059492	4.284008889353415e-07	0.0001250320013253	0.0062551234835126	0.0001308858508546	1.713110595393264e-08	3.91265697939908e-05	0.0033321170705138	-5.2784001346800006e-05	1.1103004171609468e-05	2.7861507981789852e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1043885.2983282328	-1827.1372084681643	1089696516065.8236	3338430.378568836	1468703.8912432557	8405.672437050613	70655329.11899239	2157091120153.081	1021001.8855863191	1292.245969055337	1042444850370.8192	1669899.6445397667	1059570.2374940447	944876.3960737048	0.941926	33.705212	0.5727622671890494	0.3026451994134164	-0.1149952504	-0.0520036807	-0.009033279	-0.0763613551	0.0385895193	0.0262194027	-0.1513460896	-0.0148704244	-0.0763357862	-0.1592996163	0.1106756557	-0.0688017662	0.0088687601	-0.0173597308	-0.0197448102	0.063491762	0.0653979519	0.0085998166	-0.0387324201	0.0037621322	-0.1692967462	0.067141745	-0.0307444564	0.1030294505	-0.0628746035	0.0104460065	0.112212017	-0.1167172593	0.0539106148	0.0512769479	-0.1245876689	-0.0520608429	-0.0540903357	0.0014276215	-0.0895318914	0.1270621357	0.0106981545	0.0870343287	-0.0167655564	-0.0865233124	-0.1393543505	0.112647748	0.0508124427	-0.0576799118	-0.1932471532	-0.0391886091	-0.0904350211	0.0399705398	-0.0588779356	-0.0782267343	-0.120568349	0.0148005941	0.1055170718	-0.0471060571	-0.0137058371	-0.1489582342	-0.0403851346	-5.65297e-05	-0.0756291856	0.0373127902	0.0428118879	-0.05122842	0.0866985707	-0.0914863757	-0.0248025871	0.162134678	0.089737086	0.0240075741	-0.0524223074	0.1477372351299664	0.0003784969075013	1.432599089881124e-07	0.0218262906438469	-0.683610439589657	-0.0351709083407172	0.467323233115964	0.0012369927935111	-1.339599077235377	0.1136093054916358	0.0129070742942918	1.7945256877298734	-0.0080511030487798	0.0031306678899087	9.801081436906016e-06	6.48202603020714e-05	0.001410611330153	-0.0048445121533596	2.3469298004048865e-05	1.989824324756016e-06	0.0028352259847983	-0.0004968910857155	8.03850638487549e-06	2.469007510635284e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1040830.6963604246	-3054.6019678082084	1083328538486.1263	9330593.18173778	1471913.6808678058	3209.789624550147	10302749.433869774	2166529883925.813	1027405.4741449512	6403.5885586320655	1055562008303.012	41005946.428243496	1063206.400994521	906502.2031810238	0.945409	33.829823	0.5112667523862027	0.2570795536814105	-0.0863672779	-0.081486505	-0.0347488166	-0.0850476305	0.1520637532	-0.1399638906	-0.1221210008	-0.0077973456	-0.0980138432	-0.1194923436	-0.0612245279	0.0808359453	-0.015923361	0.0530899888	-0.1054732037	-0.0820567107	0.0184819945	-0.0184529332	-0.0615422104	0.0739925345	-0.2206029324	0.068853386	0.0278991505	0.0117124783	-0.0254568316	0.0801917503	0.0225890048	0.0453302407	0.0757562687	0.0716998829	0.0346161367	-0.0557772408	-0.061444553	0.1150521137	-0.1911949964	0.0978343021	-0.0136091405	-0.0163370466	-0.0310404179	0.0734546907	-0.0648096388	-0.0189995528	0.024372857	-0.0513876417	-0.1941093008	-0.0222644233	-0.1282733887	0.0173579201	0.003890894	-0.1408047411	-0.0666316999	0.0889165461	0.0756134687	-0.0536280083	-0.0549541286	-0.1380288102	-0.050424029	0.0358265146	-0.0523405254	0.0391193228	0.0306172864	-0.0489650264	0.1183782556	-0.0492691957	0.0114242299	0.0826610765	0.0881955685	0.0192567962	-0.0587790397	0.0960234246014692	-0.0517138105284971	0.0026743181993773	0.009220498072194	-0.6095212832826036	0.0740891563070533	0.3715161947744719	0.0054892030822909	-1.2484911737321198	0.0911079035032571	0.0083006500807588	1.5587302108870065	-0.0111630497939681	-0.0031119467451882	9.684212544888047e-06	0.0001246136807026	0.0036756522493919	0.0022650409192389	5.130410365826602e-06	1.3510419458459734e-05	0.0023250960082776	-0.0005101299765207	5.40607144770843e-06	2.6023259294501e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1045179.2514122392	4348.555051814532	1092399667582.6488	18909931.038661685	1456130.2440422662	-15783.436825539684	249116878.02580225	2120315287614.5896	1017046.2821661236	-10359.191978827585	1034383140067.9344	107312858.45420577	1053165.9922731062	902632.2866015624	1.045019	37.394203	0.4842489283879315	0.2850026665417643	-0.0064198502	-0.0403384635	0.0054743211	-0.0406158874	0.1613433962	-0.0559927205	-0.0451935536	0.0391048191	-0.0450245749	-0.0605945098	0.0010295573	-0.0892095492	0.0302458826	-0.1145722145	-0.0541374187	0.0254203333	0.0776121212	-0.042116664	-0.113627041	0.074257591	-0.1597471578	0.0776196827	0.0719343306	-0.0268599074	0.0578158159	0.099539642	0.0652558255	0.01621968	-0.0449289305	0.0948618678	-0.0996909653	-0.0856703254	-0.0489668267	0.0238752267	-0.1888435668	0.0449199814	-0.0166523985	-0.0603802551	0.0087782584	0.1536780613	-0.0318676588	-0.0128244931	-0.0148491851	-0.0049003245	-0.1873706176	0.0117258938	-0.1409870502	-0.0162618541	0.0245228839	0.027081128	-0.0459255247	0.0610811454	0.0632179459	-0.0973534292	0.0174157188	-0.0040004791	-0.0303201891	0.0008509229	0.0161397146	-0.0366890863	-0.0651865505	-0.0372109259	0.0190324549	0.0726123652	0.0400042242	-0.0347335103	0.0866153656	0.0144722352	-0.0649037979	0.0794093900561989	-0.0166140345452703	0.0002760261438714	0.0063058512290975	-0.7124753821645129	-0.1029540988819093	0.5076211701904687	0.0105995464765859	-1.173842886792798	0.0746482869393219	0.0055723667429753	1.3779071228740494	-0.0150225936985963	-0.0038595439046282	1.4896079151752695e-05	0.0002256783214331	0.0053589359624435	0.0016832837130516	2.833444058624782e-06	2.8718194649570244e-05	0.0025829185510264	0.0002578225427487	6.671468241236317e-06	6.647246354945676e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1057742.0594774836	12562.808065244462	1118818264387.6685	157824146.4841713	1504176.4081609712	48046.164118705085	2308433886.521544	2262546666868.0405	1033043.1567996744	15996.87463355076	1067178163810.6366	255899998.04153976	1075034.270575274	962297.4367927632	1.538641	55.057606	1.0617509413728627	0.5912677368785714	-0.163309937	-0.0655441986	0.0659264866	0.0202272579	0.0270488636	-0.0379295728	-0.100365941	-0.142510473	-0.1638476404	-0.1490418452	0.0857690244	-0.0571254656	0.0847285002	0.2034675484	-0.0123423512	0.0050697462	0.0674217906	0.0364842067	-0.020691668	-0.0902137234	-0.0584676147	0.2138609845	-0.1510845838	0.0605050744	-0.0521310759	-0.1824987419	0.208226694	-0.0873679798	0.2382246282	-0.045794723	-0.0051589589	-0.0560006693	-0.0300542285	-0.0281185711	0.0138591611	0.176314283	-0.1847717788	0.0591211139	0.2151993496	-0.1604708182	0.0044752754	-0.2139257753	0.064786902	-0.0505913543	-0.1714513973	-0.0741523045	-0.0051408703	-0.0053831895	-0.1861840896	0.0799489154	-0.1256890756	-0.1275147194	-0.0605699141	-0.0931863492	0.0936047024	0.0878441942	0.1298642825	0.0246971492	-0.0406281719	-0.1130657831	-0.0025970483	0.0068821242	-0.3067457879	0.0076075804	-0.1114849296	-0.0854235134	0.0849971703	0.0096622851	-0.0707724105	0.0158950337654744	-0.0635143562907245	0.004034073455025	0.0002526520984055	-0.646680698245305	0.0657946839192078	0.4181959254830353	0.0043289404320284	-1.2810389975408183	-0.1071961107480203	0.0114910061595018	1.6410609132203846	-0.0090039933131269	0.0060186003854694	3.622355059997241e-05	8.107189558283392e-05	0.0131073271817183	0.0077483912192748	6.003756648693482e-05	0.0001718020258486	-0.0001550056525276	-0.0027379242035539	2.4026752315507072e-08	7.496228944406804e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1050132.501440155	-7609.558037328534	1102778270580.9573	57905373.52347129	1457153.6729428957	-47022.73521807557	2211137627.389245	2123296826570.9717	1021090.048737785	-11953.10806188942	1042624887631.332	142876792.33920583	1053034.557080753	946598.929897204	1.553577	55.592087	0.6010710146813525	0.3402814903980229	-0.1191538614	-0.0695828713	0.0570963075	-0.1257210284	0.1093488123	-0.1259150474	-0.0007235061	0.0543887575	-0.0826943582	-0.0228575907	-0.1310805778	0.0456117168	0.0046346345	-0.0545048975	-0.0180679895	0.0344086501	0.0567148744	-0.0347410393	-0.1379309534	0.0511269526	-0.0863893711	0.0069755994	0.0296202263	-0.0275888449	0.0263340918	0.0802074658	0.0495440524	0.0519825924	-0.0359997255	0.030320285	-0.0481258223	-0.0501709845	-0.068179787	-0.0377726277	-0.1629208153	-0.0188136587	0.0169308784	-0.0396125529	0.0094117999	0.108168253	-0.0528783066	-0.0589439018	0.027741936	-0.0466397942	-0.2095165682	-0.0003605512	-0.0849421909	0.0783607785	-0.0691202769	0.0089384639	0.0070375116	0.1089391977	-0.0036019025	-0.0869652773	-0.0738456502	0.0427196463	0.0056150942	0.0034095273	-0.1077961904	-0.0534743193	0.0148124482	-0.04969518	0.0248040885	-0.0414631473	-0.1237432142	-0.0595664633	0.0833416924	0.004835384	-0.0763617167	0.0322552621641136	0.0163602283986392	0.0002676570732556	0.0010404019372756	-0.7265850076263973	-0.0799043093810922	0.5279257733074518	0.0063846986576693	-1.2617970634240123	0.0192419341168059	0.0003702520285555	1.592131829265461	-0.0135270422938117	-0.0045230489806848	2.0457972081673813e-05	0.0001829808732185	0.009582894614087	-0.0035244325676313	1.2421624923780162e-05	9.183186918469764e-05	-0.0018188149599078	-0.0016638093073801	3.308087858384412e-06	2.7682614113249804e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1046642.8360958144	-3489.6653443407267	1095461226350.6896	12177764.215492684	1449516.0390343976	-7637.633908498101	58333451.720239975	2101096747417.9688	1024987.083387622	3897.034649837064	1050598521111.464	15186879.062030684	1053884.2462779896	928507.2602796052	0.995004	35.604485	0.4155804505054384	0.2600958240421638	-0.0443622786	-0.0236830161	0.0524792272	-0.084935733	0.1129785811	0.1403129565	-0.1225955172	0.0954361324	-0.0940345811	-0.0261919277	-0.1403654332	-0.0081644936	-0.0306357729	-0.0009453835	-0.0256642076	-0.0847885007	-0.0739196522	0.0664736346	0.0149712027	0.1473436013	-0.1808319702	0.0311677627	0.033289194	0.032613446	0.0141701495	0.0616212606	0.0771091901	0.058376003	-0.0331038778	-0.0017469629	0.0750038582	0.0079394603	-0.0966205567	0.196605504	-0.1142703203	0.00494281	0.0066374149	0.0336687684	-0.0297410598	0.0593906109	-0.0907490418	-0.0140191306	-0.0231249953	-0.004490213	-0.1767538867	0.03383555	-0.1017869664	-0.0110303778	0.0271162229	0.044707533	0.0585122126	0.1174557677	-0.0289096079	-0.0934926713	-0.0131424043	0.1238909759	0.0300494124	0.032447014	-0.0134772454	-0.0434879702	-0.0314290593	-0.0408771344	-0.0434204994	0.0486307873	-0.0358920593	-0.0458942568	0.0816496581	0.0	-0.0816496581	0.017516768940581	-0.0147384932235325	0.0002172231825001	0.0003068371941177	-0.6974767170069498	0.0291082906194475	0.4864737707667927	0.0008472925827862	-1.170007108979334	0.0917899544446783	0.0084253957369561	1.368916635062179	-0.0174237527919211	-0.0038967104981093	1.5184352706075998e-05	0.0003035871613539	0.0092601706668236	-0.0003227239472634	1.0415074613726986e-07	8.575076077870023e-05	-0.000439375160925	0.0013794397989828	1.9305053203786962e-07	1.9028541590177075e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1043255.4185305984	-3387.417565215961	1088381868293.454	11474597.76113363	1452225.1086443346	2709.069609937025	7339058.151484346	2108957766177.0493	1024607.0036237783	-380.07976384367794	1049819511874.8972	144460.626883466	1055507.42541091	934920.129037829	0.949555	33.978176	0.5486779023244839	0.3762401316185249	-0.00345547	-0.0320476699	0.0820388997	-0.1005253764	0.1551834377	-0.060928351	0.0675117996	0.0716682642	-0.0238863206	-0.0775410849	-0.0861226777	-0.0602625984	0.0409706951	-0.0167326605	0.0381487322	0.0857748679	-0.1005731258	0.0710054183	0.020547233	0.1910716589	-0.2031434703	-0.0113457592	-0.070825539	-0.0102033552	0.0684913929	0.1213840325	-0.0400446009	0.074336902	-0.0269940089	-0.0483057743	-0.0526644206	0.0860778884	-0.1124259543	0.1683577547	-0.1117442177	-0.0347732471	0.0741126503	-0.0389560864	-0.0905876229	0.000643096	-0.1508955584	-0.0021543494	-0.0077691766	0.0114431185	-0.2045257603	0.0812393003	-0.0424594144	0.0058171932	0.037126115	0.1069815658	0.1572443509	0.1337398192	-0.066690104	0.005315106	0.0274542378	0.1728518588	0.0520861854	0.0432763213	0.031818951	-0.0060717531	-0.0896821466	-0.0539221696	0.0495256004	0.1459392782	-0.0351672502	-0.0646675956	0.0799218096	-0.004835384	-0.0866153656	0.0371500913727231	0.019633322432142	0.0003854673497244	0.0013801292890016	-0.7886211622579395	-0.0911444452509897	0.6219233375610634	0.0083073099001106	-1.1318433262325271	0.0381637827468068	0.0014564743135454	1.2810693151371109	-0.0236077855905692	-0.0061840327986481	3.824226165475547e-05	0.0005573275404902	0.008512922032499	-0.0007472486343246	5.583805214999806e-07	7.24698415314069e-05	0.0006240704439932	0.0010634456049181	3.894639190658698e-07	1.130916554619836e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1041813.555288446	-1441.8632421523798	1085375483982.752	2078969.6090701723	1461765.0292266188	9539.92058228422	91010084.71629009	2136757000669.8977	1020850.025936482	-3756.977687296341	1042134775454.516	14114881.342842564	1051860.0150518103	913033.0409333882	0.82531	29.53231	0.2286740868793071	0.1461587477904926	0.0244403072	0.0242305633	0.0638819483	-0.0429742147	0.1126869059	0.0229222542	0.0223362075	0.0261873742	0.0188480534	-0.0817055152	-0.0772532683	-0.0203244338	0.0707351631	-0.0560859615	0.0828400165	0.0879175803	-0.0045761823	-0.005867152	-0.0280105799	0.0017770268	-0.2294373536	-0.0409986842	0.0469904221	-0.0641242084	0.0819152181	-0.0274538086	-0.0154247213	0.0378759734	-0.0636842601	-0.0681482863	-0.1005919073	0.0107752762	-0.0474191024	0.0383694144	-0.0933200911	0.0596319387	0.1821956521	-0.0244066373	0.0004565326	0.03894376	-0.0440997837	0.0038803818	-0.0143446011	0.0232070479	-0.1744154248	0.0623918789	-0.0153346206	-0.0304012292	0.0619333702	0.0756874683	0.1542331371	0.0902639962	-0.1128725914	-0.0073106168	0.041817163	0.1679297662	0.0476328758	0.0433706274	0.0269983733	-0.0380589198	-0.0642904151	0.0099257862	-0.0076197737	0.1937103938	0.0189031883	-0.0464894293	0.0781589047	-0.0096622851	-0.0912392418	0.0280851880737884	-0.0090649032989346	8.21724718190372e-05	0.00078877778914	-0.765565291513397	0.0230558707445425	0.5860902155699925	0.000531573175789	-1.0680989280322422	0.0637443982002849	0.0040633483019164	1.1408353200636248	-0.0257091227862048	-0.0021013371956355	4.415618009761687e-06	0.0006609589944361	0.0083803983413131	-0.0001325236911858	1.7562528725535565e-08	7.023107635908336e-05	0.0002017530381038	-0.0004223174058893	4.070428838411337e-08	1.783519913171522e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1041189.5870246298	-623.9682638162049	1084075756128.5192	389336.394249809	1472483.2097009893	10718.180474370483	114879392.68117672	2168206802851.328	1019296.8832247558	-1553.14271172625	1038966136151.7014	2412252.28298837	1053084.7447594092	927306.3406877056	0.867557	31.044044	0.1183221676461655	0.0599717943122307	0.0304488879	0.0136896593	0.0828489216	-0.1093045746	0.1396827478	0.0337977017	-0.0376414015	-0.0084878226	0.0287528396	-0.0764057032	-0.0237253207	-0.094093723	0.0164409278	-0.097432754	-0.0518753846	0.0447729795	0.0579474622	0.0009255017	-0.0250841421	0.0354397912	-0.196798662	-0.0529005508	0.0225171287	-0.0272888201	-0.024544038	0.0349624532	-0.0109664049	-0.0171130234	-0.048571405	0.0876042463	-0.0832952358	-0.0587054885	-0.0314503586	0.0352306222	-0.115730667	0.0327808621	0.1396459352	0.0531554756	0.0012554606	-0.0333730839	-0.0504001954	0.0738844986	-0.0117139388	0.0200904972	-0.1968912304	0.085923905	-0.0316518925	0.006358208	0.0436097312	0.099882603	0.2062568245	0.096258991	-0.0756998145	0.0729917922	0.0397266713	0.1862076903	0.0660780362	0.0449932115	0.0379991023	-0.0121818938	-0.0321779183	-0.0429158641	0.0913401035	0.1735548987	-0.0754336917	-0.0518304775	0.0763617167	-0.0144722352	-0.0955030384	0.032853892521345	0.0047687044475565	2.274054210814608e-05	0.001079378253804	-0.7202524428614367	0.0453128486519602	0.5187635814478672	0.0020532542529554	-1.0612822352370586	0.0068166927951835	4.646730066390798e-05	1.1263199828297672	-0.0259089899611225	-0.0001998671749177	3.994688760958299e-08	0.0006712757608055	0.0091679342572856	0.0007875359159724	6.202128189466445e-07	8.405101854591086e-05	0.0004428283822429	0.0002410753441391	1.96096976119864e-07	5.8117321551785515e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
